,experiment,experiment_version,experiment_index,makespan,downtime_over_makespan,downtime_per_machine,usage,active_usage,total_work_content,status,runtime,gap
151,Experiment 2,5 Layers,20,16.0,"[[(0.0, 16.0)], [(14, 2.0)], [(14, 2.0)], [(14, 2.0)], [(8, 2), (14, 2.0)], [(0.0, 3.0), (6, 2), (12, 2), (15, 1.0)], [(0.0, 8.0), (11, 3), (15, 1.0)], [(0.0, 4.0), (6, 4), (12, 2), (15, 1.0)], [(0.0, 7.0), (8, 2), (12, 2), (15, 1.0)], [(0.0, 11.0)], [(0.0, 4.0), (7, 5), (13, 2)], [(0.0, 6.0), (7, 2), (14, 1)], [(0.0, 6.0), (7, 3), (11, 1), (13, 2)], [(0.0, 16.0)]]","[[16.0], [2.0], [2.0], [2.0], [2, 2.0], [3.0, 2, 2, 1.0], [8.0, 3, 1.0], [4.0, 4, 2, 1.0], [7.0, 2, 2, 1.0], [11.0], [4.0, 5, 2], [6.0, 2, 1], [6.0, 3, 1, 2], [16.0]]","[(0, 0.0, 0.0), (1, 14, 0.875), (2, 14, 0.875), (3, 14, 0.875), (4, 12, 0.75), (5, 8, 0.5), (6, 4, 0.25), (7, 5, 0.3125), (8, 4, 0.25), (9, 5, 0.3125), (10, 5, 0.3125), (11, 7, 0.4375), (12, 4, 0.25), (13, 0.0, 0.0)]","[(1, 14.0, 14.0, 1.0, 0, 14), (2, 14.0, 14.0, 1.0, 0, 14), (3, 14.0, 14.0, 1.0, 0, 14), (4, 12.0, 14.0, 0.8571428571428571, 0, 14), (5, 8.0, 12.0, 0.6666666666666666, 3, 15), (6, 4.0, 7.0, 0.5714285714285714, 8, 15), (7, 5.0, 11.0, 0.45454545454545453, 4, 15), (8, 4.0, 8.0, 0.5, 7, 15), (9, 5.0, 5.0, 1.0, 11, 16), (10, 5.0, 12.0, 0.4166666666666667, 4, 16), (11, 7.0, 10.0, 0.7, 6, 16), (12, 4.0, 10.0, 0.4, 6, 16)]",96,2,11.76200008392334,0.0
152,Experiment 2,6 Layers,20,13.0,"[[(0.0, 13.0)], [(9, 4.0)], [(9, 4.0)], [(9, 4.0)], [(0.0, 1.0), (10, 3.0)], [(0.0, 1.0), (10, 3.0)], [(0.0, 1.0), (10, 3.0)], [(0.0, 5.0), (12, 1.0)], [(0.0, 2.0), (3, 1), (6, 1), (12, 1.0)], [(0.0, 2.0), (3, 2), (7, 2), (12, 1.0)], [(0.0, 3.0), (8, 2)], [(0.0, 3.0), (7, 3)], [(0.0, 7.0)], [(0.0, 13.0)]]","[[13.0], [4.0], [4.0], [4.0], [1.0, 3.0], [1.0, 3.0], [1.0, 3.0], [5.0, 1.0], [2.0, 1, 1, 1.0], [2.0, 2, 2, 1.0], [3.0, 2], [3.0, 3], [7.0], [13.0]]","[(0, 0.0, 0.0), (1, 9, 0.6923076923076923), (2, 9, 0.6923076923076923), (3, 9, 0.6923076923076923), (4, 9, 0.6923076923076923), (5, 9, 0.6923076923076923), (6, 9, 0.6923076923076923), (7, 7, 0.5384615384615384), (8, 8, 0.6153846153846154), (9, 6, 0.46153846153846156), (10, 8, 0.6153846153846154), (11, 7, 0.5384615384615384), (12, 6, 0.46153846153846156), (13, 0.0, 0.0)]","[(1, 9.0, 9.0, 1.0, 0, 9), (2, 9.0, 9.0, 1.0, 0, 9), (3, 9.0, 9.0, 1.0, 0, 9), (4, 9.0, 9.0, 1.0, 1, 10), (5, 9.0, 9.0, 1.0, 1, 10), (6, 9.0, 9.0, 1.0, 1, 10), (7, 7.0, 7.0, 1.0, 5, 12), (8, 8.0, 10.0, 0.8, 2, 12), (9, 6.0, 10.0, 0.6, 2, 12), (10, 8.0, 10.0, 0.8, 3, 13), (11, 7.0, 10.0, 0.7, 3, 13), (12, 6.0, 6.0, 1.0, 7, 13)]",96,2,13.150000095367432,0.0
153,Experiment 2,4 Layers,21,13.0,"[[(0.0, 13.0)], [(2, 1), (5, 1), (10, 3.0)], [(2, 2), (8, 5.0)], [(8, 5.0)], [(8, 5.0)], [(10, 3.0)], [(4, 1), (9, 4.0)], [(0.0, 5.0)], [(0.0, 2.0), (7, 1)], [(0.0, 4.0), (12, 1.0)], [(0.0, 2.0)], [(0.0, 2.0)], [(0.0, 4.0)], [(0.0, 13.0)]]","[[13.0], [1, 1, 3.0], [2, 5.0], [5.0], [5.0], [3.0], [1, 4.0], [5.0], [2.0, 1], [4.0, 1.0], [2.0], [2.0], [4.0], [13.0]]","[(0, 0.0, 0.0), (1, 8, 0.6153846153846154), (2, 6, 0.46153846153846156), (3, 8, 0.6153846153846154), (4, 8, 0.6153846153846154), (5, 10, 0.7692307692307693), (6, 8, 0.6153846153846154), (7, 8, 0.6153846153846154), (8, 10, 0.7692307692307693), (9, 8, 0.6153846153846154), (10, 11, 0.8461538461538461), (11, 11, 0.8461538461538461), (12, 9, 0.6923076923076923), (13, 0.0, 0.0)]","[(1, 8.0, 10.0, 0.8, 0, 10), (2, 6.0, 8.0, 0.75, 0, 8), (3, 8.0, 8.0, 1.0, 0, 8), (4, 8.0, 8.0, 1.0, 0, 8), (5, 10.0, 10.0, 1.0, 0, 10), (6, 8.0, 9.0, 0.8888888888888888, 0, 9), (7, 8.0, 8.0, 1.0, 5, 13), (8, 10.0, 11.0, 0.9090909090909091, 2, 13), (9, 8.0, 8.0, 1.0, 4, 12), (10, 11.0, 11.0, 1.0, 2, 13), (11, 11.0, 11.0, 1.0, 2, 13), (12, 9.0, 9.0, 1.0, 4, 13)]",105,2,5.953999996185303,0.0
154,Experiment 2,5 Layers,21,15.0,"[[(0.0, 15.0)], [(12, 3.0)], [(12, 3.0)], [(12, 3.0)], [(12, 3.0)], [(0.0, 2.0), (10, 2), (13, 2.0)], [(0.0, 8.0), (10, 2), (13, 2.0)], [(0.0, 2.0), (11, 1), (13, 2.0)], [(0.0, 4.0), (7, 3), (11, 1), (13, 2.0)], [(0.0, 6.0), (10, 1)], [(0.0, 5.0), (7, 2)], [(0.0, 7.0)], [(0.0, 8.0), (12, 1)], [(0.0, 15.0)]]","[[15.0], [3.0], [3.0], [3.0], [3.0], [2.0, 2, 2.0], [8.0, 2, 2.0], [2.0, 1, 2.0], [4.0, 3, 1, 2.0], [6.0, 1], [5.0, 2], [7.0], [8.0, 1], [15.0]]","[(0, 0.0, 0.0), (1, 12, 0.8), (2, 12, 0.8), (3, 12, 0.8), (4, 12, 0.8), (5, 9, 0.6), (6, 3, 0.2), (7, 10, 0.6666666666666666), (8, 5, 0.3333333333333333), (9, 8, 0.5333333333333333), (10, 8, 0.5333333333333333), (11, 8, 0.5333333333333333), (12, 6, 0.4), (13, 0.0, 0.0)]","[(1, 12.0, 12.0, 1.0, 0, 12), (2, 12.0, 12.0, 1.0, 0, 12), (3, 12.0, 12.0, 1.0, 0, 12), (4, 12.0, 12.0, 1.0, 0, 12), (5, 9.0, 11.0, 0.8181818181818182, 2, 13), (6, 3.0, 5.0, 0.6, 8, 13), (7, 10.0, 11.0, 0.9090909090909091, 2, 13), (8, 5.0, 9.0, 0.5555555555555556, 4, 13), (9, 8.0, 9.0, 0.8888888888888888, 6, 15), (10, 8.0, 10.0, 0.8, 5, 15), (11, 8.0, 8.0, 1.0, 7, 15), (12, 6.0, 7.0, 0.8571428571428571, 8, 15)]",105,2,19.365000009536743,0.0
155,Experiment 2,6 Layers,21,15.0,"[[(0.0, 15.0)], [(4, 3), (8, 7.0)], [(2, 1), (5, 10.0)], [(5, 1), (7, 8.0)], [(0.0, 1.0), (12, 3.0)], [(0.0, 1.0), (12, 3.0)], [(0.0, 1.0), (12, 3.0)], [(0.0, 2.0), (11, 1), (13, 2.0)], [(0.0, 2.0), (9, 3), (13, 2.0)], [(0.0, 2.0), (9, 1), (11, 1), (13, 2.0)], [(0.0, 5.0)], [(0.0, 5.0)], [(0.0, 5.0)], [(0.0, 15.0)]]","[[15.0], [3, 7.0], [1, 10.0], [1, 8.0], [1.0, 3.0], [1.0, 3.0], [1.0, 3.0], [2.0, 1, 2.0], [2.0, 3, 2.0], [2.0, 1, 1, 2.0], [5.0], [5.0], [5.0], [15.0]]","[(0, 0.0, 0.0), (1, 5, 0.3333333333333333), (2, 4, 0.26666666666666666), (3, 6, 0.4), (4, 11, 0.7333333333333333), (5, 11, 0.7333333333333333), (6, 11, 0.7333333333333333), (7, 10, 0.6666666666666666), (8, 8, 0.5333333333333333), (9, 9, 0.6), (10, 10, 0.6666666666666666), (11, 10, 0.6666666666666666), (12, 10, 0.6666666666666666), (13, 0.0, 0.0)]","[(1, 5.0, 8.0, 0.625, 0, 8), (2, 4.0, 5.0, 0.8, 0, 5), (3, 6.0, 7.0, 0.8571428571428571, 0, 7), (4, 11.0, 11.0, 1.0, 1, 12), (5, 11.0, 11.0, 1.0, 1, 12), (6, 11.0, 11.0, 1.0, 1, 12), (7, 10.0, 11.0, 0.9090909090909091, 2, 13), (8, 8.0, 11.0, 0.7272727272727273, 2, 13), (9, 9.0, 11.0, 0.8181818181818182, 2, 13), (10, 10.0, 10.0, 1.0, 5, 15), (11, 10.0, 10.0, 1.0, 5, 15), (12, 10.0, 10.0, 1.0, 5, 15)]",105,2,33.724000215530396,0.0
156,Experiment 2,4 Layers,22,14.0,"[[(0.0, 14.0)], [(8, 6.0)], [(4, 10.0)], [(2, 3), (7, 7.0)], [(6, 8.0)], [(4, 10.0)], [(2, 5), (9, 5.0)], [(0.0, 2.0), (6, 3)], [(0.0, 2.0)], [(0.0, 2.0), (7, 2)], [(0.0, 2.0), (7, 2)], [(0.0, 2.0)], [(0.0, 2.0)], [(0.0, 14.0)]]","[[14.0], [6.0], [10.0], [3, 7.0], [8.0], [10.0], [5, 5.0], [2.0, 3], [2.0], [2.0, 2], [2.0, 2], [2.0], [2.0], [14.0]]","[(0, 0.0, 0.0), (1, 8, 0.5714285714285714), (2, 4, 0.2857142857142857), (3, 4, 0.2857142857142857), (4, 6, 0.42857142857142855), (5, 4, 0.2857142857142857), (6, 4, 0.2857142857142857), (7, 9, 0.6428571428571429), (8, 12, 0.8571428571428571), (9, 10, 0.7142857142857143), (10, 10, 0.7142857142857143), (11, 12, 0.8571428571428571), (12, 12, 0.8571428571428571), (13, 0.0, 0.0)]","[(1, 8.0, 8.0, 1.0, 0, 8), (2, 4.0, 4.0, 1.0, 0, 4), (3, 4.0, 7.0, 0.5714285714285714, 0, 7), (4, 6.0, 6.0, 1.0, 0, 6), (5, 4.0, 4.0, 1.0, 0, 4), (6, 4.0, 9.0, 0.4444444444444444, 0, 9), (7, 9.0, 12.0, 0.75, 2, 14), (8, 12.0, 12.0, 1.0, 2, 14), (9, 10.0, 12.0, 0.8333333333333334, 2, 14), (10, 10.0, 12.0, 0.8333333333333334, 2, 14), (11, 12.0, 12.0, 1.0, 2, 14), (12, 12.0, 12.0, 1.0, 2, 14)]",95,2,5.764000177383423,0.0
157,Experiment 2,5 Layers,22,15.0,"[[(0.0, 15.0)], [(6, 9.0)], [(6, 1), (9, 6.0)], [(8, 7.0)], [(8, 7.0)], [(0.0, 2.0), (3, 3), (9, 6.0)], [(0.0, 2.0), (3, 3), (8, 1), (12, 3.0)], [(0.0, 2.0), (3, 3), (8, 1), (11, 4.0)], [(0.0, 2.0), (3, 2), (11, 4.0)], [(0.0, 3.0), (13, 2.0)], [(0.0, 3.0), (11, 1), (14, 1.0)], [(0.0, 4.0)], [(0.0, 3.0)], [(0.0, 15.0)]]","[[15.0], [9.0], [1, 6.0], [7.0], [7.0], [2.0, 3, 6.0], [2.0, 3, 1, 3.0], [2.0, 3, 1, 4.0], [2.0, 2, 4.0], [3.0, 2.0], [3.0, 1, 1.0], [4.0], [3.0], [15.0]]","[(0, 0.0, 0.0), (1, 6, 0.4), (2, 8, 0.5333333333333333), (3, 8, 0.5333333333333333), (4, 8, 0.5333333333333333), (5, 4, 0.26666666666666666), (6, 6, 0.4), (7, 5, 0.3333333333333333), (8, 7, 0.4666666666666667), (9, 10, 0.6666666666666666), (10, 10, 0.6666666666666666), (11, 11, 0.7333333333333333), (12, 12, 0.8), (13, 0.0, 0.0)]","[(1, 6.0, 6.0, 1.0, 0, 6), (2, 8.0, 9.0, 0.8888888888888888, 0, 9), (3, 8.0, 8.0, 1.0, 0, 8), (4, 8.0, 8.0, 1.0, 0, 8), (5, 4.0, 7.0, 0.5714285714285714, 2, 9), (6, 6.0, 10.0, 0.6, 2, 12), (7, 5.0, 9.0, 0.5555555555555556, 2, 11), (8, 7.0, 9.0, 0.7777777777777778, 2, 11), (9, 10.0, 10.0, 1.0, 3, 13), (10, 10.0, 11.0, 0.9090909090909091, 3, 14), (11, 11.0, 11.0, 1.0, 4, 15), (12, 12.0, 12.0, 1.0, 3, 15)]",95,2,12.888000011444092,0.0
158,Experiment 2,6 Layers,22,18.0,"[[(0.0, 18.0)], [(4, 2), (7, 11.0)], [(5, 13.0)], [(5, 13.0)], [(0.0, 1.0), (2, 1), (6, 1), (8, 10.0)], [(0.0, 1.0), (4, 14.0)], [(0.0, 1.0), (8, 10.0)], [(0.0, 2.0), (3, 2), (11, 3), (15, 3.0)], [(0.0, 2.0), (3, 1), (12, 6.0)], [(0.0, 2.0), (4, 1), (6, 1), (9, 9.0)], [(0.0, 3.0), (17, 1.0)], [(0.0, 3.0)], [(0.0, 4.0)], [(0.0, 18.0)]]","[[18.0], [2, 11.0], [13.0], [13.0], [1.0, 1, 1, 10.0], [1.0, 14.0], [1.0, 10.0], [2.0, 2, 3, 3.0], [2.0, 1, 6.0], [2.0, 1, 1, 9.0], [3.0, 1.0], [3.0], [4.0], [18.0]]","[(0, 0.0, 0.0), (1, 5, 0.2777777777777778), (2, 5, 0.2777777777777778), (3, 5, 0.2777777777777778), (4, 5, 0.2777777777777778), (5, 3, 0.16666666666666666), (6, 7, 0.3888888888888889), (7, 8, 0.4444444444444444), (8, 9, 0.5), (9, 5, 0.2777777777777778), (10, 14, 0.7777777777777778), (11, 15, 0.8333333333333334), (12, 14, 0.7777777777777778), (13, 0.0, 0.0)]","[(1, 5.0, 7.0, 0.7142857142857143, 0, 7), (2, 5.0, 5.0, 1.0, 0, 5), (3, 5.0, 5.0, 1.0, 0, 5), (4, 5.0, 7.0, 0.7142857142857143, 1, 8), (5, 3.0, 3.0, 1.0, 1, 4), (6, 7.0, 7.0, 1.0, 1, 8), (7, 8.0, 13.0, 0.6153846153846154, 2, 15), (8, 9.0, 10.0, 0.9, 2, 12), (9, 5.0, 7.0, 0.7142857142857143, 2, 9), (10, 14.0, 14.0, 1.0, 3, 17), (11, 15.0, 15.0, 1.0, 3, 18), (12, 14.0, 14.0, 1.0, 4, 18)]",95,2,26.562000036239624,0.0
159,Experiment 2,4 Layers,23,10.0,"[[(0.0, 10.0)], [(5, 5.0)], [(6, 4.0)], [(8, 2.0)], [(2, 1), (7, 3.0)], [(6, 4.0)], [(2, 1), (7, 3.0)], [(0.0, 3.0), (6, 1)], [(0.0, 2.0)], [(0.0, 2.0), (8, 2.0)], [(0.0, 2.0), (5, 1), (9, 1.0)], [(0.0, 2.0)], [(0.0, 2.0)], [(0.0, 10.0)]]","[[10.0], [5.0], [4.0], [2.0], [1, 3.0], [4.0], [1, 3.0], [3.0, 1], [2.0], [2.0, 2.0], [2.0, 1, 1.0], [2.0], [2.0], [10.0]]","[(0, 0.0, 0.0), (1, 5, 0.5), (2, 6, 0.6), (3, 8, 0.8), (4, 6, 0.6), (5, 6, 0.6), (6, 6, 0.6), (7, 6, 0.6), (8, 8, 0.8), (9, 6, 0.6), (10, 6, 0.6), (11, 8, 0.8), (12, 8, 0.8), (13, 0.0, 0.0)]","[(1, 5.0, 5.0, 1.0, 0, 5), (2, 6.0, 6.0, 1.0, 0, 6), (3, 8.0, 8.0, 1.0, 0, 8), (4, 6.0, 7.0, 0.8571428571428571, 0, 7), (5, 6.0, 6.0, 1.0, 0, 6), (6, 6.0, 7.0, 0.8571428571428571, 0, 7), (7, 6.0, 7.0, 0.8571428571428571, 3, 10), (8, 8.0, 8.0, 1.0, 2, 10), (9, 6.0, 6.0, 1.0, 2, 8), (10, 6.0, 7.0, 0.8571428571428571, 2, 9), (11, 8.0, 8.0, 1.0, 2, 10), (12, 8.0, 8.0, 1.0, 2, 10)]",79,2,2.9570000171661377,0.0
160,Experiment 2,5 Layers,23,12.0,"[[(0.0, 12.0)], [(9, 3.0)], [(4, 1), (9, 3.0)], [(10, 2.0)], [(10, 2.0)], [(0.0, 2.0), (6, 1), (9, 1), (11, 1.0)], [(0.0, 4.0), (8, 1), (10, 2.0)], [(0.0, 4.0), (6, 1), (11, 1.0)], [(0.0, 2.0), (11, 1.0)], [(0.0, 7.0), (8, 1)], [(0.0, 9.0)], [(0.0, 5.0), (6, 3)], [(0.0, 6.0), (7, 1), (9, 1)], [(0.0, 12.0)]]","[[12.0], [3.0], [1, 3.0], [2.0], [2.0], [2.0, 1, 1, 1.0], [4.0, 1, 2.0], [4.0, 1, 1.0], [2.0, 1.0], [7.0, 1], [9.0], [5.0, 3], [6.0, 1, 1], [12.0]]","[(0, 0.0, 0.0), (1, 9, 0.75), (2, 8, 0.6666666666666666), (3, 10, 0.8333333333333334), (4, 10, 0.8333333333333334), (5, 7, 0.5833333333333334), (6, 5, 0.4166666666666667), (7, 6, 0.5), (8, 9, 0.75), (9, 4, 0.3333333333333333), (10, 3, 0.25), (11, 4, 0.3333333333333333), (12, 4, 0.3333333333333333), (13, 0.0, 0.0)]","[(1, 9.0, 9.0, 1.0, 0, 9), (2, 8.0, 9.0, 0.8888888888888888, 0, 9), (3, 10.0, 10.0, 1.0, 0, 10), (4, 10.0, 10.0, 1.0, 0, 10), (5, 7.0, 9.0, 0.7777777777777778, 2, 11), (6, 5.0, 6.0, 0.8333333333333334, 4, 10), (7, 6.0, 7.0, 0.8571428571428571, 4, 11), (8, 9.0, 9.0, 1.0, 2, 11), (9, 4.0, 5.0, 0.8, 7, 12), (10, 3.0, 3.0, 1.0, 9, 12), (11, 4.0, 7.0, 0.5714285714285714, 5, 12), (12, 4.0, 6.0, 0.6666666666666666, 6, 12)]",79,2,11.229000091552734,0.0
161,Experiment 2,6 Layers,23,12.0,"[[(0.0, 12.0)], [(7, 5.0)], [(4, 1), (8, 4.0)], [(7, 5.0)], [(0.0, 1.0), (6, 6.0)], [(0.0, 1.0), (6, 1), (9, 3.0)], [(0.0, 1.0), (2, 1), (4, 3), (8, 1), (10, 2.0)], [(0.0, 2.0), (11, 1.0)], [(0.0, 2.0), (11, 1.0)], [(0.0, 2.0), (11, 1.0)], [(0.0, 5.0), (9, 1)], [(0.0, 4.0), (5, 1), (9, 1)], [(0.0, 8.0), (9, 1)], [(0.0, 12.0)]]","[[12.0], [5.0], [1, 4.0], [5.0], [1.0, 6.0], [1.0, 1, 3.0], [1.0, 1, 3, 1, 2.0], [2.0, 1.0], [2.0, 1.0], [2.0, 1.0], [5.0, 1], [4.0, 1, 1], [8.0, 1], [12.0]]","[(0, 0.0, 0.0), (1, 7, 0.5833333333333334), (2, 7, 0.5833333333333334), (3, 7, 0.5833333333333334), (4, 5, 0.4166666666666667), (5, 7, 0.5833333333333334), (6, 4, 0.3333333333333333), (7, 9, 0.75), (8, 9, 0.75), (9, 9, 0.75), (10, 6, 0.5), (11, 6, 0.5), (12, 3, 0.25), (13, 0.0, 0.0)]","[(1, 7.0, 7.0, 1.0, 0, 7), (2, 7.0, 8.0, 0.875, 0, 8), (3, 7.0, 7.0, 1.0, 0, 7), (4, 5.0, 5.0, 1.0, 1, 6), (5, 7.0, 8.0, 0.875, 1, 9), (6, 4.0, 9.0, 0.4444444444444444, 1, 10), (7, 9.0, 9.0, 1.0, 2, 11), (8, 9.0, 9.0, 1.0, 2, 11), (9, 9.0, 9.0, 1.0, 2, 11), (10, 6.0, 7.0, 0.8571428571428571, 5, 12), (11, 6.0, 8.0, 0.75, 4, 12), (12, 3.0, 4.0, 0.75, 8, 12)]",79,2,14.467000007629395,0.0
162,Experiment 2,4 Layers,24,11.0,"[[(0.0, 11.0)], [(4, 1), (7, 4.0)], [(4, 7.0)], [(4, 1), (7, 4.0)], [(4, 1), (7, 4.0)], [(7, 4.0)], [(2, 1), (5, 6.0)], [(0.0, 3.0), (9, 2.0)], [(0.0, 2.0)], [(0.0, 3.0)], [(0.0, 4.0), (7, 1)], [(0.0, 4.0), (7, 1)], [(0.0, 2.0)], [(0.0, 11.0)]]","[[11.0], [1, 4.0], [7.0], [1, 4.0], [1, 4.0], [4.0], [1, 6.0], [3.0, 2.0], [2.0], [3.0], [4.0, 1], [4.0, 1], [2.0], [11.0]]","[(0, 0.0, 0.0), (1, 6, 0.5454545454545454), (2, 4, 0.36363636363636365), (3, 6, 0.5454545454545454), (4, 6, 0.5454545454545454), (5, 7, 0.6363636363636364), (6, 4, 0.36363636363636365), (7, 6, 0.5454545454545454), (8, 9, 0.8181818181818182), (9, 8, 0.7272727272727273), (10, 6, 0.5454545454545454), (11, 6, 0.5454545454545454), (12, 9, 0.8181818181818182), (13, 0.0, 0.0)]","[(1, 6.0, 7.0, 0.8571428571428571, 0, 7), (2, 4.0, 4.0, 1.0, 0, 4), (3, 6.0, 7.0, 0.8571428571428571, 0, 7), (4, 6.0, 7.0, 0.8571428571428571, 0, 7), (5, 7.0, 7.0, 1.0, 0, 7), (6, 4.0, 5.0, 0.8, 0, 5), (7, 6.0, 6.0, 1.0, 3, 9), (8, 9.0, 9.0, 1.0, 2, 11), (9, 8.0, 8.0, 1.0, 3, 11), (10, 6.0, 7.0, 0.8571428571428571, 4, 11), (11, 6.0, 7.0, 0.8571428571428571, 4, 11), (12, 9.0, 9.0, 1.0, 2, 11)]",77,2,2.0999999046325684,0.0
163,Experiment 2,5 Layers,24,11.0,"[[(0.0, 11.0)], [(8, 3.0)], [(8, 3.0)], [(9, 2.0)], [(8, 3.0)], [(0.0, 2.0), (10, 1.0)], [(0.0, 2.0), (10, 1.0)], [(0.0, 2.0), (8, 1), (10, 1.0)], [(0.0, 4.0), (10, 1.0)], [(0.0, 8.0), (9, 1)], [(0.0, 5.0), (6, 1)], [(0.0, 6.0)], [(0.0, 7.0), (9, 1)], [(0.0, 11.0)]]","[[11.0], [3.0], [3.0], [2.0], [3.0], [2.0, 1.0], [2.0, 1.0], [2.0, 1, 1.0], [4.0, 1.0], [8.0, 1], [5.0, 1], [6.0], [7.0, 1], [11.0]]","[(0, 0.0, 0.0), (1, 8, 0.7272727272727273), (2, 8, 0.7272727272727273), (3, 9, 0.8181818181818182), (4, 8, 0.7272727272727273), (5, 8, 0.7272727272727273), (6, 8, 0.7272727272727273), (7, 7, 0.6363636363636364), (8, 6, 0.5454545454545454), (9, 2, 0.18181818181818182), (10, 5, 0.45454545454545453), (11, 5, 0.45454545454545453), (12, 3, 0.2727272727272727), (13, 0.0, 0.0)]","[(1, 8.0, 8.0, 1.0, 0, 8), (2, 8.0, 8.0, 1.0, 0, 8), (3, 9.0, 9.0, 1.0, 0, 9), (4, 8.0, 8.0, 1.0, 0, 8), (5, 8.0, 8.0, 1.0, 2, 10), (6, 8.0, 8.0, 1.0, 2, 10), (7, 7.0, 8.0, 0.875, 2, 10), (8, 6.0, 6.0, 1.0, 4, 10), (9, 2.0, 3.0, 0.6666666666666666, 8, 11), (10, 5.0, 6.0, 0.8333333333333334, 5, 11), (11, 5.0, 5.0, 1.0, 6, 11), (12, 3.0, 4.0, 0.75, 7, 11)]",77,2,6.310999870300293,0.0
164,Experiment 2,6 Layers,24,13.0,"[[(0.0, 13.0)], [(2, 1), (5, 2), (8, 5.0)], [(6, 7.0)], [(6, 7.0)], [(0.0, 1.0), (6, 1), (8, 1), (10, 3.0)], [(0.0, 1.0), (3, 2), (6, 1), (9, 4.0)], [(0.0, 1.0), (4, 3), (8, 5.0)], [(0.0, 2.0), (12, 1.0)], [(0.0, 2.0), (12, 1.0)], [(0.0, 2.0), (11, 2.0)], [(0.0, 4.0), (5, 3), (10, 1)], [(0.0, 6.0), (7, 1), (12, 1.0)], [(0.0, 4.0), (5, 4)], [(0.0, 13.0)]]","[[13.0], [1, 2, 5.0], [7.0], [7.0], [1.0, 1, 1, 3.0], [1.0, 2, 1, 4.0], [1.0, 3, 5.0], [2.0, 1.0], [2.0, 1.0], [2.0, 2.0], [4.0, 3, 1], [6.0, 1, 1.0], [4.0, 4], [13.0]]","[(0, 0.0, 0.0), (1, 5, 0.38461538461538464), (2, 6, 0.46153846153846156), (3, 6, 0.46153846153846156), (4, 7, 0.5384615384615384), (5, 5, 0.38461538461538464), (6, 4, 0.3076923076923077), (7, 10, 0.7692307692307693), (8, 10, 0.7692307692307693), (9, 9, 0.6923076923076923), (10, 5, 0.38461538461538464), (11, 5, 0.38461538461538464), (12, 5, 0.38461538461538464), (13, 0.0, 0.0)]","[(1, 5.0, 8.0, 0.625, 0, 8), (2, 6.0, 6.0, 1.0, 0, 6), (3, 6.0, 6.0, 1.0, 0, 6), (4, 7.0, 9.0, 0.7777777777777778, 1, 10), (5, 5.0, 8.0, 0.625, 1, 9), (6, 4.0, 7.0, 0.5714285714285714, 1, 8), (7, 10.0, 10.0, 1.0, 2, 12), (8, 10.0, 10.0, 1.0, 2, 12), (9, 9.0, 9.0, 1.0, 2, 11), (10, 5.0, 9.0, 0.5555555555555556, 4, 13), (11, 5.0, 6.0, 0.8333333333333334, 6, 12), (12, 5.0, 9.0, 0.5555555555555556, 4, 13)]",77,2,5.596999883651733,0.0
165,Experiment 2,4 Layers,25,9.0,"[[(0.0, 9.0)], [(6, 3.0)], [(7, 2.0)], [(7, 2.0)], [(6, 3.0)], [(7, 2.0)], [(6, 3.0)], [(0.0, 3.0)], [(0.0, 3.0)], [(0.0, 3.0)], [(0.0, 3.0)], [(0.0, 2.0)], [(0.0, 3.0), (6, 1)], [(0.0, 9.0)]]","[[9.0], [3.0], [2.0], [2.0], [3.0], [2.0], [3.0], [3.0], [3.0], [3.0], [3.0], [2.0], [3.0, 1], [9.0]]","[(0, 0.0, 0.0), (1, 6, 0.6666666666666666), (2, 7, 0.7777777777777778), (3, 7, 0.7777777777777778), (4, 6, 0.6666666666666666), (5, 7, 0.7777777777777778), (6, 6, 0.6666666666666666), (7, 6, 0.6666666666666666), (8, 6, 0.6666666666666666), (9, 6, 0.6666666666666666), (10, 6, 0.6666666666666666), (11, 7, 0.7777777777777778), (12, 5, 0.5555555555555556), (13, 0.0, 0.0)]","[(1, 6.0, 6.0, 1.0, 0, 6), (2, 7.0, 7.0, 1.0, 0, 7), (3, 7.0, 7.0, 1.0, 0, 7), (4, 6.0, 6.0, 1.0, 0, 6), (5, 7.0, 7.0, 1.0, 0, 7), (6, 6.0, 6.0, 1.0, 0, 6), (7, 6.0, 6.0, 1.0, 3, 9), (8, 6.0, 6.0, 1.0, 3, 9), (9, 6.0, 6.0, 1.0, 3, 9), (10, 6.0, 6.0, 1.0, 3, 9), (11, 7.0, 7.0, 1.0, 2, 9), (12, 5.0, 6.0, 0.8333333333333334, 3, 9)]",75,2,3.2780001163482666,0.0
