,experiment,experiment_version,experiment_index,makespan,downtime_over_makespan,downtime_per_machine,usage,active_usage,total_work_content,status,runtime,gap
74,Experiment 1,High Flexibility,24,17.0,"[[(0.0, 17.0)], [(4, 1), (7, 1), (10, 7.0)], [(11, 6.0)], [(10, 1), (15, 2.0)], [(0.0, 2.0)], [(0.0, 2.0)], [(0.0, 2.0), (5, 1)], [(0.0, 17.0)]]","[[17.0], [1, 1, 7.0], [6.0], [1, 2.0], [2.0], [2.0], [2.0, 1], [17.0]]","[(0, 0.0, 0.0), (1, 8, 0.47058823529411764), (2, 11, 0.6470588235294118), (3, 14, 0.8235294117647058), (4, 15, 0.8823529411764706), (5, 15, 0.8823529411764706), (6, 14, 0.8235294117647058), (7, 0.0, 0.0)]","[(1, 8.0, 10.0, 0.8, 0, 10), (2, 11.0, 11.0, 1.0, 0, 11), (3, 14.0, 15.0, 0.9333333333333333, 0, 15), (4, 15.0, 15.0, 1.0, 2, 17), (5, 15.0, 15.0, 1.0, 2, 17), (6, 14.0, 15.0, 0.9333333333333333, 2, 17)]",77,2,6.651000022888184,0.0
75,Experiment 1,No Flexibility,25,21.0,"[[(0.0, 21.0)], [(18, 3.0)], [(8, 2), (14, 7.0)], [(9, 12.0)], [(0.0, 3.0)], [(0.0, 2.0), (4, 2), (14, 4), (20, 1.0)], [(0.0, 5.0), (7, 1), (10, 1), (13, 8.0)], [(0.0, 21.0)]]","[[21.0], [3.0], [2, 7.0], [12.0], [3.0], [2.0, 2, 4, 1.0], [5.0, 1, 1, 8.0], [21.0]]","[(0, 0.0, 0.0), (1, 18, 0.8571428571428571), (2, 12, 0.5714285714285714), (3, 9, 0.42857142857142855), (4, 18, 0.8571428571428571), (5, 12, 0.5714285714285714), (6, 6, 0.2857142857142857), (7, 0.0, 0.0)]","[(1, 18.0, 18.0, 1.0, 0, 18), (2, 12.0, 14.0, 0.8571428571428571, 0, 14), (3, 9.0, 9.0, 1.0, 0, 9), (4, 18.0, 18.0, 1.0, 3, 21), (5, 12.0, 18.0, 0.6666666666666666, 2, 20), (6, 6.0, 8.0, 0.75, 5, 13)]",75,2,0.17100000381469727,0.0
76,Experiment 1,Low Flexibility,25,16.0,"[[(0.0, 16.0)], [(6, 1), (13, 3.0)], [(13, 3.0)], [(14, 2.0)], [(0.0, 3.0), (6, 1), (10, 1)], [(0.0, 3.0)], [(0.0, 4.0)], [(0.0, 16.0)]]","[[16.0], [1, 3.0], [3.0], [2.0], [3.0, 1, 1], [3.0], [4.0], [16.0]]","[(0, 0.0, 0.0), (1, 12, 0.75), (2, 13, 0.8125), (3, 14, 0.875), (4, 11, 0.6875), (5, 13, 0.8125), (6, 12, 0.75), (7, 0.0, 0.0)]","[(1, 12.0, 13.0, 0.9230769230769231, 0, 13), (2, 13.0, 13.0, 1.0, 0, 13), (3, 14.0, 14.0, 1.0, 0, 14), (4, 11.0, 13.0, 0.8461538461538461, 3, 16), (5, 13.0, 13.0, 1.0, 3, 16), (6, 12.0, 12.0, 1.0, 4, 16)]",75,2,4.114000082015991,0.0
77,Experiment 1,High Flexibility,25,15.0,"[[(0.0, 15.0)], [(13, 2.0)], [(13, 2.0)], [(13, 2.0)], [(0.0, 3.0)], [(0.0, 2.0), (4, 1)], [(0.0, 3.0)], [(0.0, 15.0)]]","[[15.0], [2.0], [2.0], [2.0], [3.0], [2.0, 1], [3.0], [15.0]]","[(0, 0.0, 0.0), (1, 13, 0.8666666666666667), (2, 13, 0.8666666666666667), (3, 13, 0.8666666666666667), (4, 12, 0.8), (5, 12, 0.8), (6, 12, 0.8), (7, 0.0, 0.0)]","[(1, 13.0, 13.0, 1.0, 0, 13), (2, 13.0, 13.0, 1.0, 0, 13), (3, 13.0, 13.0, 1.0, 0, 13), (4, 12.0, 12.0, 1.0, 3, 15), (5, 12.0, 13.0, 0.9230769230769231, 2, 15), (6, 12.0, 12.0, 1.0, 3, 15)]",75,2,26.687999963760376,0.0
78,Experiment 1,No Flexibility,26,30.0,"[[(0.0, 30.0)], [(28, 2.0)], [(4, 26.0)], [(9, 1), (22, 8.0)], [(0.0, 7.0), (11, 1), (14, 2), (18, 4), (24, 2)], [(0.0, 4.0), (7, 23.0)], [(0.0, 4.0), (6, 8), (20, 1), (27, 3.0)], [(0.0, 30.0)]]","[[30.0], [2.0], [26.0], [1, 8.0], [7.0, 1, 2, 4, 2], [4.0, 23.0], [4.0, 8, 1, 3.0], [30.0]]","[(0, 0.0, 0.0), (1, 28, 0.9333333333333333), (2, 4, 0.13333333333333333), (3, 21, 0.7), (4, 14, 0.4666666666666667), (5, 3, 0.1), (6, 14, 0.4666666666666667), (7, 0.0, 0.0)]","[(1, 28.0, 28.0, 1.0, 0, 28), (2, 4.0, 4.0, 1.0, 0, 4), (3, 21.0, 22.0, 0.9545454545454546, 0, 22), (4, 14.0, 23.0, 0.6086956521739131, 7, 30), (5, 3.0, 3.0, 1.0, 4, 7), (6, 14.0, 23.0, 0.6086956521739131, 4, 27)]",84,2,0.2349998950958252,0.0
79,Experiment 1,Low Flexibility,26,21.0,"[[(0.0, 21.0)], [(19, 2.0)], [(16, 5.0)], [(18, 3.0)], [(0.0, 7.0), (9, 1), (16, 1)], [(0.0, 5.0), (8, 2), (12, 1), (17, 1), (20, 1.0)], [(0.0, 11.0), (13, 1), (18, 1)], [(0.0, 21.0)]]","[[21.0], [2.0], [5.0], [3.0], [7.0, 1, 1], [5.0, 2, 1, 1, 1.0], [11.0, 1, 1], [21.0]]","[(0, 0.0, 0.0), (1, 19, 0.9047619047619048), (2, 16, 0.7619047619047619), (3, 18, 0.8571428571428571), (4, 12, 0.5714285714285714), (5, 11, 0.5238095238095238), (6, 8, 0.38095238095238093), (7, 0.0, 0.0)]","[(1, 19.0, 19.0, 1.0, 0, 19), (2, 16.0, 16.0, 1.0, 0, 16), (3, 18.0, 18.0, 1.0, 0, 18), (4, 12.0, 14.0, 0.8571428571428571, 7, 21), (5, 11.0, 15.0, 0.7333333333333333, 5, 20), (6, 8.0, 10.0, 0.8, 11, 21)]",84,2,1.4020001888275146,0.0
80,Experiment 1,High Flexibility,26,20.0,"[[(0.0, 20.0)], [(17, 3.0)], [(18, 2.0)], [(18, 2.0)], [(0.0, 11.0), (19, 1.0)], [(0.0, 3.0), (5, 2), (9, 1), (14, 2)], [(0.0, 6.0), (15, 3)], [(0.0, 20.0)]]","[[20.0], [3.0], [2.0], [2.0], [11.0, 1.0], [3.0, 2, 1, 2], [6.0, 3], [20.0]]","[(0, 0.0, 0.0), (1, 17, 0.85), (2, 18, 0.9), (3, 18, 0.9), (4, 8, 0.4), (5, 12, 0.6), (6, 11, 0.55), (7, 0.0, 0.0)]","[(1, 17.0, 17.0, 1.0, 0, 17), (2, 18.0, 18.0, 1.0, 0, 18), (3, 18.0, 18.0, 1.0, 0, 18), (4, 8.0, 8.0, 1.0, 11, 19), (5, 12.0, 17.0, 0.7058823529411765, 3, 20), (6, 11.0, 14.0, 0.7857142857142857, 6, 20)]",84,2,39.349000215530396,0.0
81,Experiment 1,No Flexibility,27,34.0,"[[(0.0, 34.0)], [(4, 30.0)], [(32, 2.0)], [(18, 16.0)], [(0.0, 4.0), (6, 28.0)], [(0.0, 8.0), (14, 2), (18, 6), (30, 2)], [(0.0, 3.0), (23, 5), (32, 2.0)], [(0.0, 34.0)]]","[[34.0], [30.0], [2.0], [16.0], [4.0, 28.0], [8.0, 2, 6, 2], [3.0, 5, 2.0], [34.0]]","[(0, 0.0, 0.0), (1, 4, 0.11764705882352941), (2, 32, 0.9411764705882353), (3, 18, 0.5294117647058824), (4, 2, 0.058823529411764705), (5, 16, 0.47058823529411764), (6, 24, 0.7058823529411765), (7, 0.0, 0.0)]","[(1, 4.0, 4.0, 1.0, 0, 4), (2, 32.0, 32.0, 1.0, 0, 32), (3, 18.0, 18.0, 1.0, 0, 18), (4, 2.0, 2.0, 1.0, 4, 6), (5, 16.0, 26.0, 0.6153846153846154, 8, 34), (6, 24.0, 29.0, 0.8275862068965517, 3, 32)]",96,2,0.23099994659423828,0.0
82,Experiment 1,Low Flexibility,27,21.0,"[[(0.0, 21.0)], [(19, 2.0)], [(12, 2), (18, 3.0)], [(19, 2.0)], [(0.0, 3.0)], [(0.0, 4.0), (6, 3), (13, 2)], [(0.0, 8.0), (10, 1)], [(0.0, 21.0)]]","[[21.0], [2.0], [2, 3.0], [2.0], [3.0], [4.0, 3, 2], [8.0, 1], [21.0]]","[(0, 0.0, 0.0), (1, 19, 0.9047619047619048), (2, 16, 0.7619047619047619), (3, 19, 0.9047619047619048), (4, 18, 0.8571428571428571), (5, 12, 0.5714285714285714), (6, 12, 0.5714285714285714), (7, 0.0, 0.0)]","[(1, 19.0, 19.0, 1.0, 0, 19), (2, 16.0, 18.0, 0.8888888888888888, 0, 18), (3, 19.0, 19.0, 1.0, 0, 19), (4, 18.0, 18.0, 1.0, 3, 21), (5, 12.0, 17.0, 0.7058823529411765, 4, 21), (6, 12.0, 13.0, 0.9230769230769231, 8, 21)]",96,2,2.993000030517578,0.0
83,Experiment 1,High Flexibility,27,20.0,"[[(0.0, 20.0)], [(18, 2.0)], [(18, 2.0)], [(18, 2.0)], [(0.0, 4.0)], [(0.0, 7.0), (13, 1)], [(0.0, 3.0), (9, 3)], [(0.0, 20.0)]]","[[20.0], [2.0], [2.0], [2.0], [4.0], [7.0, 1], [3.0, 3], [20.0]]","[(0, 0.0, 0.0), (1, 18, 0.9), (2, 18, 0.9), (3, 18, 0.9), (4, 16, 0.8), (5, 12, 0.6), (6, 14, 0.7), (7, 0.0, 0.0)]","[(1, 18.0, 18.0, 1.0, 0, 18), (2, 18.0, 18.0, 1.0, 0, 18), (3, 18.0, 18.0, 1.0, 0, 18), (4, 16.0, 16.0, 1.0, 4, 20), (5, 12.0, 13.0, 0.9230769230769231, 7, 20), (6, 14.0, 17.0, 0.8235294117647058, 3, 20)]",96,2,9.651999950408936,0.0
84,Experiment 1,No Flexibility,28,22.0,"[[(0.0, 22.0)], [(10, 12.0)], [(20, 2.0)], [(15, 7.0)], [(0.0, 2.0), (14, 2), (19, 3.0)], [(0.0, 8.0), (10, 2), (14, 1), (19, 1)], [(0.0, 4.0), (6, 4), (14, 1), (17, 2), (21, 1.0)], [(0.0, 22.0)]]","[[22.0], [12.0], [2.0], [7.0], [2.0, 2, 3.0], [8.0, 2, 1, 1], [4.0, 4, 1, 2, 1.0], [22.0]]","[(0, 0.0, 0.0), (1, 10, 0.45454545454545453), (2, 20, 0.9090909090909091), (3, 15, 0.6818181818181818), (4, 15, 0.6818181818181818), (5, 10, 0.45454545454545453), (6, 10, 0.45454545454545453), (7, 0.0, 0.0)]","[(1, 10.0, 10.0, 1.0, 0, 10), (2, 20.0, 20.0, 1.0, 0, 20), (3, 15.0, 15.0, 1.0, 0, 15), (4, 15.0, 17.0, 0.8823529411764706, 2, 19), (5, 10.0, 14.0, 0.7142857142857143, 8, 22), (6, 10.0, 17.0, 0.5882352941176471, 4, 21)]",80,2,0.1770000457763672,0.0
85,Experiment 1,Low Flexibility,28,18.0,"[[(0.0, 18.0)], [(15, 3.0)], [(16, 2.0)], [(6, 2), (16, 2.0)], [(0.0, 6.0)], [(0.0, 2.0), (11, 1)], [(0.0, 7.0), (9, 1), (12, 2)], [(0.0, 18.0)]]","[[18.0], [3.0], [2.0], [2, 2.0], [6.0], [2.0, 1], [7.0, 1, 2], [18.0]]","[(0, 0.0, 0.0), (1, 15, 0.8333333333333334), (2, 16, 0.8888888888888888), (3, 14, 0.7777777777777778), (4, 12, 0.6666666666666666), (5, 15, 0.8333333333333334), (6, 8, 0.4444444444444444), (7, 0.0, 0.0)]","[(1, 15.0, 15.0, 1.0, 0, 15), (2, 16.0, 16.0, 1.0, 0, 16), (3, 14.0, 16.0, 0.875, 0, 16), (4, 12.0, 12.0, 1.0, 6, 18), (5, 15.0, 16.0, 0.9375, 2, 18), (6, 8.0, 11.0, 0.7272727272727273, 7, 18)]",80,2,3.9709999561309814,0.0
86,Experiment 1,High Flexibility,28,17.0,"[[(0.0, 17.0)], [(15, 2.0)], [(15, 2.0)], [(15, 2.0)], [(0.0, 4.0), (6, 2)], [(0.0, 4.0), (14, 1)], [(0.0, 2.0), (5, 3)], [(0.0, 17.0)]]","[[17.0], [2.0], [2.0], [2.0], [4.0, 2], [4.0, 1], [2.0, 3], [17.0]]","[(0, 0.0, 0.0), (1, 15, 0.8823529411764706), (2, 15, 0.8823529411764706), (3, 15, 0.8823529411764706), (4, 11, 0.6470588235294118), (5, 12, 0.7058823529411765), (6, 12, 0.7058823529411765), (7, 0.0, 0.0)]","[(1, 15.0, 15.0, 1.0, 0, 15), (2, 15.0, 15.0, 1.0, 0, 15), (3, 15.0, 15.0, 1.0, 0, 15), (4, 11.0, 13.0, 0.8461538461538461, 4, 17), (5, 12.0, 13.0, 0.9230769230769231, 4, 17), (6, 12.0, 15.0, 0.8, 2, 17)]",80,2,9.547999858856201,0.0
87,Experiment 1,No Flexibility,29,33.0,"[[(0.0, 33.0)], [(12, 21.0)], [(30, 3.0)], [(2, 31.0)], [(0.0, 6.0), (14, 19.0)], [(0.0, 3.0)], [(0.0, 2.0), (6, 27.0)], [(0.0, 33.0)]]","[[33.0], [21.0], [3.0], [31.0], [6.0, 19.0], [3.0], [2.0, 27.0], [33.0]]","[(0, 0.0, 0.0), (1, 12, 0.36363636363636365), (2, 30, 0.9090909090909091), (3, 2, 0.06060606060606061), (4, 8, 0.24242424242424243), (5, 30, 0.9090909090909091), (6, 4, 0.12121212121212122), (7, 0.0, 0.0)]","[(1, 12.0, 12.0, 1.0, 0, 12), (2, 30.0, 30.0, 1.0, 0, 30), (3, 2.0, 2.0, 1.0, 0, 2), (4, 8.0, 8.0, 1.0, 6, 14), (5, 30.0, 30.0, 1.0, 3, 33), (6, 4.0, 4.0, 1.0, 2, 6)]",86,2,0.15000009536743164,0.0
88,Experiment 1,Low Flexibility,29,18.0,"[[(0.0, 18.0)], [(14, 4.0)], [(15, 3.0)], [(15, 3.0)], [(0.0, 3.0), (7, 1), (16, 2.0)], [(0.0, 3.0)], [(0.0, 3.0)], [(0.0, 18.0)]]","[[18.0], [4.0], [3.0], [3.0], [3.0, 1, 2.0], [3.0], [3.0], [18.0]]","[(0, 0.0, 0.0), (1, 14, 0.7777777777777778), (2, 15, 0.8333333333333334), (3, 15, 0.8333333333333334), (4, 12, 0.6666666666666666), (5, 15, 0.8333333333333334), (6, 15, 0.8333333333333334), (7, 0.0, 0.0)]","[(1, 14.0, 14.0, 1.0, 0, 14), (2, 15.0, 15.0, 1.0, 0, 15), (3, 15.0, 15.0, 1.0, 0, 15), (4, 12.0, 13.0, 0.9230769230769231, 3, 16), (5, 15.0, 15.0, 1.0, 3, 18), (6, 15.0, 15.0, 1.0, 3, 18)]",86,2,1.7099997997283936,0.0
89,Experiment 1,High Flexibility,29,17.0,"[[(0.0, 17.0)], [(15, 2.0)], [(14, 3.0)], [(15, 2.0)], [(0.0, 3.0)], [(0.0, 3.0), (9, 1)], [(0.0, 2.0)], [(0.0, 17.0)]]","[[17.0], [2.0], [3.0], [2.0], [3.0], [3.0, 1], [2.0], [17.0]]","[(0, 0.0, 0.0), (1, 15, 0.8823529411764706), (2, 14, 0.8235294117647058), (3, 15, 0.8823529411764706), (4, 14, 0.8235294117647058), (5, 13, 0.7647058823529411), (6, 15, 0.8823529411764706), (7, 0.0, 0.0)]","[(1, 15.0, 15.0, 1.0, 0, 15), (2, 14.0, 14.0, 1.0, 0, 14), (3, 15.0, 15.0, 1.0, 0, 15), (4, 14.0, 14.0, 1.0, 3, 17), (5, 13.0, 14.0, 0.9285714285714286, 3, 17), (6, 15.0, 15.0, 1.0, 2, 17)]",86,2,8.013000011444092,0.0
90,Experiment 2,4 Layers,0,10.0,"[[(0.0, 10.0)], [(7, 3.0)], [(8, 2.0)], [(8, 2.0)], [(6, 4.0)], [(7, 3.0)], [(8, 2.0)], [(0.0, 4.0)], [(0.0, 5.0), (7, 1)], [(0.0, 4.0), (6, 1)], [(0.0, 6.0)], [(0.0, 3.0), (5, 1)], [(0.0, 2.0)], [(0.0, 10.0)]]","[[10.0], [3.0], [2.0], [2.0], [4.0], [3.0], [2.0], [4.0], [5.0, 1], [4.0, 1], [6.0], [3.0, 1], [2.0], [10.0]]","[(0, 0.0, 0.0), (1, 7, 0.7), (2, 8, 0.8), (3, 8, 0.8), (4, 6, 0.6), (5, 7, 0.7), (6, 8, 0.8), (7, 6, 0.6), (8, 4, 0.4), (9, 5, 0.5), (10, 4, 0.4), (11, 6, 0.6), (12, 8, 0.8), (13, 0.0, 0.0)]","[(1, 7.0, 7.0, 1.0, 0, 7), (2, 8.0, 8.0, 1.0, 0, 8), (3, 8.0, 8.0, 1.0, 0, 8), (4, 6.0, 6.0, 1.0, 0, 6), (5, 7.0, 7.0, 1.0, 0, 7), (6, 8.0, 8.0, 1.0, 0, 8), (7, 6.0, 6.0, 1.0, 4, 10), (8, 4.0, 5.0, 0.8, 5, 10), (9, 5.0, 6.0, 0.8333333333333334, 4, 10), (10, 4.0, 4.0, 1.0, 6, 10), (11, 6.0, 7.0, 0.8571428571428571, 3, 10), (12, 8.0, 8.0, 1.0, 2, 10)]",77,2,5.119000196456909,0.0
91,Experiment 2,5 Layers,0,13.0,"[[(0.0, 13.0)], [(11, 2.0)], [(11, 2.0)], [(11, 2.0)], [(11, 2.0)], [(0.0, 4.0), (5, 1), (9, 2), (12, 1.0)], [(0.0, 7.0), (9, 2), (12, 1.0)], [(0.0, 2.0), (4, 3), (9, 2), (12, 1.0)], [(0.0, 5.0), (7, 1), (9, 1), (12, 1.0)], [(0.0, 8.0)], [(0.0, 9.0), (11, 1)], [(0.0, 8.0), (10, 2)], [(0.0, 7.0), (8, 1), (10, 1)], [(0.0, 13.0)]]","[[13.0], [2.0], [2.0], [2.0], [2.0], [4.0, 1, 2, 1.0], [7.0, 2, 1.0], [2.0, 3, 2, 1.0], [5.0, 1, 1, 1.0], [8.0], [9.0, 1], [8.0, 2], [7.0, 1, 1], [13.0]]","[(0, 0.0, 0.0), (1, 11, 0.8461538461538461), (2, 11, 0.8461538461538461), (3, 11, 0.8461538461538461), (4, 11, 0.8461538461538461), (5, 5, 0.38461538461538464), (6, 3, 0.23076923076923078), (7, 5, 0.38461538461538464), (8, 5, 0.38461538461538464), (9, 5, 0.38461538461538464), (10, 3, 0.23076923076923078), (11, 3, 0.23076923076923078), (12, 4, 0.3076923076923077), (13, 0.0, 0.0)]","[(1, 11.0, 11.0, 1.0, 0, 11), (2, 11.0, 11.0, 1.0, 0, 11), (3, 11.0, 11.0, 1.0, 0, 11), (4, 11.0, 11.0, 1.0, 0, 11), (5, 5.0, 8.0, 0.625, 4, 12), (6, 3.0, 5.0, 0.6, 7, 12), (7, 5.0, 10.0, 0.5, 2, 12), (8, 5.0, 7.0, 0.7142857142857143, 5, 12), (9, 5.0, 5.0, 1.0, 8, 13), (10, 3.0, 4.0, 0.75, 9, 13), (11, 3.0, 5.0, 0.6, 8, 13), (12, 4.0, 6.0, 0.6666666666666666, 7, 13)]",77,2,16.973999977111816,0.0
92,Experiment 2,6 Layers,0,13.0,"[[(0.0, 13.0)], [(3, 1), (5, 3), (9, 4.0)], [(2, 1), (5, 1), (7, 6.0)], [(3, 2), (6, 1), (8, 5.0)], [(0.0, 1.0), (11, 2.0)], [(0.0, 1.0), (11, 2.0)], [(0.0, 1.0), (3, 1), (11, 2.0)], [(0.0, 3.0), (5, 1), (7, 2), (12, 1.0)], [(0.0, 3.0), (6, 1), (10, 1), (12, 1.0)], [(0.0, 2.0), (4, 3), (8, 1), (10, 1), (12, 1.0)], [(0.0, 7.0)], [(0.0, 5.0), (7, 2), (10, 2)], [(0.0, 4.0), (5, 2), (8, 2)], [(0.0, 13.0)]]","[[13.0], [1, 3, 4.0], [1, 1, 6.0], [2, 1, 5.0], [1.0, 2.0], [1.0, 2.0], [1.0, 1, 2.0], [3.0, 1, 2, 1.0], [3.0, 1, 1, 1.0], [2.0, 3, 1, 1, 1.0], [7.0], [5.0, 2, 2], [4.0, 2, 2], [13.0]]","[(0, 0.0, 0.0), (1, 5, 0.38461538461538464), (2, 5, 0.38461538461538464), (3, 5, 0.38461538461538464), (4, 10, 0.7692307692307693), (5, 10, 0.7692307692307693), (6, 9, 0.6923076923076923), (7, 6, 0.46153846153846156), (8, 7, 0.5384615384615384), (9, 5, 0.38461538461538464), (10, 6, 0.46153846153846156), (11, 4, 0.3076923076923077), (12, 5, 0.38461538461538464), (13, 0.0, 0.0)]","[(1, 5.0, 9.0, 0.5555555555555556, 0, 9), (2, 5.0, 7.0, 0.7142857142857143, 0, 7), (3, 5.0, 8.0, 0.625, 0, 8), (4, 10.0, 10.0, 1.0, 1, 11), (5, 10.0, 10.0, 1.0, 1, 11), (6, 9.0, 10.0, 0.9, 1, 11), (7, 6.0, 9.0, 0.6666666666666666, 3, 12), (8, 7.0, 9.0, 0.7777777777777778, 3, 12), (9, 5.0, 10.0, 0.5, 2, 12), (10, 6.0, 6.0, 1.0, 7, 13), (11, 4.0, 8.0, 0.5, 5, 13), (12, 5.0, 9.0, 0.5555555555555556, 4, 13)]",77,2,7.823999881744385,0.0
93,Experiment 2,4 Layers,1,10.0,"[[(0.0, 10.0)], [(6, 4.0)], [(6, 4.0)], [(8, 2.0)], [(8, 2.0)], [(6, 4.0)], [(6, 4.0)], [(0.0, 2.0), (9, 1.0)], [(0.0, 4.0)], [(0.0, 2.0), (5, 1), (9, 1.0)], [(0.0, 5.0)], [(0.0, 4.0)], [(0.0, 2.0), (9, 1.0)], [(0.0, 10.0)]]","[[10.0], [4.0], [4.0], [2.0], [2.0], [4.0], [4.0], [2.0, 1.0], [4.0], [2.0, 1, 1.0], [5.0], [4.0], [2.0, 1.0], [10.0]]","[(0, 0.0, 0.0), (1, 6, 0.6), (2, 6, 0.6), (3, 8, 0.8), (4, 8, 0.8), (5, 6, 0.6), (6, 6, 0.6), (7, 7, 0.7), (8, 6, 0.6), (9, 6, 0.6), (10, 5, 0.5), (11, 6, 0.6), (12, 7, 0.7), (13, 0.0, 0.0)]","[(1, 6.0, 6.0, 1.0, 0, 6), (2, 6.0, 6.0, 1.0, 0, 6), (3, 8.0, 8.0, 1.0, 0, 8), (4, 8.0, 8.0, 1.0, 0, 8), (5, 6.0, 6.0, 1.0, 0, 6), (6, 6.0, 6.0, 1.0, 0, 6), (7, 7.0, 7.0, 1.0, 2, 9), (8, 6.0, 6.0, 1.0, 4, 10), (9, 6.0, 7.0, 0.8571428571428571, 2, 9), (10, 5.0, 5.0, 1.0, 5, 10), (11, 6.0, 6.0, 1.0, 4, 10), (12, 7.0, 7.0, 1.0, 2, 9)]",77,2,2.8389999866485596,0.0
94,Experiment 2,5 Layers,1,12.0,"[[(0.0, 12.0)], [(10, 2.0)], [(10, 2.0)], [(10, 2.0)], [(10, 2.0)], [(0.0, 3.0), (5, 3), (9, 1), (11, 1.0)], [(0.0, 4.0), (5, 1), (7, 3), (11, 1.0)], [(0.0, 5.0), (8, 2), (11, 1.0)], [(0.0, 2.0), (3, 1), (5, 1), (7, 3), (11, 1.0)], [(0.0, 5.0)], [(0.0, 7.0), (10, 1)], [(0.0, 6.0), (9, 1)], [(0.0, 3.0), (4, 3)], [(0.0, 12.0)]]","[[12.0], [2.0], [2.0], [2.0], [2.0], [3.0, 3, 1, 1.0], [4.0, 1, 3, 1.0], [5.0, 2, 1.0], [2.0, 1, 1, 3, 1.0], [5.0], [7.0, 1], [6.0, 1], [3.0, 3], [12.0]]","[(0, 0.0, 0.0), (1, 10, 0.8333333333333334), (2, 10, 0.8333333333333334), (3, 10, 0.8333333333333334), (4, 10, 0.8333333333333334), (5, 4, 0.3333333333333333), (6, 3, 0.25), (7, 4, 0.3333333333333333), (8, 4, 0.3333333333333333), (9, 7, 0.5833333333333334), (10, 4, 0.3333333333333333), (11, 5, 0.4166666666666667), (12, 6, 0.5), (13, 0.0, 0.0)]","[(1, 10.0, 10.0, 1.0, 0, 10), (2, 10.0, 10.0, 1.0, 0, 10), (3, 10.0, 10.0, 1.0, 0, 10), (4, 10.0, 10.0, 1.0, 0, 10), (5, 4.0, 8.0, 0.5, 3, 11), (6, 3.0, 7.0, 0.42857142857142855, 4, 11), (7, 4.0, 6.0, 0.6666666666666666, 5, 11), (8, 4.0, 9.0, 0.4444444444444444, 2, 11), (9, 7.0, 7.0, 1.0, 5, 12), (10, 4.0, 5.0, 0.8, 7, 12), (11, 5.0, 6.0, 0.8333333333333334, 6, 12), (12, 6.0, 9.0, 0.6666666666666666, 3, 12)]",77,2,9.693000078201294,0.0
95,Experiment 2,6 Layers,1,11.0,"[[(0.0, 11.0)], [(7, 4.0)], [(6, 1), (8, 3.0)], [(6, 5.0)], [(0.0, 3.0), (9, 2.0)], [(0.0, 1.0), (2, 1), (7, 1), (9, 2.0)], [(0.0, 1.0), (9, 2.0)], [(0.0, 6.0), (10, 1.0)], [(0.0, 2.0), (4, 1), (7, 1), (10, 1.0)], [(0.0, 2.0), (3, 1), (6, 2), (10, 1.0)], [(0.0, 3.0)], [(0.0, 4.0)], [(0.0, 4.0)], [(0.0, 11.0)]]","[[11.0], [4.0], [1, 3.0], [5.0], [3.0, 2.0], [1.0, 1, 1, 2.0], [1.0, 2.0], [6.0, 1.0], [2.0, 1, 1, 1.0], [2.0, 1, 2, 1.0], [3.0], [4.0], [4.0], [11.0]]","[(0, 0.0, 0.0), (1, 7, 0.6363636363636364), (2, 7, 0.6363636363636364), (3, 6, 0.5454545454545454), (4, 6, 0.5454545454545454), (5, 6, 0.5454545454545454), (6, 8, 0.7272727272727273), (7, 4, 0.36363636363636365), (8, 6, 0.5454545454545454), (9, 5, 0.45454545454545453), (10, 8, 0.7272727272727273), (11, 7, 0.6363636363636364), (12, 7, 0.6363636363636364), (13, 0.0, 0.0)]","[(1, 7.0, 7.0, 1.0, 0, 7), (2, 7.0, 8.0, 0.875, 0, 8), (3, 6.0, 6.0, 1.0, 0, 6), (4, 6.0, 6.0, 1.0, 3, 9), (5, 6.0, 8.0, 0.75, 1, 9), (6, 8.0, 8.0, 1.0, 1, 9), (7, 4.0, 4.0, 1.0, 6, 10), (8, 6.0, 8.0, 0.75, 2, 10), (9, 5.0, 8.0, 0.625, 2, 10), (10, 8.0, 8.0, 1.0, 3, 11), (11, 7.0, 7.0, 1.0, 4, 11), (12, 7.0, 7.0, 1.0, 4, 11)]",77,2,41.86899995803833,0.0
