,experiment,experiment_version,experiment_index,makespan,downtime_over_makespan,downtime_per_machine,usage,active_usage,total_work_content,status,runtime,gap
0,Experiment 4,3 Layers-Batch Size = 15,0,29.0,"[[(0.0, 29.0)], [(0.0, 29.0)], [(18, 1)], [(28, 1.0)], [(0.0, 29.0)]]","[[29.0], [], [1], [1.0], [29.0]]","[(0, 0.0, 0.0), (1, 29, 1.0), (2, 28, 0.9655172413793104), (3, 28, 0.9655172413793104), (4, 0.0, 0.0)]","[(1, 29.0, 29.0, 1.0, 0, 29), (2, 28.0, 29.0, 0.9655172413793104, 0, 29), (3, 28.0, 28.0, 1.0, 0, 28)]",85,2,2.46399998664856,0.0
1,Experiment 4,3 Layers-Batch Size = 30,0,57.0,"[[(0.0, 57.0)], [(0.0, 57.0)], [(0.0, 57.0)], [(0.0, 57.0)], [(0.0, 57.0)]]","[[57.0], [], [], [], [57.0]]","[(0, 0.0, 0.0), (1, 57, 1.0), (2, 57, 1.0), (3, 57, 1.0), (4, 0.0, 0.0)]","[(1, 57.0, 57.0, 1.0, 0, 57), (2, 57.0, 57.0, 1.0, 0, 57), (3, 57.0, 57.0, 1.0, 0, 57)]",171,2,93.7960000038147,0.0
2,Experiment 4,3 Layers-Batch Size = 45,0,83.0,"[[(0.0, 83.0)], [(0.0, 83.0)], [(82, 1.0)], [(0.0, 83.0)], [(0.0, 83.0)]]","[[83.0], [], [1.0], [], [83.0]]","[(0, 0.0, 0.0), (1, 83, 1.0), (2, 82, 0.9879518072289156), (3, 83, 1.0), (4, 0.0, 0.0)]","[(1, 83.0, 83.0, 1.0, 0, 83), (2, 82.0, 82.0, 1.0, 0, 82), (3, 83.0, 83.0, 1.0, 0, 83)]",248,2,822.0710000991821,0.0
3,Experiment 4,4 Layers-Batch Size = 15,0,17.0,"[[(0.0, 17.0)], [(14, 3.0)], [(15, 2.0)], [(15, 2.0)], [(0.0, 4.0)], [(0.0, 6.0), (8, 1), (11, 1), (14, 1)], [(0.0, 3.0), (5, 1), (8, 1)], [(0.0, 17.0)]]","[[17.0], [3.0], [2.0], [2.0], [4.0], [6.0, 1, 1, 1], [3.0, 1, 1], [17.0]]","[(0, 0.0, 0.0), (1, 14, 0.8235294117647058), (2, 15, 0.8823529411764706), (3, 15, 0.8823529411764706), (4, 13, 0.7647058823529411), (5, 8, 0.47058823529411764), (6, 12, 0.7058823529411765), (7, 0.0, 0.0)]","[(1, 14.0, 14.0, 1.0, 0, 14), (2, 15.0, 15.0, 1.0, 0, 15), (3, 15.0, 15.0, 1.0, 0, 15), (4, 13.0, 13.0, 1.0, 4, 17), (5, 8.0, 11.0, 0.7272727272727273, 6, 17), (6, 12.0, 14.0, 0.8571428571428571, 3, 17)]",77,2,1.4909999370574951,0.0
4,Experiment 4,4 Layers-Batch Size = 30,0,32.0,"[[(0.0, 32.0)], [(30, 2.0)], [(30, 2.0)], [(22, 1), (30, 2.0)], [(0.0, 3.0), (9, 1)], [(0.0, 6.0), (8, 1), (11, 1)], [(0.0, 3.0), (6, 4), (12, 1), (16, 2)], [(0.0, 32.0)]]","[[32.0], [2.0], [2.0], [1, 2.0], [3.0, 1], [6.0, 1, 1], [3.0, 4, 1, 2], [32.0]]","[(0, 0.0, 0.0), (1, 30, 0.9375), (2, 30, 0.9375), (3, 29, 0.90625), (4, 28, 0.875), (5, 24, 0.75), (6, 22, 0.6875), (7, 0.0, 0.0)]","[(1, 30.0, 30.0, 1.0, 0, 30), (2, 30.0, 30.0, 1.0, 0, 30), (3, 29.0, 30.0, 0.9666666666666667, 0, 30), (4, 28.0, 29.0, 0.9655172413793104, 3, 32), (5, 24.0, 26.0, 0.9230769230769231, 6, 32), (6, 22.0, 29.0, 0.7586206896551724, 3, 32)]",163,2,36.95599985122681,0.0
5,Experiment 4,4 Layers-Batch Size = 45,0,44.0,"[[(0.0, 44.0)], [(38, 1), (41, 3.0)], [(38, 6.0)], [(12, 1), (22, 1), (39, 5.0)], [(0.0, 2.0)], [(0.0, 8.0), (26, 1), (43, 1.0)], [(0.0, 2.0)], [(0.0, 44.0)]]","[[44.0], [1, 3.0], [6.0], [1, 1, 5.0], [2.0], [8.0, 1, 1.0], [2.0], [44.0]]","[(0, 0.0, 0.0), (1, 40, 0.9090909090909091), (2, 38, 0.8636363636363636), (3, 37, 0.8409090909090909), (4, 42, 0.9545454545454546), (5, 34, 0.7727272727272727), (6, 42, 0.9545454545454546), (7, 0.0, 0.0)]","[(1, 40.0, 41.0, 0.975609756097561, 0, 41), (2, 38.0, 38.0, 1.0, 0, 38), (3, 37.0, 39.0, 0.9487179487179487, 0, 39), (4, 42.0, 42.0, 1.0, 2, 44), (5, 34.0, 35.0, 0.9714285714285714, 8, 43), (6, 42.0, 42.0, 1.0, 2, 44)]",233,2,155.35199999809265,0.0
6,Experiment 4,5 Layers-Batch Size = 15,0,26.0,"[[(0.0, 26.0)], [(24, 2.0)], [(20, 6.0)], [(3, 2), (13, 13.0)], [(0.0, 13.0), (14, 5), (22, 2), (25, 1.0)], [(0.0, 6.0), (7, 3), (11, 1), (14, 1), (16, 1), (18, 2), (21, 5.0)], [(0.0, 3.0), (4, 4), (10, 3), (14, 12.0)], [(0.0, 13.0), (14, 6), (23, 2)], [(0.0, 12.0), (13, 3), (19, 2), (23, 1), (25, 1.0)], [(0.0, 4.0), (5, 6), (12, 3), (16, 10.0)], [(0.0, 26.0)]]","[[26.0], [2.0], [6.0], [2, 13.0], [13.0, 5, 2, 1.0], [6.0, 3, 1, 1, 1, 2, 5.0], [3.0, 4, 3, 12.0], [13.0, 6, 2], [12.0, 3, 2, 1, 1.0], [4.0, 6, 3, 10.0], [26.0]]","[(0, 0.0, 0.0), (1, 24, 0.9230769230769231), (2, 20, 0.7692307692307693), (3, 11, 0.4230769230769231), (4, 5, 0.19230769230769232), (5, 7, 0.2692307692307692), (6, 4, 0.15384615384615385), (7, 5, 0.19230769230769232), (8, 7, 0.2692307692307692), (9, 3, 0.11538461538461539), (10, 0.0, 0.0)]","[(1, 24.0, 24.0, 1.0, 0, 24), (2, 20.0, 20.0, 1.0, 0, 20), (3, 11.0, 13.0, 0.8461538461538461, 0, 13), (4, 5.0, 12.0, 0.4166666666666667, 13, 25), (5, 7.0, 15.0, 0.4666666666666667, 6, 21), (6, 4.0, 11.0, 0.36363636363636365, 3, 14), (7, 5.0, 13.0, 0.38461538461538464, 13, 26), (8, 7.0, 13.0, 0.5384615384615384, 12, 25), (9, 3.0, 12.0, 0.25, 4, 16)]",86,2,1.243000030517578,0.0
7,Experiment 4,5 Layers-Batch Size = 30,0,33.0,"[[(0.0, 33.0)], [(30, 3.0)], [(31, 2.0)], [(31, 2.0)], [(0.0, 7.0), (8, 4), (14, 6), (23, 1), (25, 2), (32, 1.0)], [(0.0, 13.0), (14, 1), (16, 1), (19, 2), (22, 3), (26, 1), (29, 1), (32, 1.0)], [(0.0, 7.0), (15, 2), (20, 3), (24, 1), (31, 2.0)], [(0.0, 14.0), (16, 5), (22, 2), (27, 1)], [(0.0, 16.0), (17, 2), (20, 1), (22, 2), (25, 1), (29, 1)], [(0.0, 11.0), (12, 3), (16, 10)], [(0.0, 33.0)]]","[[33.0], [3.0], [2.0], [2.0], [7.0, 4, 6, 1, 2, 1.0], [13.0, 1, 1, 2, 3, 1, 1, 1.0], [7.0, 2, 3, 1, 2.0], [14.0, 5, 2, 1], [16.0, 2, 1, 2, 1, 1], [11.0, 3, 10], [33.0]]","[(0, 0.0, 0.0), (1, 30, 0.9090909090909091), (2, 31, 0.9393939393939394), (3, 31, 0.9393939393939394), (4, 12, 0.36363636363636365), (5, 10, 0.30303030303030304), (6, 18, 0.5454545454545454), (7, 11, 0.3333333333333333), (8, 10, 0.30303030303030304), (9, 9, 0.2727272727272727), (10, 0.0, 0.0)]","[(1, 30.0, 30.0, 1.0, 0, 30), (2, 31.0, 31.0, 1.0, 0, 31), (3, 31.0, 31.0, 1.0, 0, 31), (4, 12.0, 25.0, 0.48, 7, 32), (5, 10.0, 19.0, 0.5263157894736842, 13, 32), (6, 18.0, 24.0, 0.75, 7, 31), (7, 11.0, 19.0, 0.5789473684210527, 14, 33), (8, 10.0, 17.0, 0.5882352941176471, 16, 33), (9, 9.0, 22.0, 0.4090909090909091, 11, 33)]",162,2,33.42300009727478,0.0
8,Experiment 4,5 Layers-Batch Size = 45,0,53.0,"[[(0.0, 53.0)], [(50, 3.0)], [(51, 2.0)], [(50, 3.0)], [(0.0, 5.0), (6, 5), (12, 1), (14, 1), (16, 2), (20, 5), (26, 2), (30, 1), (32, 1), (37, 1), (39, 5), (46, 1), (48, 2), (52, 1.0)], [(0.0, 12.0), (13, 4), (19, 2), (22, 6), (29, 3), (33, 1), (36, 1), (39, 4), (45, 1), (48, 1), (52, 1.0)], [(0.0, 9.0), (10, 7), (20, 11), (32, 1), (36, 1), (39, 4), (44, 2), (51, 2.0)], [(0.0, 26.0), (27, 1), (29, 7), (37, 2), (42, 4)], [(0.0, 10.0), (11, 4), (16, 6), (23, 6), (30, 3), (34, 1), (36, 1), (39, 1), (41, 2), (44, 2)], [(0.0, 19.0), (20, 2), (23, 7), (31, 5), (37, 1), (40, 1), (42, 2), (47, 1)], [(0.0, 53.0)]]","[[53.0], [3.0], [2.0], [3.0], [5.0, 5, 1, 1, 2, 5, 2, 1, 1, 1, 5, 1, 2, 1.0], [12.0, 4, 2, 6, 3, 1, 1, 4, 1, 1, 1.0], [9.0, 7, 11, 1, 1, 4, 2, 2.0], [26.0, 1, 7, 2, 4], [10.0, 4, 6, 6, 3, 1, 1, 1, 2, 2], [19.0, 2, 7, 5, 1, 1, 2, 1], [53.0]]","[(0, 0.0, 0.0), (1, 50, 0.9433962264150944), (2, 51, 0.9622641509433962), (3, 50, 0.9433962264150944), (4, 20, 0.37735849056603776), (5, 17, 0.32075471698113206), (6, 16, 0.3018867924528302), (7, 13, 0.24528301886792453), (8, 17, 0.32075471698113206), (9, 15, 0.2830188679245283), (10, 0.0, 0.0)]","[(1, 50.0, 50.0, 1.0, 0, 50), (2, 51.0, 51.0, 1.0, 0, 51), (3, 50.0, 50.0, 1.0, 0, 50), (4, 20.0, 47.0, 0.425531914893617, 5, 52), (5, 17.0, 40.0, 0.425, 12, 52), (6, 16.0, 42.0, 0.38095238095238093, 9, 51), (7, 13.0, 27.0, 0.48148148148148145, 26, 53), (8, 17.0, 43.0, 0.3953488372093023, 10, 53), (9, 15.0, 34.0, 0.4411764705882353, 19, 53)]",249,2,108.69900012016296,0.0
9,Experiment 4,6 Layers-Batch Size = 15,0,13.0,"[[(0.0, 13.0)], [(7, 6.0)], [(3, 1), (5, 8.0)], [(4, 9.0)], [(0.0, 1.0), (11, 2.0)], [(0.0, 2.0), (11, 2.0)], [(0.0, 1.0), (10, 3.0)], [(0.0, 2.0), (10, 1), (12, 1.0)], [(0.0, 4.0), (5, 1), (7, 1), (12, 1.0)], [(0.0, 3.0), (9, 1), (12, 1.0)], [(0.0, 6.0)], [(0.0, 8.0), (9, 1)], [(0.0, 7.0), (8, 2)], [(0.0, 13.0)]]","[[13.0], [6.0], [1, 8.0], [9.0], [1.0, 2.0], [2.0, 2.0], [1.0, 3.0], [2.0, 1, 1.0], [4.0, 1, 1, 1.0], [3.0, 1, 1.0], [6.0], [8.0, 1], [7.0, 2], [13.0]]","[(0, 0.0, 0.0), (1, 7, 0.5384615384615384), (2, 4, 0.3076923076923077), (3, 4, 0.3076923076923077), (4, 10, 0.7692307692307693), (5, 9, 0.6923076923076923), (6, 9, 0.6923076923076923), (7, 9, 0.6923076923076923), (8, 6, 0.46153846153846156), (9, 8, 0.6153846153846154), (10, 7, 0.5384615384615384), (11, 4, 0.3076923076923077), (12, 4, 0.3076923076923077), (13, 0.0, 0.0)]","[(1, 7.0, 7.0, 1.0, 0, 7), (2, 4.0, 5.0, 0.8, 0, 5), (3, 4.0, 4.0, 1.0, 0, 4), (4, 10.0, 10.0, 1.0, 1, 11), (5, 9.0, 9.0, 1.0, 2, 11), (6, 9.0, 9.0, 1.0, 1, 10), (7, 9.0, 10.0, 0.9, 2, 12), (8, 6.0, 8.0, 0.75, 4, 12), (9, 8.0, 9.0, 0.8888888888888888, 3, 12), (10, 7.0, 7.0, 1.0, 6, 13), (11, 4.0, 5.0, 0.8, 8, 13), (12, 4.0, 6.0, 0.6666666666666666, 7, 13)]",81,2,3.184000015258789,0.0
10,Experiment 4,6 Layers-Batch Size = 30,0,25.0,"[[(0.0, 25.0)], [(9, 1), (11, 1), (13, 12.0)], [(4, 4), (9, 1), (11, 14.0)], [(9, 1), (12, 3), (16, 1), (18, 7.0)], [(0.0, 1.0), (3, 1), (12, 1), (16, 3), (20, 5.0)], [(0.0, 1.0), (11, 2), (15, 10.0)], [(0.0, 1.0), (3, 1), (6, 1), (9, 1), (18, 2), (21, 4.0)], [(0.0, 2.0), (24, 1.0)], [(0.0, 8.0), (11, 1), (13, 1), (15, 1), (17, 2), (21, 4.0)], [(0.0, 2.0), (24, 1.0)], [(0.0, 7.0), (8, 3), (12, 1), (14, 1), (21, 1), (23, 1)], [(0.0, 10.0), (12, 3), (16, 1), (18, 2), (22, 3.0)], [(0.0, 6.0), (7, 2), (10, 2), (15, 1), (17, 1)], [(0.0, 25.0)]]","[[25.0], [1, 1, 12.0], [4, 1, 14.0], [1, 3, 1, 7.0], [1.0, 1, 1, 3, 5.0], [1.0, 2, 10.0], [1.0, 1, 1, 1, 2, 4.0], [2.0, 1.0], [8.0, 1, 1, 1, 2, 4.0], [2.0, 1.0], [7.0, 3, 1, 1, 1, 1], [10.0, 3, 1, 2, 3.0], [6.0, 2, 2, 1, 1], [25.0]]","[(0, 0.0, 0.0), (1, 11, 0.44), (2, 6, 0.24), (3, 13, 0.52), (4, 14, 0.56), (5, 12, 0.48), (6, 15, 0.6), (7, 22, 0.88), (8, 8, 0.32), (9, 22, 0.88), (10, 11, 0.44), (11, 6, 0.24), (12, 13, 0.52), (13, 0.0, 0.0)]","[(1, 11.0, 13.0, 0.8461538461538461, 0, 13), (2, 6.0, 11.0, 0.5454545454545454, 0, 11), (3, 13.0, 18.0, 0.7222222222222222, 0, 18), (4, 14.0, 19.0, 0.7368421052631579, 1, 20), (5, 12.0, 14.0, 0.8571428571428571, 1, 15), (6, 15.0, 20.0, 0.75, 1, 21), (7, 22.0, 22.0, 1.0, 2, 24), (8, 8.0, 13.0, 0.6153846153846154, 8, 21), (9, 22.0, 22.0, 1.0, 2, 24), (10, 11.0, 18.0, 0.6111111111111112, 7, 25), (11, 6.0, 12.0, 0.5, 10, 22), (12, 13.0, 19.0, 0.6842105263157895, 6, 25)]",153,2,13.365000009536743,0.0
11,Experiment 4,6 Layers-Batch Size = 45,0,40.0,"[[(0.0, 40.0)], [(8, 1), (15, 1), (18, 4), (23, 1), (25, 15.0)], [(11, 1), (16, 19), (36, 4.0)], [(9, 1), (12, 28.0)], [(0.0, 1.0), (37, 3.0)], [(0.0, 1.0), (34, 1), (38, 2.0)], [(0.0, 1.0), (38, 2.0)], [(0.0, 3.0), (7, 2), (12, 1), (17, 1), (19, 1), (21, 4), (26, 3), (31, 1), (35, 2), (39, 1.0)], [(0.0, 6.0), (8, 3), (13, 7), (21, 2), (27, 1), (36, 2), (39, 1.0)], [(0.0, 16.0), (17, 3), (21, 2), (24, 2), (27, 2), (32, 1), (37, 3.0)], [(0.0, 13.0), (14, 6), (21, 2), (24, 2), (28, 1), (31, 1)], [(0.0, 9.0), (10, 3), (14, 3), (18, 1), (20, 2), (26, 1), (29, 1)], [(0.0, 7.0), (8, 19), (28, 3), (38, 1)], [(0.0, 40.0)]]","[[40.0], [1, 1, 4, 1, 15.0], [1, 19, 4.0], [1, 28.0], [1.0, 3.0], [1.0, 1, 2.0], [1.0, 2.0], [3.0, 2, 1, 1, 1, 4, 3, 1, 2, 1.0], [6.0, 3, 7, 2, 1, 2, 1.0], [16.0, 3, 2, 2, 2, 1, 3.0], [13.0, 6, 2, 2, 1, 1], [9.0, 3, 3, 1, 2, 1, 1], [7.0, 19, 3, 1], [40.0]]","[(0, 0.0, 0.0), (1, 18, 0.45), (2, 16, 0.4), (3, 11, 0.275), (4, 36, 0.9), (5, 36, 0.9), (6, 37, 0.925), (7, 21, 0.525), (8, 18, 0.45), (9, 11, 0.275), (10, 15, 0.375), (11, 20, 0.5), (12, 10, 0.25), (13, 0.0, 0.0)]","[(1, 18.0, 25.0, 0.72, 0, 25), (2, 16.0, 36.0, 0.4444444444444444, 0, 36), (3, 11.0, 12.0, 0.9166666666666666, 0, 12), (4, 36.0, 36.0, 1.0, 1, 37), (5, 36.0, 37.0, 0.972972972972973, 1, 38), (6, 37.0, 37.0, 1.0, 1, 38), (7, 21.0, 36.0, 0.5833333333333334, 3, 39), (8, 18.0, 33.0, 0.5454545454545454, 6, 39), (9, 11.0, 21.0, 0.5238095238095238, 16, 37), (10, 15.0, 27.0, 0.5555555555555556, 13, 40), (11, 20.0, 31.0, 0.6451612903225806, 9, 40), (12, 10.0, 33.0, 0.30303030303030304, 7, 40)]",249,2,119.27500009536745,0.0
12,Experiment 4,3 Layers-Batch Size = 15,1,24.0,"[[(0.0, 24.0)], [(5, 1)], [(0.0, 24.0)], [(10, 1)], [(0.0, 24.0)]]","[[24.0], [1], [], [1], [24.0]]","[(0, 0.0, 0.0), (1, 23, 0.9583333333333334), (2, 24, 1.0), (3, 23, 0.9583333333333334), (4, 0.0, 0.0)]","[(1, 23.0, 24.0, 0.9583333333333334, 0, 24), (2, 24.0, 24.0, 1.0, 0, 24), (3, 23.0, 24.0, 0.9583333333333334, 0, 24)]",70,2,2.5439999103546143,0.0
13,Experiment 4,3 Layers-Batch Size = 30,1,46.0,"[[(0.0, 46.0)], [(14, 1)], [(0.0, 46.0)], [(0.0, 46.0)], [(0.0, 46.0)]]","[[46.0], [1], [], [], [46.0]]","[(0, 0.0, 0.0), (1, 45, 0.9782608695652174), (2, 46, 1.0), (3, 46, 1.0), (4, 0.0, 0.0)]","[(1, 45.0, 46.0, 0.9782608695652174, 0, 46), (2, 46.0, 46.0, 1.0, 0, 46), (3, 46.0, 46.0, 1.0, 0, 46)]",137,2,176.39600014686584,0.0
14,Experiment 4,3 Layers-Batch Size = 45,1,73.0,"[[(0.0, 73.0)], [(0.0, 73.0)], [(0.0, 73.0)], [(0.0, 73.0)], [(0.0, 73.0)]]","[[73.0], [], [], [], [73.0]]","[(0, 0.0, 0.0), (1, 73, 1.0), (2, 73, 1.0), (3, 73, 1.0), (4, 0.0, 0.0)]","[(1, 73.0, 73.0, 1.0, 0, 73), (2, 73.0, 73.0, 1.0, 0, 73), (3, 73.0, 73.0, 1.0, 0, 73)]",219,2,401.0160000324249,0.0
15,Experiment 4,4 Layers-Batch Size = 15,1,22.0,"[[(0.0, 22.0)], [(20, 2.0)], [(10, 12.0)], [(20, 2.0)], [(0.0, 6.0), (8, 1), (18, 2)], [(0.0, 4.0), (7, 1), (11, 1), (15, 7.0)], [(0.0, 8.0), (12, 1), (15, 1)], [(0.0, 22.0)]]","[[22.0], [2.0], [12.0], [2.0], [6.0, 1, 2], [4.0, 1, 1, 7.0], [8.0, 1, 1], [22.0]]","[(0, 0.0, 0.0), (1, 20, 0.9090909090909091), (2, 10, 0.45454545454545453), (3, 20, 0.9090909090909091), (4, 13, 0.5909090909090909), (5, 9, 0.4090909090909091), (6, 12, 0.5454545454545454), (7, 0.0, 0.0)]","[(1, 20.0, 20.0, 1.0, 0, 20), (2, 10.0, 10.0, 1.0, 0, 10), (3, 20.0, 20.0, 1.0, 0, 20), (4, 13.0, 16.0, 0.8125, 6, 22), (5, 9.0, 11.0, 0.8181818181818182, 4, 15), (6, 12.0, 14.0, 0.8571428571428571, 8, 22)]",84,2,0.6979999542236328,0.0
16,Experiment 4,4 Layers-Batch Size = 30,1,30.0,"[[(0.0, 30.0)], [(28, 2.0)], [(22, 1), (27, 3.0)], [(28, 2.0)], [(0.0, 4.0)], [(0.0, 2.0), (5, 1), (9, 1), (17, 1), (21, 1)], [(0.0, 5.0), (9, 1), (18, 1), (23, 1)], [(0.0, 30.0)]]","[[30.0], [2.0], [1, 3.0], [2.0], [4.0], [2.0, 1, 1, 1, 1], [5.0, 1, 1, 1], [30.0]]","[(0, 0.0, 0.0), (1, 28, 0.9333333333333333), (2, 26, 0.8666666666666667), (3, 28, 0.9333333333333333), (4, 26, 0.8666666666666667), (5, 24, 0.8), (6, 22, 0.7333333333333333), (7, 0.0, 0.0)]","[(1, 28.0, 28.0, 1.0, 0, 28), (2, 26.0, 27.0, 0.9629629629629629, 0, 27), (3, 28.0, 28.0, 1.0, 0, 28), (4, 26.0, 26.0, 1.0, 4, 30), (5, 24.0, 28.0, 0.8571428571428571, 2, 30), (6, 22.0, 25.0, 0.88, 5, 30)]",154,2,26.365000009536743,0.0
17,Experiment 4,4 Layers-Batch Size = 45,1,50.0,"[[(0.0, 50.0)], [(48, 2.0)], [(34, 1), (41, 1), (44, 6.0)], [(48, 2.0)], [(0.0, 10.0), (16, 2), (27, 1), (30, 3), (37, 1), (42, 2)], [(0.0, 6.0), (8, 5), (16, 2), (20, 1), (23, 2), (27, 1), (31, 2), (42, 1)], [(0.0, 5.0), (7, 1), (10, 2), (18, 1), (21, 1), (28, 1), (35, 1), (38, 1), (47, 1)], [(0.0, 50.0)]]","[[50.0], [2.0], [1, 1, 6.0], [2.0], [10.0, 2, 1, 3, 1, 2], [6.0, 5, 2, 1, 2, 1, 2, 1], [5.0, 1, 2, 1, 1, 1, 1, 1, 1], [50.0]]","[(0, 0.0, 0.0), (1, 48, 0.96), (2, 42, 0.84), (3, 48, 0.96), (4, 31, 0.62), (5, 30, 0.6), (6, 36, 0.72), (7, 0.0, 0.0)]","[(1, 48.0, 48.0, 1.0, 0, 48), (2, 42.0, 44.0, 0.9545454545454546, 0, 44), (3, 48.0, 48.0, 1.0, 0, 48), (4, 31.0, 40.0, 0.775, 10, 50), (5, 30.0, 44.0, 0.6818181818181818, 6, 50), (6, 36.0, 45.0, 0.8, 5, 50)]",235,2,54.3529999256134,0.0
18,Experiment 4,5 Layers-Batch Size = 15,1,14.0,"[[(0.0, 14.0)], [(10, 4.0)], [(12, 2.0)], [(8, 1), (11, 3.0)], [(0.0, 3.0), (4, 2), (8, 6.0)], [(0.0, 2.0), (5, 1), (11, 3.0)], [(0.0, 9.0), (13, 1.0)], [(0.0, 4.0), (6, 1), (13, 1.0)], [(0.0, 3.0), (5, 2), (12, 1)], [(0.0, 5.0), (6, 2), (9, 1), (11, 1)], [(0.0, 14.0)]]","[[14.0], [4.0], [2.0], [1, 3.0], [3.0, 2, 6.0], [2.0, 1, 3.0], [9.0, 1.0], [4.0, 1, 1.0], [3.0, 2, 1], [5.0, 2, 1, 1], [14.0]]","[(0, 0.0, 0.0), (1, 10, 0.7142857142857143), (2, 12, 0.8571428571428571), (3, 10, 0.7142857142857143), (4, 3, 0.21428571428571427), (5, 8, 0.5714285714285714), (6, 4, 0.2857142857142857), (7, 8, 0.5714285714285714), (8, 8, 0.5714285714285714), (9, 5, 0.35714285714285715), (10, 0.0, 0.0)]","[(1, 10.0, 10.0, 1.0, 0, 10), (2, 12.0, 12.0, 1.0, 0, 12), (3, 10.0, 11.0, 0.9090909090909091, 0, 11), (4, 3.0, 5.0, 0.6, 3, 8), (5, 8.0, 9.0, 0.8888888888888888, 2, 11), (6, 4.0, 4.0, 1.0, 9, 13), (7, 8.0, 9.0, 0.8888888888888888, 4, 13), (8, 8.0, 11.0, 0.7272727272727273, 3, 14), (9, 5.0, 9.0, 0.5555555555555556, 5, 14)]",68,2,1.631999969482422,0.0
19,Experiment 4,5 Layers-Batch Size = 30,1,26.0,"[[(0.0, 26.0)], [(12, 1), (23, 3.0)], [(24, 2.0)], [(22, 4.0)], [(0.0, 8.0), (9, 1), (11, 1), (13, 5), (22, 1), (24, 2.0)], [(0.0, 6.0), (14, 1), (16, 1), (18, 4), (23, 3.0)], [(0.0, 2.0), (4, 2), (7, 1), (9, 3), (13, 1), (15, 1), (18, 2), (21, 1), (23, 1), (25, 1.0)], [(0.0, 10.0), (12, 1), (15, 7), (23, 1)], [(0.0, 5.0), (6, 3), (10, 1), (15, 1), (19, 1), (22, 1)], [(0.0, 8.0), (11, 1), (15, 2)], [(0.0, 26.0)]]","[[26.0], [1, 3.0], [2.0], [4.0], [8.0, 1, 1, 5, 1, 2.0], [6.0, 1, 1, 4, 3.0], [2.0, 2, 1, 3, 1, 1, 2, 1, 1, 1.0], [10.0, 1, 7, 1], [5.0, 3, 1, 1, 1, 1], [8.0, 1, 2], [26.0]]","[(0, 0.0, 0.0), (1, 22, 0.8461538461538461), (2, 24, 0.9230769230769231), (3, 22, 0.8461538461538461), (4, 8, 0.3076923076923077), (5, 11, 0.4230769230769231), (6, 11, 0.4230769230769231), (7, 7, 0.2692307692307692), (8, 14, 0.5384615384615384), (9, 15, 0.5769230769230769), (10, 0.0, 0.0)]","[(1, 22.0, 23.0, 0.9565217391304348, 0, 23), (2, 24.0, 24.0, 1.0, 0, 24), (3, 22.0, 22.0, 1.0, 0, 22), (4, 8.0, 16.0, 0.5, 8, 24), (5, 11.0, 17.0, 0.6470588235294118, 6, 23), (6, 11.0, 23.0, 0.4782608695652174, 2, 25), (7, 7.0, 16.0, 0.4375, 10, 26), (8, 14.0, 21.0, 0.6666666666666666, 5, 26), (9, 15.0, 18.0, 0.8333333333333334, 8, 26)]",134,2,25.628000020980835,0.0
20,Experiment 4,5 Layers-Batch Size = 45,1,40.0,"[[(0.0, 40.0)], [(38, 2.0)], [(38, 2.0)], [(24, 1), (35, 5.0)], [(0.0, 7.0), (8, 8), (17, 1), (19, 4), (26, 1), (28, 3), (33, 2), (36, 2), (39, 1.0)], [(0.0, 8.0), (10, 9), (20, 1), (25, 1), (28, 2), (31, 1), (33, 1), (35, 2), (39, 1.0)], [(0.0, 3.0), (4, 2), (7, 5), (16, 2), (23, 1), (26, 3), (31, 1), (34, 1), (38, 2.0)], [(0.0, 16.0), (20, 3), (25, 1), (34, 1)], [(0.0, 9.0), (11, 9), (25, 1), (27, 1)], [(0.0, 12.0), (13, 5), (19, 4), (26, 1)], [(0.0, 40.0)]]","[[40.0], [2.0], [2.0], [1, 5.0], [7.0, 8, 1, 4, 1, 3, 2, 2, 1.0], [8.0, 9, 1, 1, 2, 1, 1, 2, 1.0], [3.0, 2, 5, 2, 1, 3, 1, 1, 2.0], [16.0, 3, 1, 1], [9.0, 9, 1, 1], [12.0, 5, 4, 1], [40.0]]","[(0, 0.0, 0.0), (1, 38, 0.95), (2, 38, 0.95), (3, 34, 0.85), (4, 11, 0.275), (5, 14, 0.35), (6, 20, 0.5), (7, 19, 0.475), (8, 20, 0.5), (9, 18, 0.45), (10, 0.0, 0.0)]","[(1, 38.0, 38.0, 1.0, 0, 38), (2, 38.0, 38.0, 1.0, 0, 38), (3, 34.0, 35.0, 0.9714285714285714, 0, 35), (4, 11.0, 32.0, 0.34375, 7, 39), (5, 14.0, 31.0, 0.45161290322580644, 8, 39), (6, 20.0, 35.0, 0.5714285714285714, 3, 38), (7, 19.0, 24.0, 0.7916666666666666, 16, 40), (8, 20.0, 31.0, 0.6451612903225806, 9, 40), (9, 18.0, 28.0, 0.6428571428571429, 12, 40)]",212,2,83.4909999370575,0.0
