,experiment,experiment_version,experiment_index,makespan,downtime_over_makespan,downtime_per_machine,usage,active_usage,total_work_content,status,runtime,gap
209,Experiment 4,4 Layers-Batch Size = 45,17,62.0,"[[(0.0, 62.0)], [(8, 1), (17, 2), (25, 2), (29, 4), (35, 1), (38, 4), (44, 18.0)], [(14, 1), (22, 3), (33, 3), (40, 8), (50, 12.0)], [(18, 1), (22, 1), (29, 1), (32, 3), (41, 2), (45, 17.0)], [(0.0, 2.0)], [(0.0, 2.0)], [(0.0, 2.0)], [(0.0, 62.0)]]","[[62.0], [1, 2, 2, 4, 1, 4, 18.0], [1, 3, 3, 8, 12.0], [1, 1, 1, 3, 2, 17.0], [2.0], [2.0], [2.0], [62.0]]","[(0, 0.0, 0.0), (1, 30, 0.4838709677419355), (2, 35, 0.5645161290322581), (3, 37, 0.5967741935483871), (4, 60, 0.967741935483871), (5, 60, 0.967741935483871), (6, 60, 0.967741935483871), (7, 0.0, 0.0)]","[(1, 30.0, 44.0, 0.6818181818181818, 0, 44), (2, 35.0, 50.0, 0.7, 0, 50), (3, 37.0, 45.0, 0.8222222222222222, 0, 45), (4, 60.0, 60.0, 1.0, 2, 62), (5, 60.0, 60.0, 1.0, 2, 62), (6, 60.0, 60.0, 1.0, 2, 62)]",282,2,35.05200004577637,0.0
210,Experiment 4,5 Layers-Batch Size = 15,17,22.0,"[[(0.0, 22.0)], [(6, 16.0)], [(18, 4.0)], [(18, 4.0)], [(0.0, 3.0), (10, 12.0)], [(0.0, 5.0), (7, 1), (14, 1), (17, 1), (20, 2.0)], [(0.0, 3.0), (5, 2), (11, 2), (17, 1), (20, 2.0)], [(0.0, 10.0), (13, 2), (16, 6.0)], [(0.0, 5.0), (8, 1), (19, 1)], [(0.0, 9.0), (13, 2), (17, 1)], [(0.0, 22.0)]]","[[22.0], [16.0], [4.0], [4.0], [3.0, 12.0], [5.0, 1, 1, 1, 2.0], [3.0, 2, 2, 1, 2.0], [10.0, 2, 6.0], [5.0, 1, 1], [9.0, 2, 1], [22.0]]","[(0, 0.0, 0.0), (1, 6, 0.2727272727272727), (2, 18, 0.8181818181818182), (3, 18, 0.8181818181818182), (4, 7, 0.3181818181818182), (5, 12, 0.5454545454545454), (6, 12, 0.5454545454545454), (7, 4, 0.18181818181818182), (8, 15, 0.6818181818181818), (9, 10, 0.45454545454545453), (10, 0.0, 0.0)]","[(1, 6.0, 6.0, 1.0, 0, 6), (2, 18.0, 18.0, 1.0, 0, 18), (3, 18.0, 18.0, 1.0, 0, 18), (4, 7.0, 7.0, 1.0, 3, 10), (5, 12.0, 15.0, 0.8, 5, 20), (6, 12.0, 17.0, 0.7058823529411765, 3, 20), (7, 4.0, 6.0, 0.6666666666666666, 10, 16), (8, 15.0, 17.0, 0.8823529411764706, 5, 22), (9, 10.0, 13.0, 0.7692307692307693, 9, 22)]",102,2,2.8459999561309814,0.0
211,Experiment 4,5 Layers-Batch Size = 30,17,27.0,"[[(0.0, 27.0)], [(22, 5.0)], [(23, 4.0)], [(23, 4.0)], [(0.0, 2.0), (3, 1), (7, 1), (9, 1), (24, 3.0)], [(0.0, 3.0), (5, 2), (10, 1), (13, 2), (26, 1.0)], [(0.0, 2.0), (3, 1), (5, 1), (7, 1), (11, 1), (15, 1), (18, 1), (25, 2.0)], [(0.0, 4.0)], [(0.0, 6.0), (9, 1)], [(0.0, 3.0), (20, 1)], [(0.0, 27.0)]]","[[27.0], [5.0], [4.0], [4.0], [2.0, 1, 1, 1, 3.0], [3.0, 2, 1, 2, 1.0], [2.0, 1, 1, 1, 1, 1, 1, 2.0], [4.0], [6.0, 1], [3.0, 1], [27.0]]","[(0, 0.0, 0.0), (1, 22, 0.8148148148148148), (2, 23, 0.8518518518518519), (3, 23, 0.8518518518518519), (4, 19, 0.7037037037037037), (5, 18, 0.6666666666666666), (6, 17, 0.6296296296296297), (7, 23, 0.8518518518518519), (8, 20, 0.7407407407407407), (9, 23, 0.8518518518518519), (10, 0.0, 0.0)]","[(1, 22.0, 22.0, 1.0, 0, 22), (2, 23.0, 23.0, 1.0, 0, 23), (3, 23.0, 23.0, 1.0, 0, 23), (4, 19.0, 22.0, 0.8636363636363636, 2, 24), (5, 18.0, 23.0, 0.782608695652174, 3, 26), (6, 17.0, 23.0, 0.7391304347826086, 2, 25), (7, 23.0, 23.0, 1.0, 4, 27), (8, 20.0, 21.0, 0.9523809523809523, 6, 27), (9, 23.0, 24.0, 0.9583333333333334, 3, 27)]",188,2,191.42599987983704,0.0
212,Experiment 4,5 Layers-Batch Size = 45,17,58.0,"[[(0.0, 58.0)], [(14, 2), (20, 1), (23, 35.0)], [(51, 7.0)], [(54, 4.0)], [(0.0, 7.0), (8, 1), (10, 4), (18, 4), (23, 2), (26, 1), (29, 29.0)], [(0.0, 9.0), (15, 3), (20, 2), (26, 1), (29, 1), (44, 2), (56, 2.0)], [(0.0, 3.0), (5, 3), (14, 3), (23, 1), (26, 2), (34, 1), (39, 4), (47, 1), (50, 3), (55, 3.0)], [(0.0, 10.0), (16, 2), (22, 1), (29, 1), (33, 9), (45, 13.0)], [(0.0, 13.0), (15, 4), (21, 5), (28, 4)], [(0.0, 5.0), (7, 1), (11, 1), (17, 2), (23, 1), (30, 2), (42, 1), (55, 1)], [(0.0, 58.0)]]","[[58.0], [2, 1, 35.0], [7.0], [4.0], [7.0, 1, 4, 4, 2, 1, 29.0], [9.0, 3, 2, 1, 1, 2, 2.0], [3.0, 3, 3, 1, 2, 1, 4, 1, 3, 3.0], [10.0, 2, 1, 1, 9, 13.0], [13.0, 4, 5, 4], [5.0, 1, 1, 2, 1, 2, 1, 1], [58.0]]","[(0, 0.0, 0.0), (1, 20, 0.3448275862068966), (2, 51, 0.8793103448275862), (3, 54, 0.9310344827586207), (4, 10, 0.1724137931034483), (5, 38, 0.6551724137931034), (6, 34, 0.5862068965517241), (7, 22, 0.3793103448275862), (8, 32, 0.5517241379310345), (9, 44, 0.7586206896551724), (10, 0.0, 0.0)]","[(1, 20.0, 23.0, 0.8695652173913043, 0, 23), (2, 51.0, 51.0, 1.0, 0, 51), (3, 54.0, 54.0, 1.0, 0, 54), (4, 10.0, 22.0, 0.45454545454545453, 7, 29), (5, 38.0, 47.0, 0.8085106382978723, 9, 56), (6, 34.0, 52.0, 0.6538461538461539, 3, 55), (7, 22.0, 35.0, 0.6285714285714286, 10, 45), (8, 32.0, 45.0, 0.7111111111111111, 13, 58), (9, 44.0, 53.0, 0.8301886792452831, 5, 58)]",305,2,140.33399987220764,0.0
213,Experiment 4,6 Layers-Batch Size = 15,17,21.0,"[[(0.0, 21.0)], [(2, 2), (5, 1), (8, 13.0)], [(2, 3), (6, 15.0)], [(7, 14.0)], [(0.0, 1.0), (5, 1), (11, 10.0)], [(0.0, 1.0), (3, 3), (7, 14.0)], [(0.0, 1.0), (2, 1), (4, 2), (8, 13.0)], [(0.0, 2.0), (4, 1), (12, 9.0)], [(0.0, 8.0), (11, 10.0)], [(0.0, 2.0), (3, 1), (11, 10.0)], [(0.0, 3.0)], [(0.0, 7.0), (9, 2), (12, 3), (16, 5.0)], [(0.0, 3.0)], [(0.0, 21.0)]]","[[21.0], [2, 1, 13.0], [3, 15.0], [14.0], [1.0, 1, 10.0], [1.0, 3, 14.0], [1.0, 1, 2, 13.0], [2.0, 1, 9.0], [8.0, 10.0], [2.0, 1, 10.0], [3.0], [7.0, 2, 3, 5.0], [3.0], [21.0]]","[(0, 0.0, 0.0), (1, 5, 0.23809523809523808), (2, 3, 0.14285714285714285), (3, 7, 0.3333333333333333), (4, 9, 0.42857142857142855), (5, 3, 0.14285714285714285), (6, 4, 0.19047619047619047), (7, 9, 0.42857142857142855), (8, 3, 0.14285714285714285), (9, 8, 0.38095238095238093), (10, 18, 0.8571428571428571), (11, 4, 0.19047619047619047), (12, 18, 0.8571428571428571), (13, 0.0, 0.0)]","[(1, 5.0, 8.0, 0.625, 0, 8), (2, 3.0, 6.0, 0.5, 0, 6), (3, 7.0, 7.0, 1.0, 0, 7), (4, 9.0, 10.0, 0.9, 1, 11), (5, 3.0, 6.0, 0.5, 1, 7), (6, 4.0, 7.0, 0.5714285714285714, 1, 8), (7, 9.0, 10.0, 0.9, 2, 12), (8, 3.0, 3.0, 1.0, 8, 11), (9, 8.0, 9.0, 0.8888888888888888, 2, 11), (10, 18.0, 18.0, 1.0, 3, 21), (11, 4.0, 9.0, 0.4444444444444444, 7, 16), (12, 18.0, 18.0, 1.0, 3, 21)]",91,2,0.7630000114440918,0.0
214,Experiment 4,6 Layers-Batch Size = 30,17,36.0,"[[(0.0, 36.0)], [(8, 2), (11, 2), (14, 2), (17, 19.0)], [(4, 1), (6, 1), (8, 28.0)], [(9, 3), (15, 13), (29, 7.0)], [(0.0, 1.0), (4, 1), (10, 1), (15, 6), (22, 14.0)], [(0.0, 1.0), (2, 1), (5, 1), (10, 4), (20, 16.0)], [(0.0, 1.0), (6, 1), (9, 2), (13, 1), (15, 15), (31, 5.0)], [(0.0, 2.0), (3, 2), (7, 1), (9, 1), (11, 1), (13, 2), (16, 2), (19, 3), (24, 12.0)], [(0.0, 2.0), (5, 3), (12, 4), (22, 14.0)], [(0.0, 2.0), (6, 1), (9, 1), (12, 1), (17, 1), (20, 2), (23, 9), (33, 3.0)], [(0.0, 3.0)], [(0.0, 5.0), (6, 4), (14, 4), (28, 8.0)], [(0.0, 3.0)], [(0.0, 36.0)]]","[[36.0], [2, 2, 2, 19.0], [1, 1, 28.0], [3, 13, 7.0], [1.0, 1, 1, 6, 14.0], [1.0, 1, 1, 4, 16.0], [1.0, 1, 2, 1, 15, 5.0], [2.0, 2, 1, 1, 1, 2, 2, 3, 12.0], [2.0, 3, 4, 14.0], [2.0, 1, 1, 1, 1, 2, 9, 3.0], [3.0], [5.0, 4, 4, 8.0], [3.0], [36.0]]","[(0, 0.0, 0.0), (1, 11, 0.3055555555555556), (2, 6, 0.16666666666666666), (3, 13, 0.3611111111111111), (4, 13, 0.3611111111111111), (5, 13, 0.3611111111111111), (6, 11, 0.3055555555555556), (7, 10, 0.2777777777777778), (8, 13, 0.3611111111111111), (9, 16, 0.4444444444444444), (10, 33, 0.9166666666666666), (11, 15, 0.4166666666666667), (12, 33, 0.9166666666666666), (13, 0.0, 0.0)]","[(1, 11.0, 17.0, 0.6470588235294118, 0, 17), (2, 6.0, 8.0, 0.75, 0, 8), (3, 13.0, 29.0, 0.4482758620689655, 0, 29), (4, 13.0, 21.0, 0.6190476190476191, 1, 22), (5, 13.0, 19.0, 0.6842105263157895, 1, 20), (6, 11.0, 30.0, 0.36666666666666664, 1, 31), (7, 10.0, 22.0, 0.45454545454545453, 2, 24), (8, 13.0, 20.0, 0.65, 2, 22), (9, 16.0, 31.0, 0.5161290322580645, 2, 33), (10, 33.0, 33.0, 1.0, 3, 36), (11, 15.0, 23.0, 0.6521739130434783, 5, 28), (12, 33.0, 33.0, 1.0, 3, 36)]",187,2,12.121999979019165,0.0
215,Experiment 4,6 Layers-Batch Size = 45,17,57.0,"[[(0.0, 57.0)], [(12, 1), (20, 37.0)], [(2, 1), (6, 1), (10, 4), (15, 42.0)], [(11, 1), (16, 1), (18, 1), (20, 37.0)], [(0.0, 1.0), (2, 1), (5, 1), (9, 1), (13, 1), (20, 2), (23, 1), (25, 32.0)], [(0.0, 2.0), (6, 2), (14, 7), (23, 34.0)], [(0.0, 1.0), (3, 1), (5, 1), (10, 1), (12, 1), (19, 1), (26, 4), (31, 26.0)], [(0.0, 2.0), (4, 1), (6, 2), (12, 5), (22, 1), (29, 2), (32, 3), (36, 21.0)], [(0.0, 8.0), (29, 28.0)], [(0.0, 2.0), (3, 2), (6, 2), (9, 1), (14, 1), (16, 1), (18, 1), (21, 2), (24, 1), (29, 3), (33, 1), (36, 21.0)], [(0.0, 3.0), (54, 3.0)], [(0.0, 12.0), (14, 2), (18, 2), (23, 1), (25, 1), (27, 4), (32, 2), (35, 2), (39, 2), (43, 14.0)], [(0.0, 3.0)], [(0.0, 57.0)]]","[[57.0], [1, 37.0], [1, 1, 4, 42.0], [1, 1, 1, 37.0], [1.0, 1, 1, 1, 1, 2, 1, 32.0], [2.0, 2, 7, 34.0], [1.0, 1, 1, 1, 1, 1, 4, 26.0], [2.0, 1, 2, 5, 1, 2, 3, 21.0], [8.0, 28.0], [2.0, 2, 2, 1, 1, 1, 1, 2, 1, 3, 1, 21.0], [3.0, 3.0], [12.0, 2, 2, 1, 1, 4, 2, 2, 2, 14.0], [3.0], [57.0]]","[(0, 0.0, 0.0), (1, 19, 0.3333333333333333), (2, 9, 0.15789473684210525), (3, 17, 0.2982456140350877), (4, 17, 0.2982456140350877), (5, 12, 0.21052631578947367), (6, 21, 0.3684210526315789), (7, 20, 0.3508771929824561), (8, 21, 0.3684210526315789), (9, 19, 0.3333333333333333), (10, 51, 0.8947368421052632), (11, 15, 0.2631578947368421), (12, 54, 0.9473684210526315), (13, 0.0, 0.0)]","[(1, 19.0, 20.0, 0.95, 0, 20), (2, 9.0, 15.0, 0.6, 0, 15), (3, 17.0, 20.0, 0.85, 0, 20), (4, 17.0, 24.0, 0.7083333333333334, 1, 25), (5, 12.0, 21.0, 0.5714285714285714, 2, 23), (6, 21.0, 30.0, 0.7, 1, 31), (7, 20.0, 34.0, 0.5882352941176471, 2, 36), (8, 21.0, 21.0, 1.0, 8, 29), (9, 19.0, 34.0, 0.5588235294117647, 2, 36), (10, 51.0, 51.0, 1.0, 3, 54), (11, 15.0, 31.0, 0.4838709677419355, 12, 43), (12, 54.0, 54.0, 1.0, 3, 57)]",275,2,68.22200012207031,0.0
216,Experiment 4,3 Layers-Batch Size = 15,18,25.0,"[[(0.0, 25.0)], [(0.0, 25.0)], [(0.0, 25.0)], [(0.0, 25.0)], [(0.0, 25.0)]]","[[25.0], [], [], [], [25.0]]","[(0, 0.0, 0.0), (1, 25, 1.0), (2, 25, 1.0), (3, 25, 1.0), (4, 0.0, 0.0)]","[(1, 25.0, 25.0, 1.0, 0, 25), (2, 25.0, 25.0, 1.0, 0, 25), (3, 25.0, 25.0, 1.0, 0, 25)]",75,2,3.4620001316070557,0.0
217,Experiment 4,3 Layers-Batch Size = 30,18,56.0,"[[(0.0, 56.0)], [(0.0, 56.0)], [(54, 2.0)], [(0.0, 56.0)], [(0.0, 56.0)]]","[[56.0], [], [2.0], [], [56.0]]","[(0, 0.0, 0.0), (1, 56, 1.0), (2, 54, 0.9642857142857143), (3, 56, 1.0), (4, 0.0, 0.0)]","[(1, 56.0, 56.0, 1.0, 0, 56), (2, 54.0, 54.0, 1.0, 0, 54), (3, 56.0, 56.0, 1.0, 0, 56)]",166,2,76.47899985313416,0.0
218,Experiment 4,3 Layers-Batch Size = 45,18,75.0,"[[(0.0, 75.0)], [(0.0, 75.0)], [(0.0, 75.0)], [(0.0, 75.0)], [(0.0, 75.0)]]","[[75.0], [], [], [], [75.0]]","[(0, 0.0, 0.0), (1, 75, 1.0), (2, 75, 1.0), (3, 75, 1.0), (4, 0.0, 0.0)]","[(1, 75.0, 75.0, 1.0, 0, 75), (2, 75.0, 75.0, 1.0, 0, 75), (3, 75.0, 75.0, 1.0, 0, 75)]",225,2,1540.513000011444,0.0
219,Experiment 4,4 Layers-Batch Size = 15,18,16.0,"[[(0.0, 16.0)], [(0.0, 1.0), (3, 4), (12, 4.0)], [(12, 4.0)], [(14, 2.0)], [(0.0, 3.0), (6, 6), (14, 2.0)], [(0.0, 2.0)], [(0.0, 3.0), (7, 1)], [(0.0, 16.0)]]","[[16.0], [1.0, 4, 4.0], [4.0], [2.0], [3.0, 6, 2.0], [2.0], [3.0, 1], [16.0]]","[(0, 0.0, 0.0), (1, 7, 0.4375), (2, 12, 0.75), (3, 14, 0.875), (4, 5, 0.3125), (5, 14, 0.875), (6, 12, 0.75), (7, 0.0, 0.0)]","[(1, 7.0, 11.0, 0.6363636363636364, 1, 12), (2, 12.0, 12.0, 1.0, 0, 12), (3, 14.0, 14.0, 1.0, 0, 14), (4, 5.0, 11.0, 0.45454545454545453, 3, 14), (5, 14.0, 14.0, 1.0, 2, 16), (6, 12.0, 13.0, 0.9230769230769231, 3, 16)]",64,2,0.7909998893737793,0.0
220,Experiment 4,4 Layers-Batch Size = 30,18,37.0,"[[(0.0, 37.0)], [(35, 2.0)], [(32, 5.0)], [(35, 2.0)], [(0.0, 5.0), (8, 1), (12, 1), (17, 1), (24, 2)], [(0.0, 5.0), (8, 3), (17, 1), (34, 1)], [(0.0, 13.0), (15, 2), (19, 1), (24, 2), (28, 1)], [(0.0, 37.0)]]","[[37.0], [2.0], [5.0], [2.0], [5.0, 1, 1, 1, 2], [5.0, 3, 1, 1], [13.0, 2, 1, 2, 1], [37.0]]","[(0, 0.0, 0.0), (1, 35, 0.9459459459459459), (2, 32, 0.8648648648648649), (3, 35, 0.9459459459459459), (4, 27, 0.7297297297297297), (5, 27, 0.7297297297297297), (6, 18, 0.4864864864864865), (7, 0.0, 0.0)]","[(1, 35.0, 35.0, 1.0, 0, 35), (2, 32.0, 32.0, 1.0, 0, 32), (3, 35.0, 35.0, 1.0, 0, 35), (4, 27.0, 32.0, 0.84375, 5, 37), (5, 27.0, 32.0, 0.84375, 5, 37), (6, 18.0, 24.0, 0.75, 13, 37)]",174,2,8.492000102996826,0.0
221,Experiment 4,4 Layers-Batch Size = 45,18,37.0,"[[(0.0, 37.0)], [(35, 2.0)], [(12, 1), (31, 2), (35, 2.0)], [(20, 1), (25, 1), (34, 3.0)], [(0.0, 2.0)], [(0.0, 2.0)], [(0.0, 2.0), (36, 1.0)], [(0.0, 37.0)]]","[[37.0], [2.0], [1, 2, 2.0], [1, 1, 3.0], [2.0], [2.0], [2.0, 1.0], [37.0]]","[(0, 0.0, 0.0), (1, 35, 0.9459459459459459), (2, 32, 0.8648648648648649), (3, 32, 0.8648648648648649), (4, 35, 0.9459459459459459), (5, 35, 0.9459459459459459), (6, 34, 0.918918918918919), (7, 0.0, 0.0)]","[(1, 35.0, 35.0, 1.0, 0, 35), (2, 32.0, 35.0, 0.9142857142857143, 0, 35), (3, 32.0, 34.0, 0.9411764705882353, 0, 34), (4, 35.0, 35.0, 1.0, 2, 37), (5, 35.0, 35.0, 1.0, 2, 37), (6, 34.0, 34.0, 1.0, 2, 36)]",203,2,61.29800009727478,0.0
222,Experiment 4,5 Layers-Batch Size = 15,18,18.0,"[[(0.0, 18.0)], [(16, 2.0)], [(12, 1), (15, 3.0)], [(15, 3.0)], [(0.0, 4.0), (6, 3), (11, 1), (14, 1), (17, 1.0)], [(0.0, 2.0), (4, 4), (14, 4.0)], [(0.0, 2.0), (3, 2), (7, 3), (12, 3), (17, 1.0)], [(0.0, 6.0), (7, 3), (12, 2)], [(0.0, 5.0), (7, 3), (13, 4)], [(0.0, 9.0), (10, 7)], [(0.0, 18.0)]]","[[18.0], [2.0], [1, 3.0], [3.0], [4.0, 3, 1, 1, 1.0], [2.0, 4, 4.0], [2.0, 2, 3, 3, 1.0], [6.0, 3, 2], [5.0, 3, 4], [9.0, 7], [18.0]]","[(0, 0.0, 0.0), (1, 16, 0.8888888888888888), (2, 14, 0.7777777777777778), (3, 15, 0.8333333333333334), (4, 8, 0.4444444444444444), (5, 8, 0.4444444444444444), (6, 7, 0.3888888888888889), (7, 7, 0.3888888888888889), (8, 6, 0.3333333333333333), (9, 2, 0.1111111111111111), (10, 0.0, 0.0)]","[(1, 16.0, 16.0, 1.0, 0, 16), (2, 14.0, 15.0, 0.9333333333333333, 0, 15), (3, 15.0, 15.0, 1.0, 0, 15), (4, 8.0, 13.0, 0.6153846153846154, 4, 17), (5, 8.0, 12.0, 0.6666666666666666, 2, 14), (6, 7.0, 15.0, 0.4666666666666667, 2, 17), (7, 7.0, 12.0, 0.5833333333333334, 6, 18), (8, 6.0, 13.0, 0.46153846153846156, 5, 18), (9, 2.0, 9.0, 0.2222222222222222, 9, 18)]",83,2,3.5299999713897705,0.0
223,Experiment 4,5 Layers-Batch Size = 30,18,47.0,"[[(0.0, 47.0)], [(40, 7.0)], [(18, 1), (21, 2), (25, 1), (28, 2), (32, 15.0)], [(45, 2.0)], [(0.0, 15.0), (16, 4), (21, 1), (23, 2), (27, 6), (35, 1), (37, 6), (46, 1.0)], [(0.0, 2.0), (3, 9), (14, 1), (16, 6), (24, 1), (26, 5), (33, 1), (35, 12.0)], [(0.0, 4.0), (5, 10), (17, 1), (19, 1), (21, 4), (26, 3), (31, 1), (33, 7), (41, 6.0)], [(0.0, 21.0), (23, 3), (28, 1), (30, 5), (37, 4), (43, 2), (46, 1.0)], [(0.0, 5.0), (6, 15), (22, 2), (25, 1), (27, 3), (31, 8), (40, 7.0)], [(0.0, 13.0), (15, 1), (17, 7), (25, 2), (30, 1), (32, 3), (36, 1), (40, 5)], [(0.0, 47.0)]]","[[47.0], [7.0], [1, 2, 1, 2, 15.0], [2.0], [15.0, 4, 1, 2, 6, 1, 6, 1.0], [2.0, 9, 1, 6, 1, 5, 1, 12.0], [4.0, 10, 1, 1, 4, 3, 1, 7, 6.0], [21.0, 3, 1, 5, 4, 2, 1.0], [5.0, 15, 2, 1, 3, 8, 7.0], [13.0, 1, 7, 2, 1, 3, 1, 5], [47.0]]","[(0, 0.0, 0.0), (1, 40, 0.851063829787234), (2, 26, 0.5531914893617021), (3, 45, 0.9574468085106383), (4, 11, 0.23404255319148937), (5, 10, 0.2127659574468085), (6, 10, 0.2127659574468085), (7, 10, 0.2127659574468085), (8, 6, 0.1276595744680851), (9, 14, 0.2978723404255319), (10, 0.0, 0.0)]","[(1, 40.0, 40.0, 1.0, 0, 40), (2, 26.0, 32.0, 0.8125, 0, 32), (3, 45.0, 45.0, 1.0, 0, 45), (4, 11.0, 31.0, 0.3548387096774194, 15, 46), (5, 10.0, 33.0, 0.30303030303030304, 2, 35), (6, 10.0, 37.0, 0.2702702702702703, 4, 41), (7, 10.0, 25.0, 0.4, 21, 46), (8, 6.0, 35.0, 0.17142857142857143, 5, 40), (9, 14.0, 34.0, 0.4117647058823529, 13, 47)]",172,2,7.596999883651733,0.0
224,Experiment 4,5 Layers-Batch Size = 45,18,52.0,"[[(0.0, 52.0)], [(50, 2.0)], [(48, 4.0)], [(49, 3.0)], [(0.0, 6.0), (10, 5), (18, 1), (21, 3), (26, 1), (28, 1), (31, 1), (36, 1), (38, 2), (44, 1), (47, 1), (51, 1.0)], [(0.0, 2.0), (3, 8), (13, 7), (22, 4), (32, 1), (35, 1), (37, 1), (42, 1), (45, 1), (50, 2.0)], [(0.0, 10.0), (11, 3), (15, 18), (34, 3), (38, 1), (41, 1), (47, 2), (51, 1.0)], [(0.0, 14.0), (15, 1), (17, 1), (19, 3), (24, 6), (33, 2), (36, 3)], [(0.0, 36.0), (38, 1), (41, 3), (46, 3)], [(0.0, 3.0), (4, 15), (20, 16), (38, 1), (40, 2), (44, 1)], [(0.0, 52.0)]]","[[52.0], [2.0], [4.0], [3.0], [6.0, 5, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1.0], [2.0, 8, 7, 4, 1, 1, 1, 1, 1, 2.0], [10.0, 3, 18, 3, 1, 1, 2, 1.0], [14.0, 1, 1, 3, 6, 2, 3], [36.0, 1, 3, 3], [3.0, 15, 16, 1, 2, 1], [52.0]]","[(0, 0.0, 0.0), (1, 50, 0.9615384615384616), (2, 48, 0.9230769230769231), (3, 49, 0.9423076923076923), (4, 28, 0.5384615384615384), (5, 24, 0.46153846153846156), (6, 13, 0.25), (7, 22, 0.4230769230769231), (8, 9, 0.17307692307692307), (9, 14, 0.2692307692307692), (10, 0.0, 0.0)]","[(1, 50.0, 50.0, 1.0, 0, 50), (2, 48.0, 48.0, 1.0, 0, 48), (3, 49.0, 49.0, 1.0, 0, 49), (4, 28.0, 45.0, 0.6222222222222222, 6, 51), (5, 24.0, 48.0, 0.5, 2, 50), (6, 13.0, 41.0, 0.3170731707317073, 10, 51), (7, 22.0, 38.0, 0.5789473684210527, 14, 52), (8, 9.0, 16.0, 0.5625, 36, 52), (9, 14.0, 49.0, 0.2857142857142857, 3, 52)]",257,2,78.70099997520447,0.0
225,Experiment 4,6 Layers-Batch Size = 15,18,11.0,"[[(0.0, 11.0)], [(8, 3.0)], [(8, 3.0)], [(8, 3.0)], [(0.0, 1.0), (6, 2), (9, 2.0)], [(0.0, 2.0), (3, 1), (9, 2.0)], [(0.0, 5.0), (7, 1), (9, 2.0)], [(0.0, 4.0), (10, 1.0)], [(0.0, 2.0), (10, 1.0)], [(0.0, 3.0), (4, 1), (10, 1.0)], [(0.0, 4.0), (5, 1)], [(0.0, 6.0)], [(0.0, 7.0)], [(0.0, 11.0)]]","[[11.0], [3.0], [3.0], [3.0], [1.0, 2, 2.0], [2.0, 1, 2.0], [5.0, 1, 2.0], [4.0, 1.0], [2.0, 1.0], [3.0, 1, 1.0], [4.0, 1], [6.0], [7.0], [11.0]]","[(0, 0.0, 0.0), (1, 8, 0.7272727272727273), (2, 8, 0.7272727272727273), (3, 8, 0.7272727272727273), (4, 6, 0.5454545454545454), (5, 6, 0.5454545454545454), (6, 3, 0.2727272727272727), (7, 6, 0.5454545454545454), (8, 8, 0.7272727272727273), (9, 6, 0.5454545454545454), (10, 6, 0.5454545454545454), (11, 5, 0.45454545454545453), (12, 4, 0.36363636363636365), (13, 0.0, 0.0)]","[(1, 8.0, 8.0, 1.0, 0, 8), (2, 8.0, 8.0, 1.0, 0, 8), (3, 8.0, 8.0, 1.0, 0, 8), (4, 6.0, 8.0, 0.75, 1, 9), (5, 6.0, 7.0, 0.8571428571428571, 2, 9), (6, 3.0, 4.0, 0.75, 5, 9), (7, 6.0, 6.0, 1.0, 4, 10), (8, 8.0, 8.0, 1.0, 2, 10), (9, 6.0, 7.0, 0.8571428571428571, 3, 10), (10, 6.0, 7.0, 0.8571428571428571, 4, 11), (11, 5.0, 5.0, 1.0, 6, 11), (12, 4.0, 4.0, 1.0, 7, 11)]",74,2,3.193000078201294,0.0
