experiment,experiment_version,makespan,downtime_over_makespan,downtime_per_machine,usage,active_usage,total_work_content,status,runtime,gap
Experiment 17,5 Layers,26.0,"[[(0.0, 26.0)], [(18, 8.0)], [(22, 4.0)], [(22, 4.0)], [(23, 3.0)], [(0.0, 6.0), (11, 1), (17, 1), (19, 7.0)], [(0.0, 6.0), (13, 3), (18, 4), (23, 3.0)], [(0.0, 6.0), (13, 3), (18, 4), (23, 3.0)], [(0.0, 6.0), (13, 4), (18, 5), (24, 2.0)], [(0.0, 11.0), (13, 4), (21, 2), (25, 1.0)], [(0.0, 11.0), (17, 1), (22, 2)], [(0.0, 11.0), (17, 1), (22, 4.0)], [(0.0, 11.0), (17, 1), (20, 3), (25, 1.0)], [(0.0, 26.0)]]","[[26.0], [8.0], [4.0], [4.0], [3.0], [6.0, 1, 1, 7.0], [6.0, 3, 4, 3.0], [6.0, 3, 4, 3.0], [6.0, 4, 5, 2.0], [11.0, 4, 2, 1.0], [11.0, 1, 2], [11.0, 1, 4.0], [11.0, 1, 3, 1.0], [26.0]]","[(0, 0.0, 0.0), (1, 18, 0.6923076923076923), (2, 22, 0.8461538461538461), (3, 22, 0.8461538461538461), (4, 23, 0.8846153846153846), (5, 11, 0.4230769230769231), (6, 10, 0.38461538461538464), (7, 10, 0.38461538461538464), (8, 9, 0.34615384615384615), (9, 8, 0.3076923076923077), (10, 12, 0.46153846153846156), (11, 10, 0.38461538461538464), (12, 10, 0.38461538461538464), (13, 0.0, 0.0)]","[(1, 18.0, 18.0, 1.0, 0, 18), (2, 22.0, 22.0, 1.0, 0, 22), (3, 22.0, 22.0, 1.0, 0, 22), (4, 23.0, 23.0, 1.0, 0, 23), (5, 11.0, 13.0, 0.8461538461538461, 6, 19), (6, 10.0, 17.0, 0.5882352941176471, 6, 23), (7, 10.0, 17.0, 0.5882352941176471, 6, 23), (8, 9.0, 18.0, 0.5, 6, 24), (9, 8.0, 14.0, 0.5714285714285714, 11, 25), (10, 12.0, 15.0, 0.8, 11, 26), (11, 10.0, 11.0, 0.9090909090909091, 11, 22), (12, 10.0, 14.0, 0.7142857142857143, 11, 25)]",165,2,14.692000150680542,0.0
Experiment 17,6 Layers,26.0,"[[(0.0, 26.0)], [(5, 1), (7, 19.0)], [(5, 2), (9, 17.0)], [(1, 1), (5, 4), (11, 2), (14, 12.0)], [(0.0, 1.0), (23, 3.0)], [(0.0, 1.0), (22, 4.0)], [(0.0, 1.0), (23, 3.0)], [(0.0, 6.0), (8, 1), (20, 2), (24, 2.0)], [(0.0, 6.0), (8, 3), (18, 2), (21, 5.0)], [(0.0, 5.0), (7, 3), (22, 1), (24, 2.0)], [(0.0, 8.0), (12, 2), (16, 4)], [(0.0, 11.0), (15, 3)], [(0.0, 9.0), (13, 1)], [(0.0, 26.0)]]","[[26.0], [1, 19.0], [2, 17.0], [1, 4, 2, 12.0], [1.0, 3.0], [1.0, 4.0], [1.0, 3.0], [6.0, 1, 2, 2.0], [6.0, 3, 2, 5.0], [5.0, 3, 1, 2.0], [8.0, 2, 4], [11.0, 3], [9.0, 1], [26.0]]","[(0, 0.0, 0.0), (1, 6, 0.23076923076923078), (2, 7, 0.2692307692307692), (3, 7, 0.2692307692307692), (4, 22, 0.8461538461538461), (5, 21, 0.8076923076923077), (6, 22, 0.8461538461538461), (7, 15, 0.5769230769230769), (8, 10, 0.38461538461538464), (9, 15, 0.5769230769230769), (10, 12, 0.46153846153846156), (11, 12, 0.46153846153846156), (12, 16, 0.6153846153846154), (13, 0.0, 0.0)]","[(1, 6.0, 7.0, 0.8571428571428571, 0, 7), (2, 7.0, 9.0, 0.7777777777777778, 0, 9), (3, 7.0, 14.0, 0.5, 0, 14), (4, 22.0, 22.0, 1.0, 1, 23), (5, 21.0, 21.0, 1.0, 1, 22), (6, 22.0, 22.0, 1.0, 1, 23), (7, 15.0, 18.0, 0.8333333333333334, 6, 24), (8, 10.0, 15.0, 0.6666666666666666, 6, 21), (9, 15.0, 19.0, 0.7894736842105263, 5, 24), (10, 12.0, 18.0, 0.6666666666666666, 8, 26), (11, 12.0, 15.0, 0.8, 11, 26), (12, 16.0, 17.0, 0.9411764705882353, 9, 26)]",165,2,22.132999897003174,0.0
Experiment 18,4 Layers,16.0,"[[(0.0, 16.0)], [(10, 6.0)], [(7, 2), (13, 3.0)], [(7, 9.0)], [(8, 8.0)], [(11, 5.0)], [(0.0, 1.0), (5, 2), (11, 5.0)], [(0.0, 3.0)], [(0.0, 3.0), (6, 2), (15, 1.0)], [(0.0, 5.0), (15, 1.0)], [(0.0, 3.0), (6, 1), (14, 2.0)], [(0.0, 3.0), (6, 1)], [(0.0, 4.0), (11, 2)], [(0.0, 16.0)]]","[[16.0], [6.0], [2, 3.0], [9.0], [8.0], [5.0], [1.0, 2, 5.0], [3.0], [3.0, 2, 1.0], [5.0, 1.0], [3.0, 1, 2.0], [3.0, 1], [4.0, 2], [16.0]]","[(0, 0.0, 0.0), (1, 10, 0.625), (2, 11, 0.6875), (3, 7, 0.4375), (4, 8, 0.5), (5, 11, 0.6875), (6, 8, 0.5), (7, 13, 0.8125), (8, 10, 0.625), (9, 10, 0.625), (10, 10, 0.625), (11, 12, 0.75), (12, 10, 0.625), (13, 0.0, 0.0)]","[(1, 10.0, 10.0, 1.0, 0, 10), (2, 11.0, 13.0, 0.8461538461538461, 0, 13), (3, 7.0, 7.0, 1.0, 0, 7), (4, 8.0, 8.0, 1.0, 0, 8), (5, 11.0, 11.0, 1.0, 0, 11), (6, 8.0, 10.0, 0.8, 1, 11), (7, 13.0, 13.0, 1.0, 3, 16), (8, 10.0, 12.0, 0.8333333333333334, 3, 15), (9, 10.0, 10.0, 1.0, 5, 15), (10, 10.0, 11.0, 0.9090909090909091, 3, 14), (11, 12.0, 13.0, 0.9230769230769231, 3, 16), (12, 10.0, 12.0, 0.8333333333333334, 4, 16)]",120,2,45.28200006484985,0.0
Experiment 18,5 Layers,19.0,"[[(0.0, 19.0)], [(15, 4.0)], [(12, 7.0)], [(14, 5.0)], [(14, 5.0)], [(0.0, 3.0), (17, 2.0)], [(0.0, 4.0), (16, 3.0)], [(0.0, 4.0), (18, 1.0)], [(0.0, 6.0), (16, 3.0)], [(0.0, 8.0), (9, 2), (12, 3), (18, 1.0)], [(0.0, 13.0), (15, 1), (17, 2.0)], [(0.0, 15.0), (17, 1)], [(0.0, 5.0), (6, 8), (17, 2.0)], [(0.0, 19.0)]]","[[19.0], [4.0], [7.0], [5.0], [5.0], [3.0, 2.0], [4.0, 3.0], [4.0, 1.0], [6.0, 3.0], [8.0, 2, 3, 1.0], [13.0, 1, 2.0], [15.0, 1], [5.0, 8, 2.0], [19.0]]","[(0, 0.0, 0.0), (1, 15, 0.7894736842105263), (2, 12, 0.631578947368421), (3, 14, 0.7368421052631579), (4, 14, 0.7368421052631579), (5, 14, 0.7368421052631579), (6, 12, 0.631578947368421), (7, 14, 0.7368421052631579), (8, 10, 0.5263157894736842), (9, 5, 0.2631578947368421), (10, 3, 0.15789473684210525), (11, 3, 0.15789473684210525), (12, 4, 0.21052631578947367), (13, 0.0, 0.0)]","[(1, 15.0, 15.0, 1.0, 0, 15), (2, 12.0, 12.0, 1.0, 0, 12), (3, 14.0, 14.0, 1.0, 0, 14), (4, 14.0, 14.0, 1.0, 0, 14), (5, 14.0, 14.0, 1.0, 3, 17), (6, 12.0, 12.0, 1.0, 4, 16), (7, 14.0, 14.0, 1.0, 4, 18), (8, 10.0, 10.0, 1.0, 6, 16), (9, 5.0, 10.0, 0.5, 8, 18), (10, 3.0, 4.0, 0.75, 13, 17), (11, 3.0, 4.0, 0.75, 15, 19), (12, 4.0, 12.0, 0.3333333333333333, 5, 17)]",120,2,23.618000030517578,0.0
Experiment 18,6 Layers,22.0,"[[(0.0, 22.0)], [(12, 10.0)], [(11, 11.0)], [(12, 10.0)], [(0.0, 2.0), (3, 4), (10, 1), (12, 10.0)], [(0.0, 2.0), (4, 2), (7, 2), (11, 1), (14, 2), (18, 4.0)], [(0.0, 4.0), (6, 2), (9, 1), (12, 3), (16, 6.0)], [(0.0, 3.0), (5, 1), (20, 2.0)], [(0.0, 4.0), (20, 2.0)], [(0.0, 3.0), (21, 1.0)], [(0.0, 10.0), (11, 5), (17, 1), (19, 1), (21, 1.0)], [(0.0, 12.0), (13, 1), (17, 3)], [(0.0, 15.0), (16, 1), (21, 1.0)], [(0.0, 22.0)]]","[[22.0], [10.0], [11.0], [10.0], [2.0, 4, 1, 10.0], [2.0, 2, 2, 1, 2, 4.0], [4.0, 2, 1, 3, 6.0], [3.0, 1, 2.0], [4.0, 2.0], [3.0, 1.0], [10.0, 5, 1, 1, 1.0], [12.0, 1, 3], [15.0, 1, 1.0], [22.0]]","[(0, 0.0, 0.0), (1, 12, 0.5454545454545454), (2, 11, 0.5), (3, 12, 0.5454545454545454), (4, 5, 0.22727272727272727), (5, 9, 0.4090909090909091), (6, 6, 0.2727272727272727), (7, 16, 0.7272727272727273), (8, 16, 0.7272727272727273), (9, 18, 0.8181818181818182), (10, 4, 0.18181818181818182), (11, 6, 0.2727272727272727), (12, 5, 0.22727272727272727), (13, 0.0, 0.0)]","[(1, 12.0, 12.0, 1.0, 0, 12), (2, 11.0, 11.0, 1.0, 0, 11), (3, 12.0, 12.0, 1.0, 0, 12), (4, 5.0, 10.0, 0.5, 2, 12), (5, 9.0, 16.0, 0.5625, 2, 18), (6, 6.0, 12.0, 0.5, 4, 16), (7, 16.0, 17.0, 0.9411764705882353, 3, 20), (8, 16.0, 16.0, 1.0, 4, 20), (9, 18.0, 18.0, 1.0, 3, 21), (10, 4.0, 11.0, 0.36363636363636365, 10, 21), (11, 6.0, 10.0, 0.6, 12, 22), (12, 5.0, 6.0, 0.8333333333333334, 15, 21)]",120,2,71.74400019645691,0.0
Experiment 19,4 Layers,21.0,"[[(0.0, 21.0)], [(11, 10.0)], [(15, 6.0)], [(15, 6.0)], [(14, 7.0)], [(5, 16.0)], [(15, 6.0)], [(0.0, 6.0), (18, 3.0)], [(0.0, 5.0)], [(0.0, 4.0)], [(0.0, 4.0)], [(0.0, 8.0), (14, 7.0)], [(0.0, 4.0)], [(0.0, 21.0)]]","[[21.0], [10.0], [6.0], [6.0], [7.0], [16.0], [6.0], [6.0, 3.0], [5.0], [4.0], [4.0], [8.0, 7.0], [4.0], [21.0]]","[(0, 0.0, 0.0), (1, 11, 0.5238095238095238), (2, 15, 0.7142857142857143), (3, 15, 0.7142857142857143), (4, 14, 0.6666666666666666), (5, 5, 0.23809523809523808), (6, 15, 0.7142857142857143), (7, 12, 0.5714285714285714), (8, 16, 0.7619047619047619), (9, 17, 0.8095238095238095), (10, 17, 0.8095238095238095), (11, 6, 0.2857142857142857), (12, 17, 0.8095238095238095), (13, 0.0, 0.0)]","[(1, 11.0, 11.0, 1.0, 0, 11), (2, 15.0, 15.0, 1.0, 0, 15), (3, 15.0, 15.0, 1.0, 0, 15), (4, 14.0, 14.0, 1.0, 0, 14), (5, 5.0, 5.0, 1.0, 0, 5), (6, 15.0, 15.0, 1.0, 0, 15), (7, 12.0, 12.0, 1.0, 6, 18), (8, 16.0, 16.0, 1.0, 5, 21), (9, 17.0, 17.0, 1.0, 4, 21), (10, 17.0, 17.0, 1.0, 4, 21), (11, 6.0, 6.0, 1.0, 8, 14), (12, 17.0, 17.0, 1.0, 4, 21)]",160,2,9.786999940872192,0.0
Experiment 19,5 Layers,24.0,"[[(0.0, 24.0)], [(19, 5.0)], [(18, 6.0)], [(19, 5.0)], [(19, 5.0)], [(0.0, 6.0), (20, 4.0)], [(0.0, 6.0), (10, 1), (16, 3), (20, 4.0)], [(0.0, 6.0), (16, 3), (20, 4.0)], [(0.0, 6.0), (11, 1), (17, 1), (23, 1.0)], [(0.0, 11.0), (12, 4), (18, 1)], [(0.0, 16.0)], [(0.0, 11.0), (14, 3)], [(0.0, 11.0), (12, 4)], [(0.0, 24.0)]]","[[24.0], [5.0], [6.0], [5.0], [5.0], [6.0, 4.0], [6.0, 1, 3, 4.0], [6.0, 3, 4.0], [6.0, 1, 1, 1.0], [11.0, 4, 1], [16.0], [11.0, 3], [11.0, 4], [24.0]]","[(0, 0.0, 0.0), (1, 19, 0.7916666666666666), (2, 18, 0.75), (3, 19, 0.7916666666666666), (4, 19, 0.7916666666666666), (5, 14, 0.5833333333333334), (6, 10, 0.4166666666666667), (7, 11, 0.4583333333333333), (8, 15, 0.625), (9, 8, 0.3333333333333333), (10, 8, 0.3333333333333333), (11, 10, 0.4166666666666667), (12, 9, 0.375), (13, 0.0, 0.0)]","[(1, 19.0, 19.0, 1.0, 0, 19), (2, 18.0, 18.0, 1.0, 0, 18), (3, 19.0, 19.0, 1.0, 0, 19), (4, 19.0, 19.0, 1.0, 0, 19), (5, 14.0, 14.0, 1.0, 6, 20), (6, 10.0, 14.0, 0.7142857142857143, 6, 20), (7, 11.0, 14.0, 0.7857142857142857, 6, 20), (8, 15.0, 17.0, 0.8823529411764706, 6, 23), (9, 8.0, 13.0, 0.6153846153846154, 11, 24), (10, 8.0, 8.0, 1.0, 16, 24), (11, 10.0, 13.0, 0.7692307692307693, 11, 24), (12, 9.0, 13.0, 0.6923076923076923, 11, 24)]",160,2,58.4300000667572,0.0
Experiment 19,6 Layers,24.0,"[[(0.0, 24.0)], [(17, 7.0)], [(6, 1), (17, 7.0)], [(17, 7.0)], [(0.0, 3.0), (5, 1), (11, 6), (18, 6.0)], [(0.0, 3.0), (5, 2), (9, 3), (18, 6.0)], [(0.0, 3.0), (7, 3), (12, 5), (18, 6.0)], [(0.0, 5.0), (13, 2), (16, 1), (23, 1.0)], [(0.0, 5.0), (23, 1.0)], [(0.0, 5.0), (9, 1), (23, 1.0)], [(0.0, 9.0), (11, 3), (18, 1)], [(0.0, 11.0), (13, 1), (18, 1)], [(0.0, 9.0), (11, 1), (21, 1)], [(0.0, 24.0)]]","[[24.0], [7.0], [1, 7.0], [7.0], [3.0, 1, 6, 6.0], [3.0, 2, 3, 6.0], [3.0, 3, 5, 6.0], [5.0, 2, 1, 1.0], [5.0, 1.0], [5.0, 1, 1.0], [9.0, 3, 1], [11.0, 1, 1], [9.0, 1, 1], [24.0]]","[(0, 0.0, 0.0), (1, 17, 0.7083333333333334), (2, 16, 0.6666666666666666), (3, 17, 0.7083333333333334), (4, 8, 0.3333333333333333), (5, 10, 0.4166666666666667), (6, 7, 0.2916666666666667), (7, 15, 0.625), (8, 18, 0.75), (9, 17, 0.7083333333333334), (10, 11, 0.4583333333333333), (11, 11, 0.4583333333333333), (12, 13, 0.5416666666666666), (13, 0.0, 0.0)]","[(1, 17.0, 17.0, 1.0, 0, 17), (2, 16.0, 17.0, 0.9411764705882353, 0, 17), (3, 17.0, 17.0, 1.0, 0, 17), (4, 8.0, 15.0, 0.5333333333333333, 3, 18), (5, 10.0, 15.0, 0.6666666666666666, 3, 18), (6, 7.0, 15.0, 0.4666666666666667, 3, 18), (7, 15.0, 18.0, 0.8333333333333334, 5, 23), (8, 18.0, 18.0, 1.0, 5, 23), (9, 17.0, 18.0, 0.9444444444444444, 5, 23), (10, 11.0, 15.0, 0.7333333333333333, 9, 24), (11, 11.0, 13.0, 0.8461538461538461, 11, 24), (12, 13.0, 15.0, 0.8666666666666667, 9, 24)]",160,2,48.91600012779236,0.0
Experiment 20,4 Layers,23.0,"[[(0.0, 23.0)], [(10, 13.0)], [(10, 2), (17, 6.0)], [(5, 4), (15, 8.0)], [(11, 12.0)], [(11, 1), (17, 6.0)], [(17, 6.0)], [(0.0, 5.0)], [(0.0, 5.0), (11, 4), (22, 1.0)], [(0.0, 6.0), (13, 1), (21, 2.0)], [(0.0, 5.0)], [(0.0, 8.0), (15, 1)], [(0.0, 5.0)], [(0.0, 23.0)]]","[[23.0], [13.0], [2, 6.0], [4, 8.0], [12.0], [1, 6.0], [6.0], [5.0], [5.0, 4, 1.0], [6.0, 1, 2.0], [5.0], [8.0, 1], [5.0], [23.0]]","[(0, 0.0, 0.0), (1, 10, 0.43478260869565216), (2, 15, 0.6521739130434783), (3, 11, 0.4782608695652174), (4, 11, 0.4782608695652174), (5, 16, 0.6956521739130435), (6, 17, 0.7391304347826086), (7, 18, 0.782608695652174), (8, 13, 0.5652173913043478), (9, 14, 0.6086956521739131), (10, 18, 0.782608695652174), (11, 14, 0.6086956521739131), (12, 18, 0.782608695652174), (13, 0.0, 0.0)]","[(1, 10.0, 10.0, 1.0, 0, 10), (2, 15.0, 17.0, 0.8823529411764706, 0, 17), (3, 11.0, 15.0, 0.7333333333333333, 0, 15), (4, 11.0, 11.0, 1.0, 0, 11), (5, 16.0, 17.0, 0.9411764705882353, 0, 17), (6, 17.0, 17.0, 1.0, 0, 17), (7, 18.0, 18.0, 1.0, 5, 23), (8, 13.0, 17.0, 0.7647058823529411, 5, 22), (9, 14.0, 15.0, 0.9333333333333333, 6, 21), (10, 18.0, 18.0, 1.0, 5, 23), (11, 14.0, 15.0, 0.9333333333333333, 8, 23), (12, 18.0, 18.0, 1.0, 5, 23)]",175,2,13.514999866485596,0.0
Experiment 20,5 Layers,27.0,"[[(0.0, 27.0)], [(21, 6.0)], [(17, 10.0)], [(21, 6.0)], [(21, 6.0)], [(0.0, 5.0), (7, 3), (12, 4), (17, 4), (24, 3.0)], [(0.0, 5.0), (7, 4), (12, 5), (18, 3), (24, 3.0)], [(0.0, 5.0), (7, 4), (12, 4), (19, 2), (24, 3.0)], [(0.0, 5.0), (7, 4), (12, 4), (19, 8.0)], [(0.0, 7.0), (11, 1), (16, 1), (23, 1)], [(0.0, 7.0), (11, 1), (24, 3.0)], [(0.0, 7.0), (11, 1), (18, 1), (22, 2)], [(0.0, 7.0), (11, 1), (18, 1), (22, 2)], [(0.0, 27.0)]]","[[27.0], [6.0], [10.0], [6.0], [6.0], [5.0, 3, 4, 4, 3.0], [5.0, 4, 5, 3, 3.0], [5.0, 4, 4, 2, 3.0], [5.0, 4, 4, 8.0], [7.0, 1, 1, 1], [7.0, 1, 3.0], [7.0, 1, 1, 2], [7.0, 1, 1, 2], [27.0]]","[(0, 0.0, 0.0), (1, 21, 0.7777777777777778), (2, 17, 0.6296296296296297), (3, 21, 0.7777777777777778), (4, 21, 0.7777777777777778), (5, 8, 0.2962962962962963), (6, 7, 0.25925925925925924), (7, 9, 0.3333333333333333), (8, 6, 0.2222222222222222), (9, 17, 0.6296296296296297), (10, 16, 0.5925925925925926), (11, 16, 0.5925925925925926), (12, 16, 0.5925925925925926), (13, 0.0, 0.0)]","[(1, 21.0, 21.0, 1.0, 0, 21), (2, 17.0, 17.0, 1.0, 0, 17), (3, 21.0, 21.0, 1.0, 0, 21), (4, 21.0, 21.0, 1.0, 0, 21), (5, 8.0, 19.0, 0.42105263157894735, 5, 24), (6, 7.0, 19.0, 0.3684210526315789, 5, 24), (7, 9.0, 19.0, 0.47368421052631576, 5, 24), (8, 6.0, 14.0, 0.42857142857142855, 5, 19), (9, 17.0, 20.0, 0.85, 7, 27), (10, 16.0, 17.0, 0.9411764705882353, 7, 24), (11, 16.0, 20.0, 0.8, 7, 27), (12, 16.0, 20.0, 0.8, 7, 27)]",175,2,12.21399998664856,0.0
Experiment 20,6 Layers,29.0,"[[(0.0, 29.0)], [(22, 7.0)], [(16, 13.0)], [(6, 1), (13, 16.0)], [(0.0, 2.0), (5, 4), (12, 1), (16, 1), (19, 10.0)], [(0.0, 2.0), (5, 1), (7, 3), (12, 5), (20, 2), (23, 6.0)], [(0.0, 4.0), (5, 1), (10, 3), (14, 4), (21, 8.0)], [(0.0, 5.0), (7, 7), (17, 2), (20, 3), (26, 3.0)], [(0.0, 5.0), (11, 1), (13, 3), (18, 2), (23, 6.0)], [(0.0, 5.0), (8, 2), (11, 1), (14, 5), (22, 7.0)], [(0.0, 7.0)], [(0.0, 8.0)], [(0.0, 7.0)], [(0.0, 29.0)]]","[[29.0], [7.0], [13.0], [1, 16.0], [2.0, 4, 1, 1, 10.0], [2.0, 1, 3, 5, 2, 6.0], [4.0, 1, 3, 4, 8.0], [5.0, 7, 2, 3, 3.0], [5.0, 1, 3, 2, 6.0], [5.0, 2, 1, 5, 7.0], [7.0], [8.0], [7.0], [29.0]]","[(0, 0.0, 0.0), (1, 22, 0.7586206896551724), (2, 16, 0.5517241379310345), (3, 12, 0.41379310344827586), (4, 11, 0.3793103448275862), (5, 10, 0.3448275862068966), (6, 9, 0.3103448275862069), (7, 9, 0.3103448275862069), (8, 12, 0.41379310344827586), (9, 9, 0.3103448275862069), (10, 22, 0.7586206896551724), (11, 21, 0.7241379310344828), (12, 22, 0.7586206896551724), (13, 0.0, 0.0)]","[(1, 22.0, 22.0, 1.0, 0, 22), (2, 16.0, 16.0, 1.0, 0, 16), (3, 12.0, 13.0, 0.9230769230769231, 0, 13), (4, 11.0, 17.0, 0.6470588235294118, 2, 19), (5, 10.0, 21.0, 0.47619047619047616, 2, 23), (6, 9.0, 17.0, 0.5294117647058824, 4, 21), (7, 9.0, 21.0, 0.42857142857142855, 5, 26), (8, 12.0, 18.0, 0.6666666666666666, 5, 23), (9, 9.0, 17.0, 0.5294117647058824, 5, 22), (10, 22.0, 22.0, 1.0, 7, 29), (11, 21.0, 21.0, 1.0, 8, 29), (12, 22.0, 22.0, 1.0, 7, 29)]",175,2,33.42199993133545,0.0
Experiment 21,4 Layers,22.0,"[[(0.0, 22.0)], [(17, 5.0)], [(17, 5.0)], [(17, 5.0)], [(10, 12.0)], [(12, 10.0)], [(12, 10.0)], [(0.0, 5.0)], [(0.0, 5.0), (19, 3.0)], [(0.0, 5.0), (19, 3.0)], [(0.0, 5.0), (19, 3.0)], [(0.0, 5.0), (15, 2), (20, 2.0)], [(0.0, 5.0), (15, 2), (20, 2.0)], [(0.0, 22.0)]]","[[22.0], [5.0], [5.0], [5.0], [12.0], [10.0], [10.0], [5.0], [5.0, 3.0], [5.0, 3.0], [5.0, 3.0], [5.0, 2, 2.0], [5.0, 2, 2.0], [22.0]]","[(0, 0.0, 0.0), (1, 17, 0.7727272727272727), (2, 17, 0.7727272727272727), (3, 17, 0.7727272727272727), (4, 10, 0.45454545454545453), (5, 12, 0.5454545454545454), (6, 12, 0.5454545454545454), (7, 17, 0.7727272727272727), (8, 14, 0.6363636363636364), (9, 14, 0.6363636363636364), (10, 14, 0.6363636363636364), (11, 13, 0.5909090909090909), (12, 13, 0.5909090909090909), (13, 0.0, 0.0)]","[(1, 17.0, 17.0, 1.0, 0, 17), (2, 17.0, 17.0, 1.0, 0, 17), (3, 17.0, 17.0, 1.0, 0, 17), (4, 10.0, 10.0, 1.0, 0, 10), (5, 12.0, 12.0, 1.0, 0, 12), (6, 12.0, 12.0, 1.0, 0, 12), (7, 17.0, 17.0, 1.0, 5, 22), (8, 14.0, 14.0, 1.0, 5, 19), (9, 14.0, 14.0, 1.0, 5, 19), (10, 14.0, 14.0, 1.0, 5, 19), (11, 13.0, 15.0, 0.8666666666666667, 5, 20), (12, 13.0, 15.0, 0.8666666666666667, 5, 20)]",170,2,8.460000038146973,0.0
Experiment 21,5 Layers,25.0,"[[(0.0, 25.0)], [(22, 3.0)], [(22, 3.0)], [(22, 3.0)], [(7, 1), (20, 5.0)], [(0.0, 6.0), (14, 8), (24, 1.0)], [(0.0, 11.0), (17, 5), (24, 1.0)], [(0.0, 5.0), (7, 2), (11, 2), (19, 2), (23, 2.0)], [(0.0, 5.0), (7, 6), (19, 3), (24, 1.0)], [(0.0, 13.0)], [(0.0, 7.0), (12, 9)], [(0.0, 8.0), (13, 2), (22, 1)], [(0.0, 15.0)], [(0.0, 25.0)]]","[[25.0], [3.0], [3.0], [3.0], [1, 5.0], [6.0, 8, 1.0], [11.0, 5, 1.0], [5.0, 2, 2, 2, 2.0], [5.0, 6, 3, 1.0], [13.0], [7.0, 9], [8.0, 2, 1], [15.0], [25.0]]","[(0, 0.0, 0.0), (1, 22, 0.88), (2, 22, 0.88), (3, 22, 0.88), (4, 19, 0.76), (5, 10, 0.4), (6, 8, 0.32), (7, 12, 0.48), (8, 10, 0.4), (9, 12, 0.48), (10, 9, 0.36), (11, 14, 0.56), (12, 10, 0.4), (13, 0.0, 0.0)]","[(1, 22.0, 22.0, 1.0, 0, 22), (2, 22.0, 22.0, 1.0, 0, 22), (3, 22.0, 22.0, 1.0, 0, 22), (4, 19.0, 20.0, 0.95, 0, 20), (5, 10.0, 18.0, 0.5555555555555556, 6, 24), (6, 8.0, 13.0, 0.6153846153846154, 11, 24), (7, 12.0, 18.0, 0.6666666666666666, 5, 23), (8, 10.0, 19.0, 0.5263157894736842, 5, 24), (9, 12.0, 12.0, 1.0, 13, 25), (10, 9.0, 18.0, 0.5, 7, 25), (11, 14.0, 17.0, 0.8235294117647058, 8, 25), (12, 10.0, 10.0, 1.0, 15, 25)]",170,2,13.023000001907349,0.0
Experiment 21,6 Layers,23.0,"[[(0.0, 23.0)], [(7, 1), (11, 12.0)], [(4, 1), (7, 2), (11, 12.0)], [(12, 11.0)], [(0.0, 1.0), (19, 4.0)], [(0.0, 1.0), (19, 4.0)], [(0.0, 1.0), (20, 3.0)], [(0.0, 5.0), (7, 2), (13, 1), (18, 2), (22, 1.0)], [(0.0, 5.0), (13, 2), (21, 2.0)], [(0.0, 5.0), (7, 1), (18, 2), (22, 1.0)], [(0.0, 8.0), (13, 1)], [(0.0, 7.0)], [(0.0, 7.0), (12, 1)], [(0.0, 23.0)]]","[[23.0], [1, 12.0], [1, 2, 12.0], [11.0], [1.0, 4.0], [1.0, 4.0], [1.0, 3.0], [5.0, 2, 1, 2, 1.0], [5.0, 2, 2.0], [5.0, 1, 2, 1.0], [8.0, 1], [7.0], [7.0, 1], [23.0]]","[(0, 0.0, 0.0), (1, 10, 0.43478260869565216), (2, 8, 0.34782608695652173), (3, 12, 0.5217391304347826), (4, 18, 0.782608695652174), (5, 18, 0.782608695652174), (6, 19, 0.8260869565217391), (7, 12, 0.5217391304347826), (8, 14, 0.6086956521739131), (9, 14, 0.6086956521739131), (10, 14, 0.6086956521739131), (11, 16, 0.6956521739130435), (12, 15, 0.6521739130434783), (13, 0.0, 0.0)]","[(1, 10.0, 11.0, 0.9090909090909091, 0, 11), (2, 8.0, 11.0, 0.7272727272727273, 0, 11), (3, 12.0, 12.0, 1.0, 0, 12), (4, 18.0, 18.0, 1.0, 1, 19), (5, 18.0, 18.0, 1.0, 1, 19), (6, 19.0, 19.0, 1.0, 1, 20), (7, 12.0, 17.0, 0.7058823529411765, 5, 22), (8, 14.0, 16.0, 0.875, 5, 21), (9, 14.0, 17.0, 0.8235294117647058, 5, 22), (10, 14.0, 15.0, 0.9333333333333333, 8, 23), (11, 16.0, 16.0, 1.0, 7, 23), (12, 15.0, 16.0, 0.9375, 7, 23)]",170,2,24.604999780654907,0.0
