experiment,experiment_version,makespan,downtime_over_makespan,downtime_per_machine,usage,active_usage,total_work_content,status,runtime,gap
Experiment 3,5 Layers,28.0,"[[(0.0, 28.0)], [(23, 5.0)], [(23, 5.0)], [(21, 7.0)], [(23, 5.0)], [(0.0, 9.0), (18, 1), (22, 1), (26, 2.0)], [(0.0, 13.0), (22, 1), (26, 2.0)], [(0.0, 5.0), (11, 3), (17, 1), (24, 4.0)], [(0.0, 23.0), (26, 2.0)], [(0.0, 18.0), (20, 3), (25, 1)], [(0.0, 17.0)], [(0.0, 18.0), (22, 4)], [(0.0, 10.0), (12, 6)], [(0.0, 28.0)]]","[[28.0], [5.0], [5.0], [7.0], [5.0], [9.0, 1, 1, 2.0], [13.0, 1, 2.0], [5.0, 3, 1, 4.0], [23.0, 2.0], [18.0, 3, 1], [17.0], [18.0, 4], [10.0, 6], [28.0]]","[(0, 0.0, 0.0), (1, 23, 0.8214285714285714), (2, 23, 0.8214285714285714), (3, 21, 0.75), (4, 23, 0.8214285714285714), (5, 15, 0.5357142857142857), (6, 12, 0.42857142857142855), (7, 15, 0.5357142857142857), (8, 3, 0.10714285714285714), (9, 6, 0.21428571428571427), (10, 11, 0.39285714285714285), (11, 6, 0.21428571428571427), (12, 12, 0.42857142857142855), (13, 0.0, 0.0)]","[(1, 23.0, 23.0, 1.0, 0, 23), (2, 23.0, 23.0, 1.0, 0, 23), (3, 21.0, 21.0, 1.0, 0, 21), (4, 23.0, 23.0, 1.0, 0, 23), (5, 15.0, 17.0, 0.8823529411764706, 9, 26), (6, 12.0, 13.0, 0.9230769230769231, 13, 26), (7, 15.0, 19.0, 0.7894736842105263, 5, 24), (8, 3.0, 3.0, 1.0, 23, 26), (9, 6.0, 10.0, 0.6, 18, 28), (10, 11.0, 11.0, 1.0, 17, 28), (11, 6.0, 10.0, 0.6, 18, 28), (12, 12.0, 18.0, 0.6666666666666666, 10, 28)]",170,2,19.213000059127808,0.0
Experiment 3,6 Layers,27.0,"[[(0.0, 27.0)], [(20, 7.0)], [(20, 7.0)], [(20, 7.0)], [(0.0, 3.0), (5, 3), (10, 2), (14, 6), (22, 5.0)], [(0.0, 4.0), (6, 3), (13, 2), (19, 1), (22, 5.0)], [(0.0, 3.0), (5, 3), (10, 4), (16, 1), (19, 1), (22, 5.0)], [(0.0, 6.0), (9, 1), (13, 1), (17, 2), (25, 2.0)], [(0.0, 5.0), (8, 2), (25, 2.0)], [(0.0, 5.0), (8, 3), (14, 3), (20, 2), (25, 2.0)], [(0.0, 9.0), (12, 3), (17, 1), (24, 1)], [(0.0, 11.0), (15, 2), (20, 1), (24, 1)], [(0.0, 14.0), (17, 2), (21, 1)], [(0.0, 27.0)]]","[[27.0], [7.0], [7.0], [7.0], [3.0, 3, 2, 6, 5.0], [4.0, 3, 2, 1, 5.0], [3.0, 3, 4, 1, 1, 5.0], [6.0, 1, 1, 2, 2.0], [5.0, 2, 2.0], [5.0, 3, 3, 2, 2.0], [9.0, 3, 1, 1], [11.0, 2, 1, 1], [14.0, 2, 1], [27.0]]","[(0, 0.0, 0.0), (1, 20, 0.7407407407407407), (2, 20, 0.7407407407407407), (3, 20, 0.7407407407407407), (4, 8, 0.2962962962962963), (5, 12, 0.4444444444444444), (6, 10, 0.37037037037037035), (7, 15, 0.5555555555555556), (8, 18, 0.6666666666666666), (9, 12, 0.4444444444444444), (10, 13, 0.48148148148148145), (11, 12, 0.4444444444444444), (12, 10, 0.37037037037037035), (13, 0.0, 0.0)]","[(1, 20.0, 20.0, 1.0, 0, 20), (2, 20.0, 20.0, 1.0, 0, 20), (3, 20.0, 20.0, 1.0, 0, 20), (4, 8.0, 19.0, 0.42105263157894735, 3, 22), (5, 12.0, 18.0, 0.6666666666666666, 4, 22), (6, 10.0, 19.0, 0.5263157894736842, 3, 22), (7, 15.0, 19.0, 0.7894736842105263, 6, 25), (8, 18.0, 20.0, 0.9, 5, 25), (9, 12.0, 20.0, 0.6, 5, 25), (10, 13.0, 18.0, 0.7222222222222222, 9, 27), (11, 12.0, 16.0, 0.75, 11, 27), (12, 10.0, 13.0, 0.7692307692307693, 14, 27)]",170,2,43.71799993515015,0.0
Experiment 4,4 Layers,19.0,"[[(0.0, 19.0)], [(14, 5.0)], [(12, 7.0)], [(14, 5.0)], [(12, 7.0)], [(13, 6.0)], [(15, 4.0)], [(0.0, 5.0), (8, 1), (13, 2)], [(0.0, 12.0), (17, 2.0)], [(0.0, 7.0), (12, 2)], [(0.0, 5.0), (8, 1), (17, 2.0)], [(0.0, 5.0), (8, 1), (17, 2.0)], [(0.0, 7.0)], [(0.0, 19.0)]]","[[19.0], [5.0], [7.0], [5.0], [7.0], [6.0], [4.0], [5.0, 1, 2], [12.0, 2.0], [7.0, 2], [5.0, 1, 2.0], [5.0, 1, 2.0], [7.0], [19.0]]","[(0, 0.0, 0.0), (1, 14, 0.7368421052631579), (2, 12, 0.631578947368421), (3, 14, 0.7368421052631579), (4, 12, 0.631578947368421), (5, 13, 0.6842105263157895), (6, 15, 0.7894736842105263), (7, 11, 0.5789473684210527), (8, 5, 0.2631578947368421), (9, 10, 0.5263157894736842), (10, 11, 0.5789473684210527), (11, 11, 0.5789473684210527), (12, 12, 0.631578947368421), (13, 0.0, 0.0)]","[(1, 14.0, 14.0, 1.0, 0, 14), (2, 12.0, 12.0, 1.0, 0, 12), (3, 14.0, 14.0, 1.0, 0, 14), (4, 12.0, 12.0, 1.0, 0, 12), (5, 13.0, 13.0, 1.0, 0, 13), (6, 15.0, 15.0, 1.0, 0, 15), (7, 11.0, 14.0, 0.7857142857142857, 5, 19), (8, 5.0, 5.0, 1.0, 12, 17), (9, 10.0, 12.0, 0.8333333333333334, 7, 19), (10, 11.0, 12.0, 0.9166666666666666, 5, 17), (11, 11.0, 12.0, 0.9166666666666666, 5, 17), (12, 12.0, 12.0, 1.0, 7, 19)]",140,2,6.9690001010894775,0.0
Experiment 4,5 Layers,24.0,"[[(0.0, 24.0)], [(20, 4.0)], [(21, 3.0)], [(14, 1), (20, 4.0)], [(20, 4.0)], [(0.0, 10.0), (11, 5), (17, 3), (23, 1.0)], [(0.0, 4.0), (8, 3), (12, 2), (15, 5), (22, 2.0)], [(0.0, 12.0), (13, 3), (17, 1), (19, 1), (23, 1.0)], [(0.0, 4.0), (7, 6), (16, 8.0)], [(0.0, 10.0), (14, 5), (23, 1.0)], [(0.0, 14.0), (16, 3)], [(0.0, 7.0), (8, 6), (18, 1), (22, 1)], [(0.0, 8.0), (9, 3), (20, 2)], [(0.0, 24.0)]]","[[24.0], [4.0], [3.0], [1, 4.0], [4.0], [10.0, 5, 3, 1.0], [4.0, 3, 2, 5, 2.0], [12.0, 3, 1, 1, 1.0], [4.0, 6, 8.0], [10.0, 5, 1.0], [14.0, 3], [7.0, 6, 1, 1], [8.0, 3, 2], [24.0]]","[(0, 0.0, 0.0), (1, 20, 0.8333333333333334), (2, 21, 0.875), (3, 19, 0.7916666666666666), (4, 20, 0.8333333333333334), (5, 5, 0.20833333333333334), (6, 8, 0.3333333333333333), (7, 6, 0.25), (8, 6, 0.25), (9, 8, 0.3333333333333333), (10, 7, 0.2916666666666667), (11, 9, 0.375), (12, 11, 0.4583333333333333), (13, 0.0, 0.0)]","[(1, 20.0, 20.0, 1.0, 0, 20), (2, 21.0, 21.0, 1.0, 0, 21), (3, 19.0, 20.0, 0.95, 0, 20), (4, 20.0, 20.0, 1.0, 0, 20), (5, 5.0, 13.0, 0.38461538461538464, 10, 23), (6, 8.0, 18.0, 0.4444444444444444, 4, 22), (7, 6.0, 11.0, 0.5454545454545454, 12, 23), (8, 6.0, 12.0, 0.5, 4, 16), (9, 8.0, 13.0, 0.6153846153846154, 10, 23), (10, 7.0, 10.0, 0.7, 14, 24), (11, 9.0, 17.0, 0.5294117647058824, 7, 24), (12, 11.0, 16.0, 0.6875, 8, 24)]",140,2,19.403000116348267,0.0
Experiment 4,6 Layers,22.0,"[[(0.0, 22.0)], [(17, 5.0)], [(17, 5.0)], [(16, 6.0)], [(0.0, 1.0), (9, 2), (12, 2), (15, 2), (19, 3.0)], [(0.0, 2.0), (5, 7), (18, 4.0)], [(0.0, 1.0), (4, 2), (7, 3), (11, 3), (16, 1), (19, 3.0)], [(0.0, 7.0), (8, 2), (11, 2), (14, 1), (16, 2), (20, 2.0)], [(0.0, 7.0), (10, 1), (12, 4), (17, 1), (21, 1.0)], [(0.0, 4.0), (7, 2), (13, 2), (18, 1), (20, 2.0)], [(0.0, 10.0), (11, 1)], [(0.0, 8.0)], [(0.0, 11.0), (17, 1)], [(0.0, 22.0)]]","[[22.0], [5.0], [5.0], [6.0], [1.0, 2, 2, 2, 3.0], [2.0, 7, 4.0], [1.0, 2, 3, 3, 1, 3.0], [7.0, 2, 2, 1, 2, 2.0], [7.0, 1, 4, 1, 1.0], [4.0, 2, 2, 1, 2.0], [10.0, 1], [8.0], [11.0, 1], [22.0]]","[(0, 0.0, 0.0), (1, 17, 0.7727272727272727), (2, 17, 0.7727272727272727), (3, 16, 0.7272727272727273), (4, 12, 0.5454545454545454), (5, 9, 0.4090909090909091), (6, 9, 0.4090909090909091), (7, 6, 0.2727272727272727), (8, 8, 0.36363636363636365), (9, 11, 0.5), (10, 11, 0.5), (11, 14, 0.6363636363636364), (12, 10, 0.45454545454545453), (13, 0.0, 0.0)]","[(1, 17.0, 17.0, 1.0, 0, 17), (2, 17.0, 17.0, 1.0, 0, 17), (3, 16.0, 16.0, 1.0, 0, 16), (4, 12.0, 18.0, 0.6666666666666666, 1, 19), (5, 9.0, 16.0, 0.5625, 2, 18), (6, 9.0, 18.0, 0.5, 1, 19), (7, 6.0, 13.0, 0.46153846153846156, 7, 20), (8, 8.0, 14.0, 0.5714285714285714, 7, 21), (9, 11.0, 16.0, 0.6875, 4, 20), (10, 11.0, 12.0, 0.9166666666666666, 10, 22), (11, 14.0, 14.0, 1.0, 8, 22), (12, 10.0, 11.0, 0.9090909090909091, 11, 22)]",140,2,33.82599997520447,0.0
Experiment 5,4 Layers,19.0,"[[(0.0, 19.0)], [(14, 5.0)], [(14, 5.0)], [(9, 10.0)], [(9, 10.0)], [(13, 6.0)], [(11, 8.0)], [(0.0, 3.0)], [(0.0, 3.0)], [(0.0, 3.0)], [(0.0, 3.0), (14, 5.0)], [(0.0, 3.0), (14, 5.0)], [(0.0, 6.0), (16, 3.0)], [(0.0, 19.0)]]","[[19.0], [5.0], [5.0], [10.0], [10.0], [6.0], [8.0], [3.0], [3.0], [3.0], [3.0, 5.0], [3.0, 5.0], [6.0, 3.0], [19.0]]","[(0, 0.0, 0.0), (1, 14, 0.7368421052631579), (2, 14, 0.7368421052631579), (3, 9, 0.47368421052631576), (4, 9, 0.47368421052631576), (5, 13, 0.6842105263157895), (6, 11, 0.5789473684210527), (7, 16, 0.8421052631578947), (8, 16, 0.8421052631578947), (9, 16, 0.8421052631578947), (10, 11, 0.5789473684210527), (11, 11, 0.5789473684210527), (12, 10, 0.5263157894736842), (13, 0.0, 0.0)]","[(1, 14.0, 14.0, 1.0, 0, 14), (2, 14.0, 14.0, 1.0, 0, 14), (3, 9.0, 9.0, 1.0, 0, 9), (4, 9.0, 9.0, 1.0, 0, 9), (5, 13.0, 13.0, 1.0, 0, 13), (6, 11.0, 11.0, 1.0, 0, 11), (7, 16.0, 16.0, 1.0, 3, 19), (8, 16.0, 16.0, 1.0, 3, 19), (9, 16.0, 16.0, 1.0, 3, 19), (10, 11.0, 11.0, 1.0, 3, 14), (11, 11.0, 11.0, 1.0, 3, 14), (12, 10.0, 10.0, 1.0, 6, 16)]",150,2,5.877000093460083,0.0
Experiment 5,5 Layers,23.0,"[[(0.0, 23.0)], [(18, 5.0)], [(16, 7.0)], [(18, 5.0)], [(18, 5.0)], [(0.0, 3.0), (4, 2), (7, 9), (20, 3.0)], [(0.0, 3.0), (4, 1), (7, 6), (14, 4), (19, 4.0)], [(0.0, 13.0), (15, 8.0)], [(0.0, 7.0), (10, 1), (13, 2), (16, 2), (19, 4.0)], [(0.0, 5.0), (10, 1)], [(0.0, 6.0), (14, 1), (18, 1)], [(0.0, 7.0), (12, 2), (21, 2.0)], [(0.0, 4.0), (16, 3)], [(0.0, 23.0)]]","[[23.0], [5.0], [7.0], [5.0], [5.0], [3.0, 2, 9, 3.0], [3.0, 1, 6, 4, 4.0], [13.0, 8.0], [7.0, 1, 2, 2, 4.0], [5.0, 1], [6.0, 1, 1], [7.0, 2, 2.0], [4.0, 3], [23.0]]","[(0, 0.0, 0.0), (1, 18, 0.782608695652174), (2, 16, 0.6956521739130435), (3, 18, 0.782608695652174), (4, 18, 0.782608695652174), (5, 6, 0.2608695652173913), (6, 5, 0.21739130434782608), (7, 2, 0.08695652173913043), (8, 7, 0.30434782608695654), (9, 17, 0.7391304347826086), (10, 15, 0.6521739130434783), (11, 12, 0.5217391304347826), (12, 16, 0.6956521739130435), (13, 0.0, 0.0)]","[(1, 18.0, 18.0, 1.0, 0, 18), (2, 16.0, 16.0, 1.0, 0, 16), (3, 18.0, 18.0, 1.0, 0, 18), (4, 18.0, 18.0, 1.0, 0, 18), (5, 6.0, 17.0, 0.35294117647058826, 3, 20), (6, 5.0, 16.0, 0.3125, 3, 19), (7, 2.0, 2.0, 1.0, 13, 15), (8, 7.0, 12.0, 0.5833333333333334, 7, 19), (9, 17.0, 18.0, 0.9444444444444444, 5, 23), (10, 15.0, 17.0, 0.8823529411764706, 6, 23), (11, 12.0, 14.0, 0.8571428571428571, 7, 21), (12, 16.0, 19.0, 0.8421052631578947, 4, 23)]",150,2,16.39299988746643,0.0
Experiment 5,6 Layers,24.0,"[[(0.0, 24.0)], [(14, 10.0)], [(13, 11.0)], [(13, 11.0)], [(0.0, 1.0), (5, 2), (8, 4), (16, 8.0)], [(0.0, 1.0), (5, 2), (8, 1), (18, 6.0)], [(0.0, 1.0), (3, 3), (7, 4), (12, 1), (16, 8.0)], [(0.0, 3.0), (4, 1), (6, 2), (9, 4), (14, 2), (18, 6.0)], [(0.0, 3.0), (4, 1), (6, 2), (9, 3), (14, 2), (18, 6.0)], [(0.0, 3.0), (4, 3), (8, 4), (13, 2), (17, 1), (20, 4.0)], [(0.0, 4.0)], [(0.0, 4.0)], [(0.0, 4.0)], [(0.0, 24.0)]]","[[24.0], [10.0], [11.0], [11.0], [1.0, 2, 4, 8.0], [1.0, 2, 1, 6.0], [1.0, 3, 4, 1, 8.0], [3.0, 1, 2, 4, 2, 6.0], [3.0, 1, 2, 3, 2, 6.0], [3.0, 3, 4, 2, 1, 4.0], [4.0], [4.0], [4.0], [24.0]]","[(0, 0.0, 0.0), (1, 14, 0.5833333333333334), (2, 13, 0.5416666666666666), (3, 13, 0.5416666666666666), (4, 9, 0.375), (5, 14, 0.5833333333333334), (6, 7, 0.2916666666666667), (7, 6, 0.25), (8, 7, 0.2916666666666667), (9, 7, 0.2916666666666667), (10, 20, 0.8333333333333334), (11, 20, 0.8333333333333334), (12, 20, 0.8333333333333334), (13, 0.0, 0.0)]","[(1, 14.0, 14.0, 1.0, 0, 14), (2, 13.0, 13.0, 1.0, 0, 13), (3, 13.0, 13.0, 1.0, 0, 13), (4, 9.0, 15.0, 0.6, 1, 16), (5, 14.0, 17.0, 0.8235294117647058, 1, 18), (6, 7.0, 15.0, 0.4666666666666667, 1, 16), (7, 6.0, 15.0, 0.4, 3, 18), (8, 7.0, 15.0, 0.4666666666666667, 3, 18), (9, 7.0, 17.0, 0.4117647058823529, 3, 20), (10, 20.0, 20.0, 1.0, 4, 24), (11, 20.0, 20.0, 1.0, 4, 24), (12, 20.0, 20.0, 1.0, 4, 24)]",150,2,1.0299999713897705,0.0
Experiment 6,4 Layers,18.0,"[[(0.0, 18.0)], [(11, 7.0)], [(4, 2), (10, 8.0)], [(4, 2), (10, 8.0)], [(11, 7.0)], [(9, 9.0)], [(13, 5.0)], [(0.0, 3.0)], [(0.0, 4.0), (10, 1), (17, 1.0)], [(0.0, 4.0), (16, 2.0)], [(0.0, 3.0)], [(0.0, 7.0)], [(0.0, 3.0)], [(0.0, 18.0)]]","[[18.0], [7.0], [2, 8.0], [2, 8.0], [7.0], [9.0], [5.0], [3.0], [4.0, 1, 1.0], [4.0, 2.0], [3.0], [7.0], [3.0], [18.0]]","[(0, 0.0, 0.0), (1, 11, 0.6111111111111112), (2, 8, 0.4444444444444444), (3, 8, 0.4444444444444444), (4, 11, 0.6111111111111112), (5, 9, 0.5), (6, 13, 0.7222222222222222), (7, 15, 0.8333333333333334), (8, 12, 0.6666666666666666), (9, 12, 0.6666666666666666), (10, 15, 0.8333333333333334), (11, 11, 0.6111111111111112), (12, 15, 0.8333333333333334), (13, 0.0, 0.0)]","[(1, 11.0, 11.0, 1.0, 0, 11), (2, 8.0, 10.0, 0.8, 0, 10), (3, 8.0, 10.0, 0.8, 0, 10), (4, 11.0, 11.0, 1.0, 0, 11), (5, 9.0, 9.0, 1.0, 0, 9), (6, 13.0, 13.0, 1.0, 0, 13), (7, 15.0, 15.0, 1.0, 3, 18), (8, 12.0, 13.0, 0.9230769230769231, 4, 17), (9, 12.0, 12.0, 1.0, 4, 16), (10, 15.0, 15.0, 1.0, 3, 18), (11, 11.0, 11.0, 1.0, 7, 18), (12, 15.0, 15.0, 1.0, 3, 18)]",140,2,8.838000059127808,0.0
Experiment 6,5 Layers,21.0,"[[(0.0, 21.0)], [(15, 6.0)], [(14, 7.0)], [(16, 5.0)], [(15, 6.0)], [(0.0, 10.0), (20, 1.0)], [(0.0, 3.0), (4, 1), (9, 2), (20, 1.0)], [(0.0, 4.0), (14, 1), (20, 1.0)], [(0.0, 3.0), (4, 5), (19, 2.0)], [(0.0, 9.0), (10, 4), (19, 1)], [(0.0, 9.0), (16, 3)], [(0.0, 4.0), (8, 2), (14, 5)], [(0.0, 17.0)], [(0.0, 21.0)]]","[[21.0], [6.0], [7.0], [5.0], [6.0], [10.0, 1.0], [3.0, 1, 2, 1.0], [4.0, 1, 1.0], [3.0, 5, 2.0], [9.0, 4, 1], [9.0, 3], [4.0, 2, 5], [17.0], [21.0]]","[(0, 0.0, 0.0), (1, 15, 0.7142857142857143), (2, 14, 0.6666666666666666), (3, 16, 0.7619047619047619), (4, 15, 0.7142857142857143), (5, 10, 0.47619047619047616), (6, 14, 0.6666666666666666), (7, 15, 0.7142857142857143), (8, 11, 0.5238095238095238), (9, 7, 0.3333333333333333), (10, 9, 0.42857142857142855), (11, 10, 0.47619047619047616), (12, 4, 0.19047619047619047), (13, 0.0, 0.0)]","[(1, 15.0, 15.0, 1.0, 0, 15), (2, 14.0, 14.0, 1.0, 0, 14), (3, 16.0, 16.0, 1.0, 0, 16), (4, 15.0, 15.0, 1.0, 0, 15), (5, 10.0, 10.0, 1.0, 10, 20), (6, 14.0, 17.0, 0.8235294117647058, 3, 20), (7, 15.0, 16.0, 0.9375, 4, 20), (8, 11.0, 16.0, 0.6875, 3, 19), (9, 7.0, 12.0, 0.5833333333333334, 9, 21), (10, 9.0, 12.0, 0.75, 9, 21), (11, 10.0, 17.0, 0.5882352941176471, 4, 21), (12, 4.0, 4.0, 1.0, 17, 21)]",140,2,11.757999897003174,0.0
Experiment 6,6 Layers,22.0,"[[(0.0, 22.0)], [(14, 8.0)], [(14, 8.0)], [(10, 1), (13, 9.0)], [(0.0, 2.0), (4, 5), (11, 1), (16, 6.0)], [(0.0, 2.0), (4, 4), (9, 1), (13, 9.0)], [(0.0, 2.0), (4, 2), (9, 4), (14, 8.0)], [(0.0, 4.0), (20, 2.0)], [(0.0, 4.0), (21, 1.0)], [(0.0, 4.0), (21, 1.0)], [(0.0, 11.0)], [(0.0, 9.0), (10, 5)], [(0.0, 9.0), (10, 1), (15, 1)], [(0.0, 22.0)]]","[[22.0], [8.0], [8.0], [1, 9.0], [2.0, 5, 1, 6.0], [2.0, 4, 1, 9.0], [2.0, 2, 4, 8.0], [4.0, 2.0], [4.0, 1.0], [4.0, 1.0], [11.0], [9.0, 5], [9.0, 1, 1], [22.0]]","[(0, 0.0, 0.0), (1, 14, 0.6363636363636364), (2, 14, 0.6363636363636364), (3, 12, 0.5454545454545454), (4, 8, 0.36363636363636365), (5, 6, 0.2727272727272727), (6, 6, 0.2727272727272727), (7, 16, 0.7272727272727273), (8, 17, 0.7727272727272727), (9, 17, 0.7727272727272727), (10, 11, 0.5), (11, 8, 0.36363636363636365), (12, 11, 0.5), (13, 0.0, 0.0)]","[(1, 14.0, 14.0, 1.0, 0, 14), (2, 14.0, 14.0, 1.0, 0, 14), (3, 12.0, 13.0, 0.9230769230769231, 0, 13), (4, 8.0, 14.0, 0.5714285714285714, 2, 16), (5, 6.0, 11.0, 0.5454545454545454, 2, 13), (6, 6.0, 12.0, 0.5, 2, 14), (7, 16.0, 16.0, 1.0, 4, 20), (8, 17.0, 17.0, 1.0, 4, 21), (9, 17.0, 17.0, 1.0, 4, 21), (10, 11.0, 11.0, 1.0, 11, 22), (11, 8.0, 13.0, 0.6153846153846154, 9, 22), (12, 11.0, 13.0, 0.8461538461538461, 9, 22)]",140,2,16.19599986076355,0.0
Experiment 7,4 Layers,17.0,"[[(0.0, 17.0)], [(14, 3.0)], [(10, 7.0)], [(11, 6.0)], [(11, 6.0)], [(14, 3.0)], [(6, 1), (11, 6.0)], [(0.0, 7.0), (16, 1.0)], [(0.0, 4.0), (9, 1), (14, 3.0)], [(0.0, 7.0), (14, 3.0)], [(0.0, 3.0), (15, 2.0)], [(0.0, 3.0), (8, 2)], [(0.0, 6.0)], [(0.0, 17.0)]]","[[17.0], [3.0], [7.0], [6.0], [6.0], [3.0], [1, 6.0], [7.0, 1.0], [4.0, 1, 3.0], [7.0, 3.0], [3.0, 2.0], [3.0, 2], [6.0], [17.0]]","[(0, 0.0, 0.0), (1, 14, 0.8235294117647058), (2, 10, 0.5882352941176471), (3, 11, 0.6470588235294118), (4, 11, 0.6470588235294118), (5, 14, 0.8235294117647058), (6, 10, 0.5882352941176471), (7, 9, 0.5294117647058824), (8, 9, 0.5294117647058824), (9, 7, 0.4117647058823529), (10, 12, 0.7058823529411765), (11, 12, 0.7058823529411765), (12, 11, 0.6470588235294118), (13, 0.0, 0.0)]","[(1, 14.0, 14.0, 1.0, 0, 14), (2, 10.0, 10.0, 1.0, 0, 10), (3, 11.0, 11.0, 1.0, 0, 11), (4, 11.0, 11.0, 1.0, 0, 11), (5, 14.0, 14.0, 1.0, 0, 14), (6, 10.0, 11.0, 0.9090909090909091, 0, 11), (7, 9.0, 9.0, 1.0, 7, 16), (8, 9.0, 10.0, 0.9, 4, 14), (9, 7.0, 7.0, 1.0, 7, 14), (10, 12.0, 12.0, 1.0, 3, 15), (11, 12.0, 14.0, 0.8571428571428571, 3, 17), (12, 11.0, 11.0, 1.0, 6, 17)]",130,2,58.95800018310547,0.0
Experiment 7,5 Layers,21.0,"[[(0.0, 21.0)], [(18, 3.0)], [(17, 4.0)], [(3, 1), (18, 3.0)], [(18, 3.0)], [(0.0, 8.0), (10, 5), (20, 1.0)], [(0.0, 3.0), (6, 2), (10, 1), (13, 1), (19, 2.0)], [(0.0, 11.0), (13, 5), (20, 1.0)], [(0.0, 3.0), (6, 4), (12, 1), (20, 1.0)], [(0.0, 13.0), (17, 1)], [(0.0, 10.0), (11, 3), (16, 1)], [(0.0, 11.0), (13, 4)], [(0.0, 8.0), (10, 3), (15, 5)], [(0.0, 21.0)]]","[[21.0], [3.0], [4.0], [1, 3.0], [3.0], [8.0, 5, 1.0], [3.0, 2, 1, 1, 2.0], [11.0, 5, 1.0], [3.0, 4, 1, 1.0], [13.0, 1], [10.0, 3, 1], [11.0, 4], [8.0, 3, 5], [21.0]]","[(0, 0.0, 0.0), (1, 18, 0.8571428571428571), (2, 17, 0.8095238095238095), (3, 17, 0.8095238095238095), (4, 18, 0.8571428571428571), (5, 7, 0.3333333333333333), (6, 12, 0.5714285714285714), (7, 4, 0.19047619047619047), (8, 12, 0.5714285714285714), (9, 7, 0.3333333333333333), (10, 7, 0.3333333333333333), (11, 6, 0.2857142857142857), (12, 5, 0.23809523809523808), (13, 0.0, 0.0)]","[(1, 18.0, 18.0, 1.0, 0, 18), (2, 17.0, 17.0, 1.0, 0, 17), (3, 17.0, 18.0, 0.9444444444444444, 0, 18), (4, 18.0, 18.0, 1.0, 0, 18), (5, 7.0, 12.0, 0.5833333333333334, 8, 20), (6, 12.0, 16.0, 0.75, 3, 19), (7, 4.0, 9.0, 0.4444444444444444, 11, 20), (8, 12.0, 17.0, 0.7058823529411765, 3, 20), (9, 7.0, 8.0, 0.875, 13, 21), (10, 7.0, 11.0, 0.6363636363636364, 10, 21), (11, 6.0, 10.0, 0.6, 11, 21), (12, 5.0, 13.0, 0.38461538461538464, 8, 21)]",130,2,10.536999940872192,0.0
Experiment 7,6 Layers,20.0,"[[(0.0, 20.0)], [(9, 4), (15, 5.0)], [(3, 1), (8, 12.0)], [(7, 13.0)], [(0.0, 1.0), (16, 4.0)], [(0.0, 1.0), (17, 3.0)], [(0.0, 2.0), (14, 1), (17, 3.0)], [(0.0, 7.0), (12, 1), (16, 1), (19, 1.0)], [(0.0, 3.0), (6, 1), (11, 1), (14, 1), (19, 1.0)], [(0.0, 4.0), (7, 1), (11, 1), (18, 2.0)], [(0.0, 7.0), (9, 3)], [(0.0, 10.0), (17, 1)], [(0.0, 8.0), (10, 4), (15, 2)], [(0.0, 20.0)]]","[[20.0], [4, 5.0], [1, 12.0], [13.0], [1.0, 4.0], [1.0, 3.0], [2.0, 1, 3.0], [7.0, 1, 1, 1.0], [3.0, 1, 1, 1, 1.0], [4.0, 1, 1, 2.0], [7.0, 3], [10.0, 1], [8.0, 4, 2], [20.0]]","[(0, 0.0, 0.0), (1, 11, 0.55), (2, 7, 0.35), (3, 7, 0.35), (4, 15, 0.75), (5, 16, 0.8), (6, 14, 0.7), (7, 10, 0.5), (8, 13, 0.65), (9, 12, 0.6), (10, 10, 0.5), (11, 9, 0.45), (12, 6, 0.3), (13, 0.0, 0.0)]","[(1, 11.0, 15.0, 0.7333333333333333, 0, 15), (2, 7.0, 8.0, 0.875, 0, 8), (3, 7.0, 7.0, 1.0, 0, 7), (4, 15.0, 15.0, 1.0, 1, 16), (5, 16.0, 16.0, 1.0, 1, 17), (6, 14.0, 15.0, 0.9333333333333333, 2, 17), (7, 10.0, 12.0, 0.8333333333333334, 7, 19), (8, 13.0, 16.0, 0.8125, 3, 19), (9, 12.0, 14.0, 0.8571428571428571, 4, 18), (10, 10.0, 13.0, 0.7692307692307693, 7, 20), (11, 9.0, 10.0, 0.9, 10, 20), (12, 6.0, 12.0, 0.5, 8, 20)]",130,2,101.66899991035461,0.0
