,experiment,experiment_version,makespan,downtime_over_makespan,downtime_per_machine,usage,active_usage,total_work_content,status,runtime,gap
0,Experiment 1,3 Layers,32.0,"[[(0.0, 32.0)], [(28, 4.0)], [(0.0, 32.0)], [(22, 2)], [(0.0, 32.0)]]","[[32.0], [4.0], [], [2], [32.0]]","[(0, 0.0, 0.0), (1, 28, 0.875), (2, 32, 1.0), (3, 30, 0.9375), (4, 0.0, 0.0)]","[(1, 28.0, 28.0, 1.0, 0, 28), (2, 32.0, 32.0, 1.0, 0, 32), (3, 30.0, 32.0, 0.9375, 0, 32)]",90,2,0.6600000858306885,0.0
1,Experiment 1,4 Layers,50.0,"[[(0.0, 50.0)], [(46, 4.0)], [(36, 1), (47, 3.0)], [(43, 7.0)], [(0.0, 4.0), (6, 2), (16, 1), (49, 1.0)], [(0.0, 2.0), (10, 1)], [(0.0, 3.0), (6, 1)], [(0.0, 50.0)]]","[[50.0], [4.0], [1, 3.0], [7.0], [4.0, 2, 1, 1.0], [2.0, 1], [3.0, 1], [50.0]]","[(0, 0.0, 0.0), (1, 46, 0.92), (2, 46, 0.92), (3, 43, 0.86), (4, 42, 0.84), (5, 47, 0.94), (6, 46, 0.92), (7, 0.0, 0.0)]","[(1, 46.0, 46.0, 1.0, 0, 46), (2, 46.0, 47.0, 0.9787234042553191, 0, 47), (3, 43.0, 43.0, 1.0, 0, 43), (4, 42.0, 45.0, 0.9333333333333333, 4, 49), (5, 47.0, 48.0, 0.9791666666666666, 2, 50), (6, 46.0, 47.0, 0.9787234042553191, 3, 50)]",270,9,1800.0809998512268,0.06
2,Experiment 1,5 Layers,16.0,"[[(0.0, 16.0)], [(12, 4.0)], [(11, 5.0)], [(12, 4.0)], [(0.0, 2.0), (4, 1), (11, 1), (13, 3.0)], [(0.0, 5.0), (6, 3), (14, 2.0)], [(0.0, 2.0), (6, 2), (14, 2.0)], [(0.0, 4.0)], [(0.0, 7.0), (9, 2)], [(0.0, 4.0), (15, 1.0)], [(0.0, 16.0)]]","[[16.0], [4.0], [5.0], [4.0], [2.0, 1, 1, 3.0], [5.0, 3, 2.0], [2.0, 2, 2.0], [4.0], [7.0, 2], [4.0, 1.0], [16.0]]","[(0, 0.0, 0.0), (1, 12, 0.75), (2, 11, 0.6875), (3, 12, 0.75), (4, 9, 0.5625), (5, 6, 0.375), (6, 10, 0.625), (7, 12, 0.75), (8, 7, 0.4375), (9, 11, 0.6875), (10, 0.0, 0.0)]","[(1, 12.0, 12.0, 1.0, 0, 12), (2, 11.0, 11.0, 1.0, 0, 11), (3, 12.0, 12.0, 1.0, 0, 12), (4, 9.0, 11.0, 0.8181818181818182, 2, 13), (5, 6.0, 9.0, 0.6666666666666666, 5, 14), (6, 10.0, 12.0, 0.8333333333333334, 2, 14), (7, 12.0, 12.0, 1.0, 4, 16), (8, 7.0, 9.0, 0.7777777777777778, 7, 16), (9, 11.0, 11.0, 1.0, 4, 15)]",90,2,1.994999885559082,0.0
3,Experiment 1,6 Layers,13.0,"[[(0.0, 13.0)], [(8, 5.0)], [(9, 4.0)], [(8, 5.0)], [(0.0, 2.0), (10, 3.0)], [(0.0, 2.0), (3, 1), (10, 3.0)], [(0.0, 2.0), (5, 1), (8, 5.0)], [(0.0, 4.0), (12, 1.0)], [(0.0, 3.0), (12, 1.0)], [(0.0, 4.0), (12, 1.0)], [(0.0, 6.0)], [(0.0, 7.0)], [(0.0, 5.0), (6, 1)], [(0.0, 13.0)]]","[[13.0], [5.0], [4.0], [5.0], [2.0, 3.0], [2.0, 1, 3.0], [2.0, 1, 5.0], [4.0, 1.0], [3.0, 1.0], [4.0, 1.0], [6.0], [7.0], [5.0, 1], [13.0]]","[(0, 0.0, 0.0), (1, 8, 0.6153846153846154), (2, 9, 0.6923076923076923), (3, 8, 0.6153846153846154), (4, 8, 0.6153846153846154), (5, 7, 0.5384615384615384), (6, 5, 0.38461538461538464), (7, 8, 0.6153846153846154), (8, 9, 0.6923076923076923), (9, 8, 0.6153846153846154), (10, 7, 0.5384615384615384), (11, 6, 0.46153846153846156), (12, 7, 0.5384615384615384), (13, 0.0, 0.0)]","[(1, 8.0, 8.0, 1.0, 0, 8), (2, 9.0, 9.0, 1.0, 0, 9), (3, 8.0, 8.0, 1.0, 0, 8), (4, 8.0, 8.0, 1.0, 2, 10), (5, 7.0, 8.0, 0.875, 2, 10), (6, 5.0, 6.0, 0.8333333333333334, 2, 8), (7, 8.0, 8.0, 1.0, 4, 12), (8, 9.0, 9.0, 1.0, 3, 12), (9, 8.0, 8.0, 1.0, 4, 12), (10, 7.0, 7.0, 1.0, 6, 13), (11, 6.0, 6.0, 1.0, 7, 13), (12, 7.0, 8.0, 0.875, 5, 13)]",90,2,9.026000022888184,0.0
4,Experiment 2,No Flexibility,18.0,"[[(0.0, 18.0)], [(4, 2), (7, 11.0)], [(10, 8.0)], [(15, 3.0)], [(0.0, 1.0), (4, 3), (8, 3), (12, 6.0)], [(0.0, 2.0), (12, 6.0)], [(0.0, 3.0)], [(0.0, 18.0)]]","[[18.0], [2, 11.0], [8.0], [3.0], [1.0, 3, 3, 6.0], [2.0, 6.0], [3.0], [18.0]]","[(0, 0.0, 0.0), (1, 5, 0.2777777777777778), (2, 10, 0.5555555555555556), (3, 15, 0.8333333333333334), (4, 5, 0.2777777777777778), (5, 10, 0.5555555555555556), (6, 15, 0.8333333333333334), (7, 0.0, 0.0)]","[(1, 5.0, 7.0, 0.7142857142857143, 0, 7), (2, 10.0, 10.0, 1.0, 0, 10), (3, 15.0, 15.0, 1.0, 0, 15), (4, 5.0, 11.0, 0.45454545454545453, 1, 12), (5, 10.0, 10.0, 1.0, 2, 12), (6, 15.0, 15.0, 1.0, 3, 18)]",60,2,0.0409998893737793,0.0
5,Experiment 2,Low Flexibility,13.0,"[[(0.0, 13.0)], [(10, 3.0)], [(4, 1), (10, 1), (12, 1.0)], [(8, 1), (11, 2.0)], [(0.0, 2.0), (6, 1)], [(0.0, 3.0)], [(0.0, 3.0)], [(0.0, 13.0)]]","[[13.0], [3.0], [1, 1, 1.0], [1, 2.0], [2.0, 1], [3.0], [3.0], [13.0]]","[(0, 0.0, 0.0), (1, 10, 0.7692307692307693), (2, 10, 0.7692307692307693), (3, 10, 0.7692307692307693), (4, 10, 0.7692307692307693), (5, 10, 0.7692307692307693), (6, 10, 0.7692307692307693), (7, 0.0, 0.0)]","[(1, 10.0, 10.0, 1.0, 0, 10), (2, 10.0, 12.0, 0.8333333333333334, 0, 12), (3, 10.0, 11.0, 0.9090909090909091, 0, 11), (4, 10.0, 11.0, 0.9090909090909091, 2, 13), (5, 10.0, 10.0, 1.0, 3, 13), (6, 10.0, 10.0, 1.0, 3, 13)]",60,2,1.0769999027252195,0.0
6,Experiment 2,High Flexibility,13.0,"[[(0.0, 13.0)], [(8, 1), (10, 3.0)], [(10, 3.0)], [(11, 2.0)], [(0.0, 4.0)], [(0.0, 3.0)], [(0.0, 2.0)], [(0.0, 13.0)]]","[[13.0], [1, 3.0], [3.0], [2.0], [4.0], [3.0], [2.0], [13.0]]","[(0, 0.0, 0.0), (1, 9, 0.6923076923076923), (2, 10, 0.7692307692307693), (3, 11, 0.8461538461538461), (4, 9, 0.6923076923076923), (5, 10, 0.7692307692307693), (6, 11, 0.8461538461538461), (7, 0.0, 0.0)]","[(1, 9.0, 10.0, 0.9, 0, 10), (2, 10.0, 10.0, 1.0, 0, 10), (3, 11.0, 11.0, 1.0, 0, 11), (4, 9.0, 9.0, 1.0, 4, 13), (5, 10.0, 10.0, 1.0, 3, 13), (6, 11.0, 11.0, 1.0, 2, 13)]",60,2,52.0699999332428,0.0
7,Experiment 3,Batch size of 5,6.0,"[[(0.0, 6.0)], [(2, 4.0)], [(4, 2.0)], [(4, 2.0)], [(0.0, 2.0)], [(0.0, 2.0)], [(0.0, 4.0)], [(0.0, 6.0)]]","[[6.0], [4.0], [2.0], [2.0], [2.0], [2.0], [4.0], [6.0]]","[(0, 0.0, 0.0), (1, 2, 0.3333333333333333), (2, 4, 0.6666666666666666), (3, 4, 0.6666666666666666), (4, 4, 0.6666666666666666), (5, 4, 0.6666666666666666), (6, 2, 0.3333333333333333), (7, 0.0, 0.0)]","[(1, 2.0, 2.0, 1.0, 0, 2), (2, 4.0, 4.0, 1.0, 0, 4), (3, 4.0, 4.0, 1.0, 0, 4), (4, 4.0, 4.0, 1.0, 2, 6), (5, 4.0, 4.0, 1.0, 2, 6), (6, 2.0, 2.0, 1.0, 4, 6)]",20,2,0.0450000762939453,0.0
8,Experiment 3,Batch size of 10,10.0,"[[(0.0, 10.0)], [(8, 2.0)], [(4, 6.0)], [(8, 2.0)], [(0.0, 2.0), (6, 2)], [(0.0, 4.0)], [(0.0, 2.0)], [(0.0, 10.0)]]","[[10.0], [2.0], [6.0], [2.0], [2.0, 2], [4.0], [2.0], [10.0]]","[(0, 0.0, 0.0), (1, 8, 0.8), (2, 4, 0.4), (3, 8, 0.8), (4, 6, 0.6), (5, 6, 0.6), (6, 8, 0.8), (7, 0.0, 0.0)]","[(1, 8.0, 8.0, 1.0, 0, 8), (2, 4.0, 4.0, 1.0, 0, 4), (3, 8.0, 8.0, 1.0, 0, 8), (4, 6.0, 8.0, 0.75, 2, 10), (5, 6.0, 6.0, 1.0, 4, 10), (6, 8.0, 8.0, 1.0, 2, 10)]",40,2,0.4520001411437988,0.0
9,Experiment 3,Batch size of 15,12.0,"[[(0.0, 12.0)], [(10, 2.0)], [(10, 2.0)], [(10, 2.0)], [(0.0, 2.0)], [(0.0, 2.0)], [(0.0, 2.0)], [(0.0, 12.0)]]","[[12.0], [2.0], [2.0], [2.0], [2.0], [2.0], [2.0], [12.0]]","[(0, 0.0, 0.0), (1, 10, 0.8333333333333334), (2, 10, 0.8333333333333334), (3, 10, 0.8333333333333334), (4, 10, 0.8333333333333334), (5, 10, 0.8333333333333334), (6, 10, 0.8333333333333334), (7, 0.0, 0.0)]","[(1, 10.0, 10.0, 1.0, 0, 10), (2, 10.0, 10.0, 1.0, 0, 10), (3, 10.0, 10.0, 1.0, 0, 10), (4, 10.0, 10.0, 1.0, 2, 12), (5, 10.0, 10.0, 1.0, 2, 12), (6, 10.0, 10.0, 1.0, 2, 12)]",60,2,2.777000188827514,0.0
10,Experiment 3,Batch size of 20,16.0,"[[(0.0, 16.0)], [(8, 1), (13, 3.0)], [(14, 2.0)], [(14, 2.0)], [(0.0, 2.0)], [(0.0, 2.0)], [(0.0, 2.0), (4, 2)], [(0.0, 16.0)]]","[[16.0], [1, 3.0], [2.0], [2.0], [2.0], [2.0], [2.0, 2], [16.0]]","[(0, 0.0, 0.0), (1, 12, 0.75), (2, 14, 0.875), (3, 14, 0.875), (4, 14, 0.875), (5, 14, 0.875), (6, 12, 0.75), (7, 0.0, 0.0)]","[(1, 12.0, 13.0, 0.9230769230769231, 0, 13), (2, 14.0, 14.0, 1.0, 0, 14), (3, 14.0, 14.0, 1.0, 0, 14), (4, 14.0, 14.0, 1.0, 2, 16), (5, 14.0, 14.0, 1.0, 2, 16), (6, 12.0, 14.0, 0.8571428571428571, 2, 16)]",80,2,38.09599995613098,0.0
11,Experiment 3,Batch size of 25,20.0,"[[(0.0, 20.0)], [(16, 4.0)], [(18, 2.0)], [(16, 4.0)], [(0.0, 2.0)], [(0.0, 2.0)], [(0.0, 2.0), (6, 2), (12, 1), (17, 1)], [(0.0, 20.0)]]","[[20.0], [4.0], [2.0], [4.0], [2.0], [2.0], [2.0, 2, 1, 1], [20.0]]","[(0, 0.0, 0.0), (1, 16, 0.8), (2, 18, 0.9), (3, 16, 0.8), (4, 18, 0.9), (5, 18, 0.9), (6, 14, 0.7), (7, 0.0, 0.0)]","[(1, 16.0, 16.0, 1.0, 0, 16), (2, 18.0, 18.0, 1.0, 0, 18), (3, 16.0, 16.0, 1.0, 0, 16), (4, 18.0, 18.0, 1.0, 2, 20), (5, 18.0, 18.0, 1.0, 2, 20), (6, 14.0, 18.0, 0.7777777777777778, 2, 20)]",100,2,27.94400000572205,0.0
12,Experiment 4,No Flexibility (1x parallel),30.0,"[[(0.0, 30.0)], [(5, 25.0)], [(8, 4), (14, 16.0)], [(6, 1), (13, 1), (17, 13.0)], [(16, 1), (21, 9.0)], [(25, 5.0)], [(0.0, 1.0), (4, 1), (6, 5), (12, 18.0)], [(0.0, 2.0), (6, 3), (11, 1), (16, 14.0)], [(0.0, 3.0), (6, 4), (13, 1), (20, 1), (24, 6.0)], [(0.0, 4.0), (8, 1), (13, 2), (27, 3.0)], [(0.0, 5.0)], [(0.0, 30.0)]]","[[30.0], [25.0], [4, 16.0], [1, 1, 13.0], [1, 9.0], [5.0], [1.0, 1, 5, 18.0], [2.0, 3, 1, 14.0], [3.0, 4, 1, 1, 6.0], [4.0, 1, 2, 3.0], [5.0], [30.0]]","[(0, 0.0, 0.0), (1, 5, 0.16666666666666666), (2, 10, 0.3333333333333333), (3, 15, 0.5), (4, 20, 0.6666666666666666), (5, 25, 0.8333333333333334), (6, 5, 0.16666666666666666), (7, 10, 0.3333333333333333), (8, 15, 0.5), (9, 20, 0.6666666666666666), (10, 25, 0.8333333333333334), (11, 0.0, 0.0)]","[(1, 5.0, 5.0, 1.0, 0, 5), (2, 10.0, 14.0, 0.7142857142857143, 0, 14), (3, 15.0, 17.0, 0.8823529411764706, 0, 17), (4, 20.0, 21.0, 0.9523809523809523, 0, 21), (5, 25.0, 25.0, 1.0, 0, 25), (6, 5.0, 11.0, 0.45454545454545453, 1, 12), (7, 10.0, 14.0, 0.7142857142857143, 2, 16), (8, 15.0, 21.0, 0.7142857142857143, 3, 24), (9, 20.0, 23.0, 0.8695652173913043, 4, 27), (10, 25.0, 25.0, 1.0, 5, 30)]",150,2,0.1230001449584961,0.0
13,Experiment 4,Low Flexibility (2x parallel),20.0,"[[(0.0, 20.0)], [(16, 4.0)], [(11, 1), (13, 7.0)], [(17, 3.0)], [(16, 4.0)], [(9, 1), (15, 5.0)], [(0.0, 1.0), (2, 2)], [(0.0, 5.0), (6, 2), (10, 1), (16, 1)], [(0.0, 3.0)], [(0.0, 4.0)], [(0.0, 6.0)], [(0.0, 20.0)]]","[[20.0], [4.0], [1, 7.0], [3.0], [4.0], [1, 5.0], [1.0, 2], [5.0, 2, 1, 1], [3.0], [4.0], [6.0], [20.0]]","[(0, 0.0, 0.0), (1, 16, 0.8), (2, 12, 0.6), (3, 17, 0.85), (4, 16, 0.8), (5, 14, 0.7), (6, 17, 0.85), (7, 11, 0.55), (8, 17, 0.85), (9, 16, 0.8), (10, 14, 0.7), (11, 0.0, 0.0)]","[(1, 16.0, 16.0, 1.0, 0, 16), (2, 12.0, 13.0, 0.9230769230769231, 0, 13), (3, 17.0, 17.0, 1.0, 0, 17), (4, 16.0, 16.0, 1.0, 0, 16), (5, 14.0, 15.0, 0.9333333333333333, 0, 15), (6, 17.0, 19.0, 0.8947368421052632, 1, 20), (7, 11.0, 15.0, 0.7333333333333333, 5, 20), (8, 17.0, 17.0, 1.0, 3, 20), (9, 16.0, 16.0, 1.0, 4, 20), (10, 14.0, 14.0, 1.0, 6, 20)]",150,2,2.1560001373291016,0.0
