,experiment,experiment_version,makespan,downtime_over_makespan,downtime_per_machine,usage,active_usage,total_work_content,status,runtime,gap
14,Experiment 4,Medium Flexibility (3x parallel),19.0,"[[(0.0, 19.0)], [(14, 5.0)], [(17, 2.0)], [(13, 1), (15, 4.0)], [(14, 1), (17, 2.0)], [(14, 5.0)], [(0.0, 4.0)], [(0.0, 3.0), (5, 1)], [(0.0, 3.0)], [(0.0, 3.0), (6, 1)], [(0.0, 5.0)], [(0.0, 19.0)]]","[[19.0], [5.0], [2.0], [1, 4.0], [1, 2.0], [5.0], [4.0], [3.0, 1], [3.0], [3.0, 1], [5.0], [19.0]]","[(0, 0.0, 0.0), (1, 14, 0.7368421052631579), (2, 17, 0.8947368421052632), (3, 14, 0.7368421052631579), (4, 16, 0.8421052631578947), (5, 14, 0.7368421052631579), (6, 15, 0.7894736842105263), (7, 15, 0.7894736842105263), (8, 16, 0.8421052631578947), (9, 15, 0.7894736842105263), (10, 14, 0.7368421052631579), (11, 0.0, 0.0)]","[(1, 14.0, 14.0, 1.0, 0, 14), (2, 17.0, 17.0, 1.0, 0, 17), (3, 14.0, 15.0, 0.9333333333333333, 0, 15), (4, 16.0, 17.0, 0.9411764705882353, 0, 17), (5, 14.0, 14.0, 1.0, 0, 14), (6, 15.0, 15.0, 1.0, 4, 19), (7, 15.0, 16.0, 0.9375, 3, 19), (8, 16.0, 16.0, 1.0, 3, 19), (9, 15.0, 16.0, 0.9375, 3, 19), (10, 14.0, 14.0, 1.0, 5, 19)]",150,9,1800.0350000858307,0.0526315789473684
15,Experiment 4,Medium-High Flexibility (4x parallel),20.0,"[[(0.0, 20.0)], [(15, 5.0)], [(13, 7.0)], [(8, 1), (17, 3.0)], [(16, 4.0)], [(5, 1), (16, 4.0)], [(0.0, 4.0)], [(0.0, 1.0), (2, 4), (12, 1)], [(0.0, 5.0), (19, 1.0)], [(0.0, 6.0)], [(0.0, 2.0), (4, 1)], [(0.0, 20.0)]]","[[20.0], [5.0], [7.0], [1, 3.0], [4.0], [1, 4.0], [4.0], [1.0, 4, 1], [5.0, 1.0], [6.0], [2.0, 1], [20.0]]","[(0, 0.0, 0.0), (1, 15, 0.75), (2, 13, 0.65), (3, 16, 0.8), (4, 16, 0.8), (5, 15, 0.75), (6, 16, 0.8), (7, 14, 0.7), (8, 14, 0.7), (9, 14, 0.7), (10, 17, 0.85), (11, 0.0, 0.0)]","[(1, 15.0, 15.0, 1.0, 0, 15), (2, 13.0, 13.0, 1.0, 0, 13), (3, 16.0, 17.0, 0.9411764705882353, 0, 17), (4, 16.0, 16.0, 1.0, 0, 16), (5, 15.0, 16.0, 0.9375, 0, 16), (6, 16.0, 16.0, 1.0, 4, 20), (7, 14.0, 19.0, 0.7368421052631579, 1, 20), (8, 14.0, 14.0, 1.0, 5, 19), (9, 14.0, 14.0, 1.0, 6, 20), (10, 17.0, 18.0, 0.9444444444444444, 2, 20)]",150,9,1800.029000043869,0.15
16,Experiment 4,High Flexibility (5x parallel),19.0,"[[(0.0, 19.0)], [(16, 3.0)], [(13, 3), (17, 2.0)], [(11, 1), (15, 4.0)], [(16, 3.0)], [(15, 4.0)], [(0.0, 5.0)], [(0.0, 5.0)], [(0.0, 3.0)], [(0.0, 3.0)], [(0.0, 4.0)], [(0.0, 19.0)]]","[[19.0], [3.0], [3, 2.0], [1, 4.0], [3.0], [4.0], [5.0], [5.0], [3.0], [3.0], [4.0], [19.0]]","[(0, 0.0, 0.0), (1, 16, 0.8421052631578947), (2, 14, 0.7368421052631579), (3, 14, 0.7368421052631579), (4, 16, 0.8421052631578947), (5, 15, 0.7894736842105263), (6, 14, 0.7368421052631579), (7, 14, 0.7368421052631579), (8, 16, 0.8421052631578947), (9, 16, 0.8421052631578947), (10, 15, 0.7894736842105263), (11, 0.0, 0.0)]","[(1, 16.0, 16.0, 1.0, 0, 16), (2, 14.0, 17.0, 0.8235294117647058, 0, 17), (3, 14.0, 15.0, 0.9333333333333333, 0, 15), (4, 16.0, 16.0, 1.0, 0, 16), (5, 15.0, 15.0, 1.0, 0, 15), (6, 14.0, 14.0, 1.0, 5, 19), (7, 14.0, 14.0, 1.0, 5, 19), (8, 16.0, 16.0, 1.0, 3, 19), (9, 16.0, 16.0, 1.0, 3, 19), (10, 15.0, 15.0, 1.0, 4, 19)]",150,9,1800.037999868393,0.1578947368421052
18,Experiment 6,3 Layers,60.0,"[[(0.0, 60.0)], [(0.0, 60.0)], [(0.0, 60.0)], [(0.0, 60.0)], [(0.0, 60.0)]]","[[60.0], [], [], [], [60.0]]","[(0, 0.0, 0.0), (1, 60, 1.0), (2, 60, 1.0), (3, 60, 1.0), (4, 0.0, 0.0)]","[(1, 60.0, 60.0, 1.0, 0, 60), (2, 60.0, 60.0, 1.0, 0, 60), (3, 60.0, 60.0, 1.0, 0, 60)]",180,2,9.83899998664856,0.0
19,Experiment 6,4 Layers,34.0,"[[(0.0, 34.0)], [(32, 2.0)], [(30, 4.0)], [(22, 1), (29, 5.0)], [(0.0, 4.0)], [(0.0, 3.0)], [(0.0, 4.0), (33, 1.0)], [(0.0, 34.0)]]","[[34.0], [2.0], [4.0], [1, 5.0], [4.0], [3.0], [4.0, 1.0], [34.0]]","[(0, 0.0, 0.0), (1, 32, 0.9411764705882353), (2, 30, 0.8823529411764706), (3, 28, 0.8235294117647058), (4, 30, 0.8823529411764706), (5, 31, 0.9117647058823529), (6, 29, 0.8529411764705882), (7, 0.0, 0.0)]","[(1, 32.0, 32.0, 1.0, 0, 32), (2, 30.0, 30.0, 1.0, 0, 30), (3, 28.0, 29.0, 0.9655172413793104, 0, 29), (4, 30.0, 30.0, 1.0, 4, 34), (5, 31.0, 31.0, 1.0, 3, 34), (6, 29.0, 29.0, 1.0, 4, 33)]",180,2,164.75999999046326,0.0
20,Experiment 6,5 Layers,26.0,"[[(0.0, 26.0)], [(24, 2.0)], [(23, 3.0)], [(23, 3.0)], [(0.0, 2.0), (4, 2), (9, 1), (12, 1), (17, 1), (21, 1), (25, 1.0)], [(0.0, 2.0), (3, 4), (8, 1), (11, 2), (14, 1), (17, 1), (24, 2.0)], [(0.0, 2.0), (16, 3), (25, 1.0)], [(0.0, 4.0)], [(0.0, 3.0), (4, 4), (10, 1), (12, 2)], [(0.0, 4.0)], [(0.0, 26.0)]]","[[26.0], [2.0], [3.0], [3.0], [2.0, 2, 1, 1, 1, 1, 1.0], [2.0, 4, 1, 2, 1, 1, 2.0], [2.0, 3, 1.0], [4.0], [3.0, 4, 1, 2], [4.0], [26.0]]","[(0, 0.0, 0.0), (1, 24, 0.9230769230769231), (2, 23, 0.8846153846153846), (3, 23, 0.8846153846153846), (4, 17, 0.6538461538461539), (5, 13, 0.5), (6, 20, 0.7692307692307693), (7, 22, 0.8461538461538461), (8, 16, 0.6153846153846154), (9, 22, 0.8461538461538461), (10, 0.0, 0.0)]","[(1, 24.0, 24.0, 1.0, 0, 24), (2, 23.0, 23.0, 1.0, 0, 23), (3, 23.0, 23.0, 1.0, 0, 23), (4, 17.0, 23.0, 0.7391304347826086, 2, 25), (5, 13.0, 22.0, 0.5909090909090909, 2, 24), (6, 20.0, 23.0, 0.8695652173913043, 2, 25), (7, 22.0, 22.0, 1.0, 4, 26), (8, 16.0, 23.0, 0.6956521739130435, 3, 26), (9, 22.0, 22.0, 1.0, 4, 26)]",180,2,67.13700008392334,0.0
21,Experiment 6,6 Layers,21.0,"[[(0.0, 21.0)], [(17, 4.0)], [(17, 4.0)], [(14, 1), (17, 4.0)], [(0.0, 3.0), (5, 1), (17, 4.0)], [(0.0, 1.0), (8, 1), (11, 1), (14, 1), (19, 2.0)], [(0.0, 2.0), (9, 2), (15, 2), (18, 3.0)], [(0.0, 3.0), (20, 1.0)], [(0.0, 3.0), (20, 1.0)], [(0.0, 4.0), (20, 1.0)], [(0.0, 4.0), (5, 2), (9, 1)], [(0.0, 6.0), (7, 1), (9, 1), (12, 1)], [(0.0, 6.0), (8, 1)], [(0.0, 21.0)]]","[[21.0], [4.0], [4.0], [1, 4.0], [3.0, 1, 4.0], [1.0, 1, 1, 1, 2.0], [2.0, 2, 2, 3.0], [3.0, 1.0], [3.0, 1.0], [4.0, 1.0], [4.0, 2, 1], [6.0, 1, 1, 1], [6.0, 1], [21.0]]","[(0, 0.0, 0.0), (1, 17, 0.8095238095238095), (2, 17, 0.8095238095238095), (3, 16, 0.7619047619047619), (4, 13, 0.6190476190476191), (5, 15, 0.7142857142857143), (6, 12, 0.5714285714285714), (7, 17, 0.8095238095238095), (8, 17, 0.8095238095238095), (9, 16, 0.7619047619047619), (10, 14, 0.6666666666666666), (11, 12, 0.5714285714285714), (12, 14, 0.6666666666666666), (13, 0.0, 0.0)]","[(1, 17.0, 17.0, 1.0, 0, 17), (2, 17.0, 17.0, 1.0, 0, 17), (3, 16.0, 17.0, 0.9411764705882353, 0, 17), (4, 13.0, 14.0, 0.9285714285714286, 3, 17), (5, 15.0, 18.0, 0.8333333333333334, 1, 19), (6, 12.0, 16.0, 0.75, 2, 18), (7, 17.0, 17.0, 1.0, 3, 20), (8, 17.0, 17.0, 1.0, 3, 20), (9, 16.0, 16.0, 1.0, 4, 20), (10, 14.0, 17.0, 0.8235294117647058, 4, 21), (11, 12.0, 15.0, 0.8, 6, 21), (12, 14.0, 15.0, 0.9333333333333333, 6, 21)]",180,2,193.7990000247956,0.0
22,Experiment 7,3 Layers,92.0,"[[(0.0, 92.0)], [(24, 4)], [(64, 2)], [(0.0, 92.0)], [(0.0, 92.0)]]","[[92.0], [4], [2], [], [92.0]]","[(0, 0.0, 0.0), (1, 88, 0.9565217391304348), (2, 90, 0.9782608695652174), (3, 92, 1.0), (4, 0.0, 0.0)]","[(1, 88.0, 92.0, 0.9565217391304348, 0, 92), (2, 90.0, 92.0, 0.9782608695652174, 0, 92), (3, 92.0, 92.0, 1.0, 0, 92)]",270,2,25.788999795913696,0.0
23,Experiment 7,4 Layers,50.0,"[[(0.0, 50.0)], [(46, 4.0)], [(36, 1), (47, 3.0)], [(43, 7.0)], [(0.0, 4.0), (6, 2), (16, 1), (49, 1.0)], [(0.0, 2.0), (10, 1)], [(0.0, 3.0), (6, 1)], [(0.0, 50.0)]]","[[50.0], [4.0], [1, 3.0], [7.0], [4.0, 2, 1, 1.0], [2.0, 1], [3.0, 1], [50.0]]","[(0, 0.0, 0.0), (1, 46, 0.92), (2, 46, 0.92), (3, 43, 0.86), (4, 42, 0.84), (5, 47, 0.94), (6, 46, 0.92), (7, 0.0, 0.0)]","[(1, 46.0, 46.0, 1.0, 0, 46), (2, 46.0, 47.0, 0.9787234042553191, 0, 47), (3, 43.0, 43.0, 1.0, 0, 43), (4, 42.0, 45.0, 0.9333333333333333, 4, 49), (5, 47.0, 48.0, 0.9791666666666666, 2, 50), (6, 46.0, 47.0, 0.9787234042553191, 3, 50)]",270,9,1800.03200006485,0.06
24,Experiment 7,5 Layers,38.0,"[[(0.0, 38.0)], [(36, 2.0)], [(35, 3.0)], [(34, 4.0)], [(0.0, 2.0), (4, 2), (13, 3), (18, 1), (21, 1), (26, 2), (29, 1), (34, 1), (37, 1.0)], [(0.0, 2.0), (3, 4), (10, 2), (13, 1), (21, 2), (36, 2.0)], [(0.0, 2.0), (8, 1), (11, 1), (16, 1), (23, 2), (27, 1), (32, 2), (36, 2.0)], [(0.0, 4.0)], [(0.0, 14.0), (15, 1), (18, 1)], [(0.0, 4.0)], [(0.0, 38.0)]]","[[38.0], [2.0], [3.0], [4.0], [2.0, 2, 3, 1, 1, 2, 1, 1, 1.0], [2.0, 4, 2, 1, 2, 2.0], [2.0, 1, 1, 1, 2, 1, 2, 2.0], [4.0], [14.0, 1, 1], [4.0], [38.0]]","[(0, 0.0, 0.0), (1, 36, 0.9473684210526315), (2, 35, 0.9210526315789473), (3, 34, 0.8947368421052632), (4, 24, 0.631578947368421), (5, 25, 0.6578947368421053), (6, 26, 0.6842105263157895), (7, 34, 0.8947368421052632), (8, 22, 0.5789473684210527), (9, 34, 0.8947368421052632), (10, 0.0, 0.0)]","[(1, 36.0, 36.0, 1.0, 0, 36), (2, 35.0, 35.0, 1.0, 0, 35), (3, 34.0, 34.0, 1.0, 0, 34), (4, 24.0, 35.0, 0.6857142857142857, 2, 37), (5, 25.0, 34.0, 0.7352941176470589, 2, 36), (6, 26.0, 34.0, 0.7647058823529411, 2, 36), (7, 34.0, 34.0, 1.0, 4, 38), (8, 22.0, 24.0, 0.9166666666666666, 14, 38), (9, 34.0, 34.0, 1.0, 4, 38)]",270,2,303.5530002117157,0.0
